"","year","id.land.use","land.use","Hutan.lahan.kering.primer","Hutan.lahan.kering.sekunder...bekas.tebangan","Hutan.rawa.primer","Hutan.rawa.sekunder","Hutan.mangrove.primer","Hutan.mangrove.sekunder","Hutan.tanaman","Perkebunan","Semak.belukar","Semak.belukar.rawa","Savanna...Padang.rumput","Pertanian.lahan.kering","Pertanian.lahan.kering..campur.semak...kebun.campur","Sawah","Tambak","Pemukiman","Transmigrasi","Lahan.terbuka","Pertambangan","Tubuh.air","Rawa","Awan","Bandara"
"Hutan.rawa.sekunder14",2030,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer14",2030,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder14",2030,"6","Hutan.mangrove.sekunder",0,76.3577740811124,0,0,0,280.977552206063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.tanaman14",2030,"7","Hutan.tanaman",0,0,0,0,0,0,80820.1386219129,0,0,0,0,96258.7424183866,63752.5787446322,30451.2671205126,0,0,0,0,0,0,0,0,0
"Perkebunan14",2030,"8","Perkebunan",0,0,0,0,0,0,0,28557.4042736127,0,0,0,49321.4711371748,17313.5933521934,0,0,0,0,0,0,0,0,0,0
"Semak.belukar14",2030,"9","Semak.belukar",0,99.0000000000026,0,0,0,0,0,0,304.88612378242,0,0,0,618.246725290082,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa14",2030,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput14",2030,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering14",2030,"12","Pertanian.lahan.kering",0,0,0,0,0,0,84717.137312065,42888.492851932,438.479475413464,0,0,372535.829539557,363775.386280964,326684.152268184,11541.2200207892,29857.9870220297,0,389.941413793989,6911.39099730324,2403.99622651613,0,0,37.0650606533891
"Pertanian.lahan.kering..campur.semak...kebun.campur14",2030,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,24162.8384541338,0,0,0,0,58165.371438483,10138.5959668408,0,0,0,348740.50826444,309321.049472063,280661.728701777,0,0,0,0,0,0,0,0,0
"Sawah14",2030,"14","Sawah",0,0,0,0,0,0,28929.3749777844,9993.24469574138,0,0,0,322542.651423581,289515.77790268,278991.878142766,0,0,0,0,0,0,0,0,0
"Tambak14",2030,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,15452.917222641,6622.67880970343,0,0,0,0,0,0,0,0
"Pemukiman14",2030,"16","Pemukiman",0,0,0,0,0,0,0,0,0,0,0,42744.4865354022,9092.73878370607,0,0,22215.7495927622,0,0,0,0,0,0,0
"Transmigrasi14",2030,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka14",2030,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,1475.74853079068,0,0,0,0,632.46365605317,0,0,0,0,0
"Pertambangan14",2030,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,5304.12903278192,0,0,0,0,0,0,2273.19815690658,0,0,0,0
"Tubuh.air14",2030,"20","Tubuh.air",0,0,0,0,0,0,0,0,0,0,0,4855.47804314715,0,0,0,0,0,0,0,2080.91916134854,0,0,0
"Rawa14",2030,"21","Rawa",0,0,0,0,0,1.97197521906142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85682837219053,0,0
"Awan14",2030,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara14",2030,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,45.1227334272808,0,0,0,0,0,0,0,0,0,0,19.3383143261999
