"","year","id.land.use","land.use","Hutan.lahan.kering.primer","Hutan.lahan.kering.sekunder...bekas.tebangan","Hutan.rawa.primer","Hutan.rawa.sekunder","Hutan.mangrove.primer","Hutan.mangrove.sekunder","Hutan.tanaman","Perkebunan","Semak.belukar","Semak.belukar.rawa","Savanna...Padang.rumput","Pertanian.lahan.kering","Pertanian.lahan.kering..campur.semak...kebun.campur","Sawah","Tambak","Pemukiman","Transmigrasi","Lahan.terbuka","Pertambangan","Tubuh.air","Rawa","Awan","Bandara"
"Pertanian.lahan.kering7",2023,"12","Pertanian.lahan.kering",0,0,0,0,0,0,20259.8050385623,17863.0629100592,343.986499221399,0,0,828901.356389545,74619.5355807355,72161.6011816528,6004.08359711329,12052.5433251236,0,920.870780601501,834.187728420497,2482.91648732517,0,0,12.3110416918644
"Pertanian.lahan.kering..campur.semak...kebun.campur7",2023,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,18148.9107688497,0,0,0,0,0,0,0,0,0,78006.5867954609,692497.818181374,68478.0997870251,0,8591.54075965979,0,0,0,0,0,0,0
"Sawah7",2023,"14","Sawah",0,0,0,0,0,0,37798.2404767193,2230.90620618107,0,0,0,72214.5348650756,65277.6702706551,725250.669904414,0,3791.31565747398,0,0,0,0,0,0,0
"Tambak7",2023,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,9467.79149354367,37871.1659741735,0,0,0,0,0,0,0,0
"Pemukiman7",2023,"16","Pemukiman",0,0,0,0,0,0,6523.72980793375,0,0,0,0,17213.0447952141,9881.10177598667,7582.8887245408,0,164797.760923079,0,0,0,0,0,0,0
"Transmigrasi7",2023,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka7",2023,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,1616.23923160331,0,0,0,0,6464.95692641286,0,0,0,0,0
"Pertambangan7",2023,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,503.623306691239,0,0,0,0,0,0,2014.49322676475,0,0,0,0
"Tubuh.air7",2023,"20","Tubuh.air",0,0,0,0,0,0,0,0,0,0,0,4196.97125826384,0,0,0,0,0,0,0,16787.8850330533,0,0,0
"Rawa7",2023,"21","Rawa",0,0,0,0,0,1.26288484585558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.413680000492,0,0
"Awan7",2023,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara7",2023,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,32.8294206757055,0,0,0,0,0,0,0,0,0,0,131.317682701454
"Hutan.lahan.kering.primer8",2024,"1","Hutan.lahan.kering.primer",8930.76156740305,0,0,0,0,0,0,0,0,0,0,0,756.365332290142,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan8",2024,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,91908.0954277816,0,0,0,0,0,0,0,0,0,15431.9914075211,9414.26171126205,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer8",2024,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder8",2024,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer8",2024,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder8",2024,"6","Hutan.mangrove.sekunder",0,0,0,0,0,682.928285724724,0,0,0,0,0,0,0,0,0,59.1430397320409,0,0,0,0,0,0,0
"Hutan.tanaman8",2024,"7","Hutan.tanaman",0,0,0,0,0,0,292490.897158877,0,0,0,0,31330.1587054957,23938.0429249245,20409.0159092501,0,0,0,0,0,0,0,0,0
"Perkebunan8",2024,"8","Perkebunan",0,0,0,0,0,0,0,97093.3300212609,0,0,0,13752.5888226479,6612.31609412661,3909.85707133028,0,0,0,0,0,0,0,0,0
"Semak.belukar8",2024,"9","Semak.belukar",0,98.9999999996894,0,0,0,0,0,0,1895.66721336637,0,0,0,388.546852330811,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa8",2024,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput8",2024,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering8",2024,"12","Pertanian.lahan.kering",0,0,0,0,0,0,20043.7678756868,18131.9420317255,294.502304983558,0,0,849673.608477124,78815.1954242294,74985.4947736903,5279.98077199291,11426.2409351607,0,731.870438233222,986.754288134922,2049.70508044645,0,0,10.7721625250706
"Pertanian.lahan.kering..campur.semak...kebun.campur8",2024,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,15762.4533436833,0,0,0,0,0,0,0,0,0,82419.5389589331,709105.422884195,71267.6371147842,0,7929.82448031343,0,0,0,0,0,0,0
"Sawah8",2024,"14","Sawah",0,0,0,0,0,0,37949.9837623591,1185.7158538211,0,0,0,74541.4052068202,67358.8766623999,728493.358556835,0,1087.35815380823,0,0,0,0,0,0,0
"Tambak8",2024,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,8775.04991425738,35100.1996570297,0,0,0,0,0,0,0,0
"Pemukiman8",2024,"16","Pemukiman",0,0,0,0,0,0,3134.65057591471,0,0,0,0,17851.6246005575,10264.9319408402,6607.77096374526,0,151431.042673474,0,0,0,0,0,0,0
"Transmigrasi8",2024,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka8",2024,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,1477.16554140282,0,0,0,0,5908.66216561123,0,0,0,0,0
"Pertambangan8",2024,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,569.736191036893,0,0,0,0,0,0,2278.94476414815,0,0,0,0
"Tubuh.air8",2024,"20","Tubuh.air",0,0,0,0,0,0,0,0,0,0,0,3854.16030407606,0,0,0,0,0,0,0,15416.6412163027,0,0,0
"Rawa8",2024,"21","Rawa",0,0,0,0,0,1.35355851985656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0601214808425,0,0
"Awan8",2024,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara8",2024,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,28.7257448783639,0,0,0,0,0,0,0,0,0,0,114.902979514736
"Hutan.lahan.kering.primer9",2025,"1","Hutan.lahan.kering.primer",8122.41723968785,0,0,0,0,0,0,0,0,0,0,0,808.34432771548,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan9",2025,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,84835.3324394288,0,0,0,0,0,0,0,0,0,14556.7026008316,8377.5137312041,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer9",2025,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder9",2025,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer9",2025,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder9",2025,"6","Hutan.mangrove.sekunder",0,0,0,0,0,622.734381725466,0,0,0,0,0,0,0,0,0,61.5474625192802,0,0,0,0,0,0,0
"Hutan.tanaman9",2025,"7","Hutan.tanaman",0,0,0,0,0,0,280932.601159508,0,0,0,0,31052.740953053,23437.1947612346,18196.7624990421,0,0,0,0,0,0,0,0,0
"Perkebunan9",2025,"8","Perkebunan",0,0,0,0,0,0,0,93127.6934473392,0,0,0,14135.5311159791,6781.80300848476,2365.9603350041,0,0,0,0,0,0,0,0,0
"Semak.belukar9",2025,"9","Semak.belukar",0,98.9999999998604,0,0,0,0,0,0,1742.11482191727,0,0,0,349.054696433335,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa9",2025,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput9",2025,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering9",2025,"12","Pertanian.lahan.kering",0,0,0,0,0,0,20001.1805230317,18581.031516505,242.161596494145,0,0,871285.697315399,83594.3569628997,78075.1473517219,4540.27601646479,9820.65859915402,0,531.751201378764,1176.78593116716,1595.06576170713,0,0,9.4256431676622
"Pertanian.lahan.kering..campur.semak...kebun.campur9",2025,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,13234.074381377,0,0,0,0,0,0,0,0,0,87543.0126134679,726420.407786386,74477.6025721701,0,6456.02801460108,0,0,0,0,0,0,0
"Sawah9",2025,"14","Sawah",0,0,0,0,0,0,37536.2562746413,0,0,0,0,76380.1163280416,68973.2642580952,731558.547443115,0,0,0,0,0,0,0,0,0
"Tambak9",2025,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,8076.03608580417,32304.1443432183,0,0,0,0,0,0,0,0
"Pemukiman9",2025,"16","Pemukiman",0,0,0,0,0,0,0,0,0,0,0,18452.1437980634,10633.7982226386,5301.66446418464,0,137546.002797602,0,0,0,0,0,0,0
"Transmigrasi9",2025,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka9",2025,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,1328.10652076854,0,0,0,0,5312.42608307554,0,0,0,0,0
"Pertambangan9",2025,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,653.139810456356,0,0,0,0,0,0,2612.55924182634,0,0,0,0
"Tubuh.air9",2025,"20","Tubuh.air",0,0,0,0,0,0,0,0,0,0,0,3493.26925935007,0,0,0,0,0,0,0,13973.0770373995,0,0,0
"Rawa9",2025,"21","Rawa",0,0,0,0,0,1.44629090272781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.6138305779412,0,0
"Awan9",2025,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara9",2025,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,25.135028407858,0,0,0,0,0,0,0,0,0,0,100.540113632007
"Hutan.lahan.kering.primer10",2026,"1","Hutan.lahan.kering.primer",7260.47579072883,0,0,0,0,0,0,0,0,0,0,0,861.941448958839,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan10",2026,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,77277.3897880253,0,0,0,0,0,0,0,0,0,13677.2255790236,7213.79145375675,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer10",2026,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder10",2026,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer10",2026,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder10",2026,"6","Hutan.mangrove.sekunder",0,0,0,0,0,560.082362200068,0,0,0,0,0,0,0,0,0,64.098310427957,0,0,0,0,0,0,0
"Hutan.tanaman10",2026,"7","Hutan.tanaman",0,0,0,0,0,0,268897.281190564,0,0,0,0,30887.8730031319,22921.3540576213,15763.5297058638,0,0,0,0,0,0,0,0,0
"Perkebunan10",2026,"8","Perkebunan",0,0,0,0,0,0,0,89365.9273998621,0,0,0,14686.3036761435,6991.48213585385,665.011751984661,0,0,0,0,0,0,0,0,0
"Semak.belukar10",2026,"9","Semak.belukar",0,98.9999999997895,0,0,0,0,0,0,1578.34237502287,0,0,0,306.934043389446,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa10",2026,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput10",2026,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering10",2026,"12","Pertanian.lahan.kering",0,0,0,0,0,0,19042.3114304956,17882.0225039215,186.791897825911,0,0,893777.703513786,89800.0900868417,82323.7379421398,3782.302378622,7923.23866095129,0,319.835668497777,1413.77222896744,1117.43507234979,0,0,8.24743865044729
"Pertanian.lahan.kering..campur.semak...kebun.campur10",2026,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,10555.3396431344,0,0,0,0,0,0,0,0,0,93503.4850071393,744476.4827472,78159.3836095879,0,4009.15326879788,0,0,0,0,0,0,0
"Sawah10",2026,"14","Sawah",0,0,0,0,0,0,34756.8253262768,0,0,0,0,78301.3563607038,70552.1624632271,734441.376600833,0,0,0,0,0,0,0,0,0
"Tambak10",2026,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,7368.88407193664,29475.5362877465,0,0,0,0,0,0,0,0
"Pemukiman10",2026,"16","Pemukiman",0,0,0,0,0,0,0,0,0,0,0,18126.8474490751,9954.19435829165,2696.59732863039,0,123106.597737879,0,0,0,0,0,0,0
"Transmigrasi10",2026,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka10",2026,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,1168.83545689056,0,0,0,0,4675.34182756304,0,0,0,0,0
"Pertambangan10",2026,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,757.869034598349,0,0,0,0,0,0,3031.47613839481,0,0,0,0
"Tubuh.air10",2026,"20","Tubuh.air",0,0,0,0,0,0,0,0,0,0,0,3113.62855982173,0,0,0,0,0,0,0,12454.5142392853,0,0,0
"Rawa10",2026,"21","Rawa",0,0,0,0,0,1.5419005067927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.07193007133178,0,0
"Awan10",2026,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara10",2026,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,21.9931513600823,0,0,0,0,0,0,0,0,0,0,87.972605439827
"Hutan.lahan.kering.primer11",2027,"1","Hutan.lahan.kering.primer",6342.82551498114,0,0,0,0,0,0,0,0,0,0,0,917.650275748236,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan11",2027,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,69219.1586891148,0,0,0,0,0,0,0,0,0,12726.4385494836,5986.13219256086,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer11",2027,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder11",2027,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer11",2027,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder11",2027,"6","Hutan.mangrove.sekunder",0,0,0,0,0,494.801850834996,0,0,0,0,0,0,0,0,0,66.8224118717537,0,0,0,0,0,0,0
"Hutan.tanaman11",2027,"7","Hutan.tanaman",0,0,0,0,0,0,256365.939980041,0,0,0,0,30929.4839921238,22614.0595874247,12786.9343877475,0,0,0,0,0,0,0,0,0
"Perkebunan11",2027,"8","Perkebunan",0,0,0,0,0,0,0,85797.3493832971,0,0,0,14737.3412435219,6713.25927696411,0,0,0,0,0,0,0,0,0,0
"Semak.belukar11",2027,"9","Semak.belukar",0,99.0000000002642,0,0,0,0,0,0,1404.03131065446,0,0,0,262.102962195373,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa11",2027,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput11",2027,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering11",2027,"12","Pertanian.lahan.kering",0,0,0,0,0,0,18135.1687103034,17218.6736482732,128.190665770206,0,0,917191.693339275,96540.8706123864,86310.1926772282,3003.13674860257,5899.12553877104,0,95.3294486823434,1709.67716817063,615.010267695587,0,0,7.21650962455897
"Pertanian.lahan.kering..campur.semak...kebun.campur11",2027,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,7716.30959947908,0,0,0,0,0,0,0,0,0,100059.139305162,763309.031448278,81653.4134620222,0,1509.37443708887,0,0,0,0,0,0,0
"Sawah11",2027,"14","Sawah",0,0,0,0,0,0,31766.975207048,0,0,0,0,80301.340896669,72215.3880984783,737134.816808781,0,0,0,0,0,0,0,0,0
"Tambak11",2027,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,6651.56773327358,26606.270933095,0,0,0,0,0,0,0,0
"Pemukiman11",2027,"16","Pemukiman",0,0,0,0,0,0,0,0,0,0,0,17771.0134294208,9250.29929512742,0,0,108081.775253507,0,0,0,0,0,0,0
"Transmigrasi11",2027,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka11",2027,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,999.035499212179,0,0,0,0,3996.1419968485,0,0,0,0,0
"Pertambangan11",2027,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,889.049673472429,0,0,0,0,0,0,3556.19869388953,0,0,0,0
"Tubuh.air11",2027,"20","Tubuh.air",0,0,0,0,0,0,0,0,0,0,0,2714.38986232692,0,0,0,0,0,0,0,10857.5594493082,0,0,0
"Rawa11",2027,"21","Rawa",0,0,0,0,0,1.64125461063776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.43067546084453,0,0
"Awan11",2027,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara11",2027,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,19.2440088180956,0,0,0,0,0,0,0,0,0,0,76.976035272266
"Hutan.lahan.kering.primer12",2028,"1","Hutan.lahan.kering.primer",5366.81160870603,0,0,0,0,0,0,0,0,0,0,0,976.013906275196,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan12",2028,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,37900.575818129,0,0,0,0,0,0,0,0,0,29498.039651,9635.85281946517,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer12",2028,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder12",2028,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer12",2028,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder12",2028,"6","Hutan.mangrove.sekunder",0,0,0,0,0,426.693334326133,0,0,0,0,0,0,0,0,0,69.7497711194615,0,0,0,0,0,0,0
"Hutan.tanaman12",2028,"7","Hutan.tanaman",0,0,0,0,0,0,152071.538540937,0,0,0,0,69676.2800069077,48482.2662199871,36037.9991295615,0,0,0,0,0,0,0,0,0
"Perkebunan12",2028,"8","Perkebunan",0,0,0,0,0,0,0,51507.4048504355,0,0,0,34946.1327508627,14153.1901808368,2409.29524943512,0,0,0,0,0,0,0,0,0
"Semak.belukar12",2028,"9","Semak.belukar",0,99.0000000002256,0,0,0,0,0,0,761.729455537453,0,0,0,671.492520887318,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa12",2028,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput12",2028,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering12",2028,"12","Pertanian.lahan.kering",0,0,0,0,0,0,57759.9848518547,33369.7562178546,523.156265774218,0,0,588482.386140843,230534.013102637,216554.566752855,11082.3487658611,30729.8069695463,0,1084.73621858392,3659.34287344755,3527.4639308867,0,0,31.5722101289866
"Pertanian.lahan.kering..campur.semak...kebun.campur12",2028,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,27445.556785534,0,0,0,0,35427.8083403051,1869.21010382488,0,0,0,226260.788576715,489346.996956925,191816.296823445,0,6641.17166162599,0,0,0,0,0,0,0
"Sawah12",2028,"14","Sawah",0,0,0,0,0,0,43888.2510911783,12254.6082303897,0,0,0,213751.408094977,192374.195117981,462268.462534526,0,0,0,0,0,0,0,0,0
"Tambak12",2028,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,14804.7038408489,14804.703840849,0,0,0,0,0,0,0,0
"Pemukiman12",2028,"16","Pemukiman",0,0,0,0,0,0,0,0,0,0,0,38063.6246813835,16214.509304554,3500.78643556317,0,57778.1772197385,0,0,0,0,0,0,0
"Transmigrasi12",2028,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka12",2028,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,2045.73572276546,0,0,0,0,2045.73572276547,0,0,0,0,0
"Pertambangan12",2028,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,2632.93793103009,0,0,0,0,0,0,2632.93793103019,0,0,0,0
"Tubuh.air12",2028,"20","Tubuh.air",0,0,0,0,0,0,0,0,0,0,0,5736.28485850218,0,0,0,0,0,0,0,5736.28485850182,0,0,0
"Rawa12",2028,"21","Rawa",0,0,0,0,0,1.74530741038836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.68536805065078,0,0
"Awan12",2028,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara12",2028,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,42.0962724485835,0,0,0,0,0,0,0,0,0,0,42.0962724483652
"Hutan.lahan.kering.primer13",2029,"1","Hutan.lahan.kering.primer",4328.41041422765,0,0,0,0,0,0,0,0,0,0,0,1038.40119447833,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan13",2029,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,32198.6802177989,0,0,0,0,0,0,0,0,0,26800.8306433038,6445.62174255986,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer13",2029,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.sekunder13",2029,"4","Hutan.rawa.sekunder",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.primer13",2029,"5","Hutan.mangrove.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hutan.mangrove.sekunder13",2029,"6","Hutan.mangrove.sekunder",0,0,0,0,0,355.478761827635,0,0,0,0,0,0,0,0,0,72.9598799085084,0,0,0,0,0,0,0
"Hutan.tanaman13",2029,"7","Hutan.tanaman",0,0,0,0,0,0,143570.682344465,0,0,0,0,69555.1705232917,47759.9902361094,28261.7397204088,0,0,0,0,0,0,0,0,0
"Perkebunan13",2029,"8","Perkebunan",0,0,0,0,0,0,0,49499.9066806499,0,0,0,35440.4578573421,14060.6148645119,0,0,0,0,0,0,0,0,0,0
"Semak.belukar13",2029,"9","Semak.belukar",0,99.0000000000864,0,0,0,0,0,0,638.768609236977,0,0,0,547.11711207518,0,0,0,0,0,0,0,0,0,0
"Semak.belukar.rawa13",2029,"10","Semak.belukar.rawa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Savanna...Padang.rumput13",2029,"11","Savanna...Padang.rumput",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Pertanian.lahan.kering13",2029,"12","Pertanian.lahan.kering",0,0,0,0,0,0,57027.896160873,34352.6677542113,383.364239835297,0,0,604352.760517887,246405.966018908,224926.872975131,9132.06972898923,25202.0689489502,0,542.976216169307,4431.18678744952,2304.52280980085,0,0,27.6268064638571
"Pertanian.lahan.kering..campur.semak...kebun.campur13",2029,"13","Pertanian.lahan.kering..campur.semak...kebun.campur",0,20818.3502381108,0,0,0,0,34338.1416374893,3257.78038353843,0,0,0,242547.736280157,502158.725081816,200144.73276054,0,1168.79947066332,0,0,0,0,0,0,0
"Sawah13",2029,"14","Sawah",0,0,0,0,0,0,36346.0067626161,8082.11394458182,0,0,0,220622.428365542,198645.506310378,463696.055383118,0,0,0,0,0,0,0,0,0
"Tambak13",2029,"15","Tambak",0,0,0,0,0,0,0,0,0,0,0,0,0,12943.5263033551,12943.5263033551,0,0,0,0,0,0,0,0
"Pemukiman13",2029,"16","Pemukiman",0,0,0,0,0,0,0,0,0,0,0,35046.8452434546,12562.9137662273,0,0,47609.1466123482,0,0,0,0,0,0,0
"Transmigrasi13",2029,"17","Transmigrasi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lahan.terbuka13",2029,"18","Lahan.terbuka",0,0,0,0,0,0,0,0,0,0,0,0,1565.23597067426,0,0,0,0,1565.23597067442,0,0,0,0,0
"Pertambangan13",2029,"19","Pertambangan",0,0,0,0,0,0,0,0,0,0,0,3146.14040223861,0,0,0,0,0,0,3146.14040223906,0,0,0,0
"Tubuh.air13",2029,"20","Tubuh.air",0,0,0,0,0,0,0,0,0,0,0,4631.87439469417,0,0,0,0,0,0,0,4631.87439469422,0,0,0
"Rawa13",2029,"21","Rawa",0,0,0,0,0,1.85656445944022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.82880359100788,0,0
"Awan13",2029,"22","Awan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bandara13",2029,"23","Bandara",0,0,0,0,0,0,0,0,0,0,0,36.8342412888342,0,0,0,0,0,0,0,0,0,0,36.8342412887905
"Hutan.lahan.kering.primer14",2030,"1","Hutan.lahan.kering.primer",3225.16056901996,0,0,0,0,0,0,0,0,0,0,0,1103.24984520803,0,0,0,0,0,0,0,0,0,0
"Hutan.lahan.kering.sekunder...bekas.tebangan14",2030,"2","Hutan.lahan.kering.sekunder...bekas.tebangan",0,15679.6939150185,0,0,0,0,0,0,0,0,0,34300.6895034069,3135.64703748492,0,0,0,0,0,0,0,0,0,0
"Hutan.rawa.primer14",2030,"3","Hutan.rawa.primer",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
