"","year","sector","category","GDP"
"216",2019,"Perikanan","Lahan",17668041.9813524
"217",2019,"Pertambangan Minyak Gas dan Panas Bumi","Lahan",21160215.447266
"218",2019,"Pertambangan Bijih Logam","Lahan",1091191.95019998
"219",2019,"Pertambangan dan Penggalian Lainnya","Lahan",9468976.28518943
"220",2019,"Industri Batubara dan Pengilangan Migas","Indirect Land-based",30343150.973594
"221",2019,"Industri Makanan dan Minuman","Indirect Land-based",80506403.4668682
"222",2019,"Pengolahan Tembakau","Indirect Land-based",3665390.61364864
"223",2019,"Industri Tekstil dan Pakaian Jadi","Industri",110595635.615198
"224",2019,"Industri Kulit Barang dari Kulit dan Alas Kaki","Industri",10646173.6751093
"225",2019,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya","Indirect Land-based",7693815.7937655
"226",2019,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman","Indirect Land-based",19283551.2311605
"227",2019,"Industri Kimia Farmasi dan Obat Tradisional","Industri",44861448.8215956
"228",2019,"Industri Karet Barang dari Karet dan Plastik","Indirect Land-based",23594490.471458
"229",2019,"Industri Barang Galian bukan Logam","Indirect Land-based",14074276.1186756
"230",2019,"Industri Logam Dasar","Industri",21801075.9149788
"231",2019,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik","Industri",178419166.204989
"232",2019,"Industri Mesin dan Perlengkapan YTDL","Industri",73849959.3544333
"233",2019,"Industri Alat Angkutan","Industri",156791803.809269
"234",2019,"Industri Furnitur","Indirect Land-based",4259167.7959684
"235",2019,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan","Industri",8755399.84672282
"236",2019,"Ketenagalistrikan","Energi",2732352.42768847
"237",2019,"Pengadaan Gas dan Produksi Es","Energi",12273445.5688778
"238",2019,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang","Limbah",1430351.51796813
"239",2019,"Konstruksi","Jasa",166199952.30514
"240",2019,"Perdagangan Mobil Sepeda Motor dan Reparasinya","Jasa",39673664.9015923
"241",2019,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor","Jasa",241014247.167116
"242",2019,"Angkutan Rel","Transportasi",1196306.84279668
"243",2019,"Angkutan Darat","Transportasi",88897596.3428699
"244",2019,"Angkutan Laut","Transportasi",258663.759719659
"245",2019,"Angkutan Sungai Danau dan Penyeberangan","Transportasi",1522.63709064042
"246",2019,"Angkutan Udara","Transportasi",10349040.7366517
"247",2019,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir","Jasa",3950819.4835507
"248",2019,"Penyediaan Akomodasi","Jasa",7689330.24429025
"249",2019,"Penyediaan Makan Minum","Jasa",38902757.4742094
"250",2019,"Informasi dan Komunikasi","Jasa",48550380.715444
"251",2019,"Jasa Perantara Keuangan","Jasa",36846412.2052553
"252",2019,"Asuransi dan Dana Pensiun","Jasa",3886966.52189551
"253",2019,"Jasa Keuangan Lainnya","Jasa",5779412.56979576
"254",2019,"Jasa Penunjang Keuangan","Jasa",639596.115121061
"255",2019,"Real Estate","Jasa",17329899.5154173
"256",2019,"Jasa Perusahaan","Jasa",7667831.56013777
"257",2019,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib","Jasa",44422382.0146004
"258",2019,"Jasa Pendidikan","Jasa",46853368.9897996
"259",2019,"Jasa Kesehatan dan Kegiatan Sosial","Jasa",12847568.9571006
"260",2019,"Jasa lainnya","Jasa",33330962.4478535
"261",2019,"Lainnya","Lainnya",19114.5378756644
"262",2020,"Tanaman Pangan","Lahan",80031864.7356493
"263",2020,"Tanaman Hortikultura","Lahan",30651825.2190592
"264",2020,"Perkebunan","Lahan",12990739.2391413
"265",2020,"Peternakan","Lahan",21631325.7042226
"266",2020,"Jasa Pertanian dan Perburuan ","Jasa",2565976.39071603
"267",2020,"Kehutanan dan Penebangan Kayu","Lahan",1588577.90560361
"268",2020,"Perikanan","Lahan",18551444.08042
"269",2020,"Pertambangan Minyak Gas dan Panas Bumi","Lahan",22218226.2196293
"270",2020,"Pertambangan Bijih Logam","Lahan",1145751.54770998
"271",2020,"Pertambangan dan Penggalian Lainnya","Lahan",9942425.09944889
"272",2020,"Industri Batubara dan Pengilangan Migas","Indirect Land-based",31860308.5222737
"273",2020,"Industri Makanan dan Minuman","Indirect Land-based",84531723.6402116
"274",2020,"Pengolahan Tembakau","Indirect Land-based",3848660.14433107
"275",2020,"Industri Tekstil dan Pakaian Jadi","Industri",116125417.395958
"276",2020,"Industri Kulit Barang dari Kulit dan Alas Kaki","Industri",11178482.3588648
"277",2020,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya","Indirect Land-based",8078506.58345377
"278",2020,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman","Indirect Land-based",20247728.7927186
"279",2020,"Industri Kimia Farmasi dan Obat Tradisional","Industri",47104521.2626754
"280",2020,"Industri Karet Barang dari Karet dan Plastik","Indirect Land-based",24774214.9950309
"281",2020,"Industri Barang Galian bukan Logam","Indirect Land-based",14777989.9246094
"282",2020,"Industri Logam Dasar","Industri",22891129.7107277
"283",2020,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik","Industri",187340124.515238
"284",2020,"Industri Mesin dan Perlengkapan YTDL","Industri",77542457.3221549
"285",2020,"Industri Alat Angkutan","Industri",164631393.999732
"286",2020,"Industri Furnitur","Indirect Land-based",4472126.18576682
"287",2020,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan","Industri",9193169.83905895
"288",2020,"Ketenagalistrikan","Energi",2868970.0490729
"289",2020,"Pengadaan Gas dan Produksi Es","Energi",12887117.8473216
"290",2020,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang","Limbah",1501869.09386654
"291",2020,"Konstruksi","Jasa",174509949.920397
"292",2020,"Perdagangan Mobil Sepeda Motor dan Reparasinya","Jasa",41657348.1466719
"293",2020,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor","Jasa",253064959.525471
"294",2020,"Angkutan Rel","Transportasi",1256122.18493652
"295",2020,"Angkutan Darat","Transportasi",93342476.1600134
"296",2020,"Angkutan Laut","Transportasi",271596.947705642
"297",2020,"Angkutan Sungai Danau dan Penyeberangan","Transportasi",1598.76894517244
"298",2020,"Angkutan Udara","Transportasi",10866492.7734843
"299",2020,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir","Jasa",4148360.45772823
"300",2020,"Penyediaan Akomodasi","Jasa",8073796.75650477
"301",2020,"Penyediaan Makan Minum","Jasa",40847895.3479199
"302",2020,"Informasi dan Komunikasi","Jasa",50977899.7512162
"303",2020,"Jasa Perantara Keuangan","Jasa",38688732.815518
"304",2020,"Asuransi dan Dana Pensiun","Jasa",4081314.84799028
"305",2020,"Jasa Keuangan Lainnya","Jasa",6068383.19828554
"306",2020,"Jasa Penunjang Keuangan","Jasa",671575.920877114
"307",2020,"Real Estate","Jasa",18196394.4911882
"308",2020,"Jasa Perusahaan","Jasa",8051223.13814466
"309",2020,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib","Jasa",46643501.1153304
"310",2020,"Jasa Pendidikan","Jasa",49196037.4392895
"311",2020,"Jasa Kesehatan dan Kegiatan Sosial","Jasa",13489947.4049556
"312",2020,"Jasa lainnya","Jasa",34997510.5702461
"313",2020,"Lainnya","Lainnya",20070.2647694476
"314",2021,"Tanaman Pangan","Lahan",84033457.9724317
"315",2021,"Tanaman Hortikultura","Lahan",32184416.4800122
"316",2021,"Perkebunan","Lahan",13640276.2010984
"317",2021,"Peternakan","Lahan",22712891.9894338
"318",2021,"Jasa Pertanian dan Perburuan ","Jasa",2694275.21025184
"319",2021,"Kehutanan dan Penebangan Kayu","Lahan",1668006.80088379
"320",2021,"Perikanan","Lahan",19479016.284441
"321",2021,"Pertambangan Minyak Gas dan Panas Bumi","Lahan",23329137.5306108
"322",2021,"Pertambangan Bijih Logam","Lahan",1203039.12509548
"323",2021,"Pertambangan dan Penggalian Lainnya","Lahan",10439546.3544213
"324",2021,"Industri Batubara dan Pengilangan Migas","Indirect Land-based",33453323.9483873
"325",2021,"Industri Makanan dan Minuman","Indirect Land-based",88758309.8222221
"326",2021,"Pengolahan Tembakau","Indirect Land-based",4041093.15154762
"327",2021,"Industri Tekstil dan Pakaian Jadi","Industri",121931688.265756
"328",2021,"Industri Kulit Barang dari Kulit dan Alas Kaki","Industri",11737406.476808
"329",2021,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya","Indirect Land-based",8482431.91262646
"330",2021,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman","Indirect Land-based",21260115.2323545
"331",2021,"Industri Kimia Farmasi dan Obat Tradisional","Industri",49459747.3258092
"332",2021,"Industri Karet Barang dari Karet dan Plastik","Indirect Land-based",26012925.7447824
"333",2021,"Industri Barang Galian bukan Logam","Indirect Land-based",15516889.4208399
"334",2021,"Industri Logam Dasar","Industri",24035686.1962641
"335",2021,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik","Industri",196707130.741
"336",2021,"Industri Mesin dan Perlengkapan YTDL","Industri",81419580.1882627
"337",2021,"Industri Alat Angkutan","Industri",172862963.699719
"338",2021,"Industri Furnitur","Indirect Land-based",4695732.49505516
"339",2021,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan","Industri",9652828.33101191
"340",2021,"Ketenagalistrikan","Energi",3012418.55152654
"341",2021,"Pengadaan Gas dan Produksi Es","Energi",13531473.7396877
"342",2021,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang","Limbah",1576962.54855986
"343",2021,"Konstruksi","Jasa",183235447.416417
"344",2021,"Perdagangan Mobil Sepeda Motor dan Reparasinya","Jasa",43740215.5540055
"345",2021,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor","Jasa",265718207.501745
"346",2021,"Angkutan Rel","Transportasi",1318928.29418334
"347",2021,"Angkutan Darat","Transportasi",98009599.9680141
"348",2021,"Angkutan Laut","Transportasi",285176.795090924
"349",2021,"Angkutan Sungai Danau dan Penyeberangan","Transportasi",1678.70739243107
"350",2021,"Angkutan Udara","Transportasi",11409817.4121585
"351",2021,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir","Jasa",4355778.48061465
"352",2021,"Penyediaan Akomodasi","Jasa",8477486.59433001
"353",2021,"Penyediaan Makan Minum","Jasa",42890290.1153159
"354",2021,"Informasi dan Komunikasi","Jasa",53526794.738777
"355",2021,"Jasa Perantara Keuangan","Jasa",40623169.4562939
"356",2021,"Asuransi dan Dana Pensiun","Jasa",4285380.5903898
"357",2021,"Jasa Keuangan Lainnya","Jasa",6371802.35819982
"358",2021,"Jasa Penunjang Keuangan","Jasa",705154.71692097
"359",2021,"Real Estate","Jasa",19106214.2157476
"360",2021,"Jasa Perusahaan","Jasa",8453784.29505189
"361",2021,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib","Jasa",48975676.1710969
"362",2021,"Jasa Pendidikan","Jasa",51655839.311254
"363",2021,"Jasa Kesehatan dan Kegiatan Sosial","Jasa",14164444.7752034
"364",2021,"Jasa lainnya","Jasa",36747386.0987585
"365",2021,"Lainnya","Lainnya",21073.77800792
"366",2022,"Tanaman Pangan","Lahan",88235130.8710533
"367",2022,"Tanaman Hortikultura","Lahan",33793637.3040128
"368",2022,"Perkebunan","Lahan",14322290.0111533
"369",2022,"Peternakan","Lahan",23848536.5889054
"370",2022,"Jasa Pertanian dan Perburuan ","Jasa",2828988.97076443
"371",2022,"Kehutanan dan Penebangan Kayu","Lahan",1751407.14092798
"372",2022,"Perikanan","Lahan",20452967.098663
