"","year","sector","category","GDP"
"373",2022,"Pertambangan Minyak Gas dan Panas Bumi","Lahan",24495594.4071413
"374",2022,"Pertambangan Bijih Logam","Lahan",1263191.08135025
"375",2022,"Pertambangan dan Penggalian Lainnya","Lahan",10961523.6721424
"376",2022,"Industri Batubara dan Pengilangan Migas","Indirect Land-based",35125990.1458067
"377",2022,"Industri Makanan dan Minuman","Indirect Land-based",93196225.3133332
"378",2022,"Pengolahan Tembakau","Indirect Land-based",4243147.809125
"379",2022,"Industri Tekstil dan Pakaian Jadi","Industri",128028272.679043
"380",2022,"Industri Kulit Barang dari Kulit dan Alas Kaki","Industri",12324276.8006484
"381",2022,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya","Indirect Land-based",8906553.50825778
"382",2022,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman","Indirect Land-based",22323120.9939722
"383",2022,"Industri Kimia Farmasi dan Obat Tradisional","Industri",51932734.6920996
"384",2022,"Industri Karet Barang dari Karet dan Plastik","Indirect Land-based",27313572.0320215
"385",2022,"Industri Barang Galian bukan Logam","Indirect Land-based",16292733.8918819
"386",2022,"Industri Logam Dasar","Industri",25237470.5060773
"387",2022,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik","Industri",206542487.27805
"388",2022,"Industri Mesin dan Perlengkapan YTDL","Industri",85490559.1976758
"389",2022,"Industri Alat Angkutan","Industri",181506111.884705
"390",2022,"Industri Furnitur","Indirect Land-based",4930519.11980792
"391",2022,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan","Industri",10135469.7475625
"392",2022,"Ketenagalistrikan","Energi",3163039.47910287
"393",2022,"Pengadaan Gas dan Produksi Es","Energi",14208047.4266721
"394",2022,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang","Limbah",1655810.67598786
"395",2022,"Konstruksi","Jasa",192397219.787237
"396",2022,"Perdagangan Mobil Sepeda Motor dan Reparasinya","Jasa",45927226.3317058
"397",2022,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor","Jasa",279004117.876832
"398",2022,"Angkutan Rel","Transportasi",1384874.70889251
"399",2022,"Angkutan Darat","Transportasi",102910079.966415
"400",2022,"Angkutan Laut","Transportasi",299435.63484547
"401",2022,"Angkutan Sungai Danau dan Penyeberangan","Transportasi",1762.64276205262
"402",2022,"Angkutan Udara","Transportasi",11980308.2827664
"403",2022,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir","Jasa",4573567.40464538
"404",2022,"Penyediaan Akomodasi","Jasa",8901360.92404651
"405",2022,"Penyediaan Makan Minum","Jasa",45034804.6210817
"406",2022,"Informasi dan Komunikasi","Jasa",56203134.4757158
"407",2022,"Jasa Perantara Keuangan","Jasa",42654327.9291086
"408",2022,"Asuransi dan Dana Pensiun","Jasa",4499649.61990929
"409",2022,"Jasa Keuangan Lainnya","Jasa",6690392.47610981
"410",2022,"Jasa Penunjang Keuangan","Jasa",740412.452767018
"411",2022,"Real Estate","Jasa",20061524.9265349
"412",2022,"Jasa Perusahaan","Jasa",8876473.50980449
"413",2022,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib","Jasa",51424459.9796517
"414",2022,"Jasa Pendidikan","Jasa",54238631.2768167
"415",2022,"Jasa Kesehatan dan Kegiatan Sosial","Jasa",14872667.0139636
"416",2022,"Jasa lainnya","Jasa",38584755.4036964
"417",2022,"Lainnya","Lainnya",22127.466908316
"418",2023,"Tanaman Pangan","Lahan",92646887.414606
"419",2023,"Tanaman Hortikultura","Lahan",35483319.1692135
"420",2023,"Perkebunan","Lahan",15038404.511711
"421",2023,"Peternakan","Lahan",25040963.4183507
"422",2023,"Jasa Pertanian dan Perburuan ","Jasa",2970438.41930265
"423",2023,"Kehutanan dan Penebangan Kayu","Lahan",1838977.49797438
"424",2023,"Perikanan","Lahan",21475615.4535962
"425",2023,"Pertambangan Minyak Gas dan Panas Bumi","Lahan",25720374.1274984
"426",2023,"Pertambangan Bijih Logam","Lahan",1326350.63541777
"427",2023,"Pertambangan dan Penggalian Lainnya","Lahan",11509599.8557495
"428",2023,"Industri Batubara dan Pengilangan Migas","Indirect Land-based",36882289.653097
"429",2023,"Industri Makanan dan Minuman","Indirect Land-based",97856036.5789999
"430",2023,"Pengolahan Tembakau","Indirect Land-based",4455305.19958125
"431",2023,"Industri Tekstil dan Pakaian Jadi","Industri",134429686.312995
"432",2023,"Industri Kulit Barang dari Kulit dan Alas Kaki","Industri",12940490.6406809
"433",2023,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya","Indirect Land-based",9351881.18367068
"434",2023,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman","Indirect Land-based",23439277.0436708
"435",2023,"Industri Kimia Farmasi dan Obat Tradisional","Industri",54529371.4267046
"436",2023,"Industri Karet Barang dari Karet dan Plastik","Indirect Land-based",28679250.6336226
"437",2023,"Industri Barang Galian bukan Logam","Indirect Land-based",17107370.586476
"438",2023,"Industri Logam Dasar","Industri",26499344.0313812
"439",2023,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik","Industri",216869611.641953
"440",2023,"Industri Mesin dan Perlengkapan YTDL","Industri",89765087.1575596
"441",2023,"Industri Alat Angkutan","Industri",190581417.47894
"442",2023,"Industri Furnitur","Indirect Land-based",5177045.07579832
"443",2023,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan","Industri",10642243.2349406
"444",2023,"Ketenagalistrikan","Energi",3321191.45305801
"445",2023,"Pengadaan Gas dan Produksi Es","Energi",14918449.7980057
"446",2023,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang","Limbah",1738601.20978725
"447",2023,"Konstruksi","Jasa",202017080.776599
"448",2023,"Perdagangan Mobil Sepeda Motor dan Reparasinya","Jasa",48223587.6482911
"449",2023,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor","Jasa",292954323.770674
"450",2023,"Angkutan Rel","Transportasi",1454118.44433713
"451",2023,"Angkutan Darat","Transportasi",108055583.964736
"452",2023,"Angkutan Laut","Transportasi",314407.416587744
"453",2023,"Angkutan Sungai Danau dan Penyeberangan","Transportasi",1850.77490015525
"454",2023,"Angkutan Udara","Transportasi",12579323.6969048
"455",2023,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir","Jasa",4802245.77487765
"456",2023,"Penyediaan Akomodasi","Jasa",9346428.97024883
"457",2023,"Penyediaan Makan Minum","Jasa",47286544.8521358
"458",2023,"Informasi dan Komunikasi","Jasa",59013291.1995016
"459",2023,"Jasa Perantara Keuangan","Jasa",44787044.3255641
"460",2023,"Asuransi dan Dana Pensiun","Jasa",4724632.10090475
"461",2023,"Jasa Keuangan Lainnya","Jasa",7024912.0999153
"462",2023,"Jasa Penunjang Keuangan","Jasa",777433.075405369
"463",2023,"Real Estate","Jasa",21064601.1728617
"464",2023,"Jasa Perusahaan","Jasa",9320297.18529471
"465",2023,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib","Jasa",53995682.9786343
"466",2023,"Jasa Pendidikan","Jasa",56950562.8406576
"467",2023,"Jasa Kesehatan dan Kegiatan Sosial","Jasa",15616300.3646618
"468",2023,"Jasa lainnya","Jasa",40513993.1738812
"469",2023,"Lainnya","Lainnya",23233.8402537318
"470",2024,"Tanaman Pangan","Lahan",97279231.7853363
"471",2024,"Tanaman Hortikultura","Lahan",37257485.1276741
"472",2024,"Perkebunan","Lahan",15790324.7372965
"473",2024,"Peternakan","Lahan",26293011.5892683
"474",2024,"Jasa Pertanian dan Perburuan ","Jasa",3118960.34026778
"475",2024,"Kehutanan dan Penebangan Kayu","Lahan",1930926.3728731
"476",2024,"Perikanan","Lahan",22549396.226276
"477",2024,"Pertambangan Minyak Gas dan Panas Bumi","Lahan",27006392.8338733
"478",2024,"Pertambangan Bijih Logam","Lahan",1392668.16718865
"479",2024,"Pertambangan dan Penggalian Lainnya","Lahan",12085079.848537
"480",2024,"Industri Batubara dan Pengilangan Migas","Indirect Land-based",38726404.1357519
"481",2024,"Industri Makanan dan Minuman","Indirect Land-based",102748838.40795
"482",2024,"Pengolahan Tembakau","Indirect Land-based",4678070.45956032
"483",2024,"Industri Tekstil dan Pakaian Jadi","Industri",141151170.628645
"484",2024,"Industri Kulit Barang dari Kulit dan Alas Kaki","Industri",13587515.1727149
"485",2024,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya","Indirect Land-based",9819475.24285421
"486",2024,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman","Indirect Land-based",24611240.8958544
"487",2024,"Industri Kimia Farmasi dan Obat Tradisional","Industri",57255839.9980398
"488",2024,"Industri Karet Barang dari Karet dan Plastik","Indirect Land-based",30113213.1653038
"489",2024,"Industri Barang Galian bukan Logam","Indirect Land-based",17962739.1157998
"490",2024,"Industri Logam Dasar","Industri",27824311.2329502
"491",2024,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik","Industri",227713092.22405
"492",2024,"Industri Mesin dan Perlengkapan YTDL","Industri",94253341.5154375
"493",2024,"Industri Alat Angkutan","Industri",200110488.352887
"494",2024,"Industri Furnitur","Indirect Land-based",5435897.32958824
"495",2024,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan","Industri",11174355.3966877
"496",2024,"Ketenagalistrikan","Energi",3487251.02571091
"497",2024,"Pengadaan Gas dan Produksi Es","Energi",15664372.287906
"498",2024,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang","Limbah",1825531.27027661
"499",2024,"Konstruksi","Jasa",212117934.815429
"500",2024,"Perdagangan Mobil Sepeda Motor dan Reparasinya","Jasa",50634767.0307057
"501",2024,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor","Jasa",307602039.959208
"502",2024,"Angkutan Rel","Transportasi",1526824.36655399
"503",2024,"Angkutan Darat","Transportasi",113458363.162972
"504",2024,"Angkutan Laut","Transportasi",330127.787417131
"505",2024,"Angkutan Sungai Danau dan Penyeberangan","Transportasi",1943.31364516301
"506",2024,"Angkutan Udara","Transportasi",13208289.88175
"507",2024,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir","Jasa",5042358.06362153
"508",2024,"Penyediaan Akomodasi","Jasa",9813750.41876127
"509",2024,"Penyediaan Makan Minum","Jasa",49650872.0947425
"510",2024,"Informasi dan Komunikasi","Jasa",61963955.7594767
"511",2024,"Jasa Perantara Keuangan","Jasa",47026396.5418423
"512",2024,"Asuransi dan Dana Pensiun","Jasa",4960863.70594999
"513",2024,"Jasa Keuangan Lainnya","Jasa",7376157.70491107
"514",2024,"Jasa Penunjang Keuangan","Jasa",816304.729175638
"515",2024,"Real Estate","Jasa",22117831.2315048
"516",2024,"Jasa Perusahaan","Jasa",9786312.04455945
"517",2024,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib","Jasa",56695467.1275661
"518",2024,"Jasa Pendidikan","Jasa",59798090.9826904
"519",2024,"Jasa Kesehatan dan Kegiatan Sosial","Jasa",16397115.3828949
"520",2024,"Jasa lainnya","Jasa",42539692.8325753
"521",2024,"Lainnya","Lainnya",24395.5322664184
"522",2025,"Tanaman Pangan","Lahan",102143193.374603
"523",2025,"Tanaman Hortikultura","Lahan",39120359.3840578
"524",2025,"Perkebunan","Lahan",16579840.9741613
"525",2025,"Peternakan","Lahan",27607662.1687317
"526",2025,"Jasa Pertanian dan Perburuan ","Jasa",3274908.35728117
"527",2025,"Kehutanan dan Penebangan Kayu","Lahan",2027472.69151675
"528",2025,"Perikanan","Lahan",23676866.0375898
"529",2025,"Pertambangan Minyak Gas dan Panas Bumi","Lahan",28356712.4755669
"530",2025,"Pertambangan Bijih Logam","Lahan",1462301.57554809
"531",2025,"Pertambangan dan Penggalian Lainnya","Lahan",12689333.8409639
"532",2025,"Industri Batubara dan Pengilangan Migas","Indirect Land-based",40662724.3425395
"533",2025,"Industri Makanan dan Minuman","Indirect Land-based",107886280.328347
"534",2025,"Pengolahan Tembakau","Indirect Land-based",4911973.98253833
"535",2025,"Industri Tekstil dan Pakaian Jadi","Industri",148208729.160078
"536",2025,"Industri Kulit Barang dari Kulit dan Alas Kaki","Industri",14266890.9313506
"537",2025,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya","Indirect Land-based",10310449.0049969
"538",2025,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman","Indirect Land-based",25841802.9406471
"539",2025,"Industri Kimia Farmasi dan Obat Tradisional","Industri",60118631.9979418
"540",2025,"Industri Karet Barang dari Karet dan Plastik","Indirect Land-based",31618873.8235689
"541",2025,"Industri Barang Galian bukan Logam","Indirect Land-based",18860876.0715898
"542",2025,"Industri Logam Dasar","Industri",29215526.7945978
"543",2025,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik","Industri",239098746.835253
"544",2025,"Industri Mesin dan Perlengkapan YTDL","Industri",98966008.5912095
"545",2025,"Industri Alat Angkutan","Industri",210116012.770532
"546",2025,"Industri Furnitur","Indirect Land-based",5707692.19606765
"547",2025,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan","Industri",11733073.166522
"548",2025,"Ketenagalistrikan","Energi",3661613.57699646
"549",2025,"Pengadaan Gas dan Produksi Es","Energi",16447590.9023013
"550",2025,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang","Limbah",1916807.83379044
"551",2025,"Konstruksi","Jasa",222723831.556201
"552",2025,"Perdagangan Mobil Sepeda Motor dan Reparasinya","Jasa",53166505.382241
"553",2025,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor","Jasa",322982141.957168
"554",2025,"Angkutan Rel","Transportasi",1603165.58488169
"555",2025,"Angkutan Darat","Transportasi",119131281.321121
"556",2025,"Angkutan Laut","Transportasi",346634.176787987
"557",2025,"Angkutan Sungai Danau dan Penyeberangan","Transportasi",2040.47932742116
"558",2025,"Angkutan Udara","Transportasi",13868704.3758375
"559",2025,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir","Jasa",5294475.96680261
"560",2025,"Penyediaan Akomodasi","Jasa",10304437.9396993
"561",2025,"Penyediaan Makan Minum","Jasa",52133415.6994797
"562",2025,"Informasi dan Komunikasi","Jasa",65062153.5474505
"563",2025,"Jasa Perantara Keuangan","Jasa",49377716.3689344
"564",2025,"Asuransi dan Dana Pensiun","Jasa",5208906.89124749
"565",2025,"Jasa Keuangan Lainnya","Jasa",7744965.59015662
"566",2025,"Jasa Penunjang Keuangan","Jasa",857119.96563442
"567",2025,"Real Estate","Jasa",23223722.79308
"568",2025,"Jasa Perusahaan","Jasa",10275627.6467874
"569",2025,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib","Jasa",59530240.4839444
"570",2025,"Jasa Pendidikan","Jasa",62787995.531825
"571",2025,"Jasa Kesehatan dan Kegiatan Sosial","Jasa",17216971.1520396
"572",2025,"Jasa lainnya","Jasa",44666677.474204
"573",2025,"Lainnya","Lainnya",25615.3088797393
"574",2026,"Tanaman Pangan","Lahan",107250353.043333
"575",2026,"Tanaman Hortikultura","Lahan",41076377.3532607
"576",2026,"Perkebunan","Lahan",17408833.0228694
"577",2026,"Peternakan","Lahan",28988045.2771683
"578",2026,"Jasa Pertanian dan Perburuan ","Jasa",3438653.77514523
"579",2026,"Kehutanan dan Penebangan Kayu","Lahan",2128846.32609259
"580",2026,"Perikanan","Lahan",24860709.3394693
"581",2026,"Pertambangan Minyak Gas dan Panas Bumi","Lahan",29774548.0993453
"582",2026,"Pertambangan Bijih Logam","Lahan",1535416.65432549
"583",2026,"Pertambangan dan Penggalian Lainnya","Lahan",13323800.5330121
"584",2026,"Industri Batubara dan Pengilangan Migas","Indirect Land-based",42695860.5596665
"585",2026,"Industri Makanan dan Minuman","Indirect Land-based",113280594.344765
"586",2026,"Pengolahan Tembakau","Indirect Land-based",5157572.68166525
"587",2026,"Industri Tekstil dan Pakaian Jadi","Industri",155619165.618081
"588",2026,"Industri Kulit Barang dari Kulit dan Alas Kaki","Industri",14980235.4779182
"589",2026,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya","Indirect Land-based",10825971.4552468
"590",2026,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman","Indirect Land-based",27133893.0876795
"591",2026,"Industri Kimia Farmasi dan Obat Tradisional","Industri",63124563.5978389
"592",2026,"Industri Karet Barang dari Karet dan Plastik","Indirect Land-based",33199817.5147474
"593",2026,"Industri Barang Galian bukan Logam","Indirect Land-based",19803919.8751693
"594",2026,"Industri Logam Dasar","Industri",30676303.1343276
"595",2026,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik","Industri",251053684.177015
"596",2026,"Industri Mesin dan Perlengkapan YTDL","Industri",103914309.02077
"597",2026,"Industri Alat Angkutan","Industri",220621813.409058
"598",2026,"Industri Furnitur","Indirect Land-based",5993076.80587103
"599",2026,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan","Industri",12319726.8248481
"600",2026,"Ketenagalistrikan","Energi",3844694.25584628
"601",2026,"Pengadaan Gas dan Produksi Es","Energi",17269970.4474164
"602",2026,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang","Limbah",2012648.22547997
"603",2026,"Konstruksi","Jasa",233860023.134011
"604",2026,"Perdagangan Mobil Sepeda Motor dan Reparasinya","Jasa",55824830.651353
"605",2026,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor","Jasa",339131249.055026
"606",2026,"Angkutan Rel","Transportasi",1683323.86412577
"607",2026,"Angkutan Darat","Transportasi",125087845.387177
"608",2026,"Angkutan Laut","Transportasi",363965.885627387
"609",2026,"Angkutan Sungai Danau dan Penyeberangan","Transportasi",2142.50329379222
"610",2026,"Angkutan Udara","Transportasi",14562139.5946294
"611",2026,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir","Jasa",5559199.76514274
"612",2026,"Penyediaan Akomodasi","Jasa",10819659.8366843
"613",2026,"Penyediaan Makan Minum","Jasa",54740086.4844537
"614",2026,"Informasi dan Komunikasi","Jasa",68315261.2248231
"615",2026,"Jasa Perantara Keuangan","Jasa",51846602.1873811
"616",2026,"Asuransi dan Dana Pensiun","Jasa",5469352.23580986
"617",2026,"Jasa Keuangan Lainnya","Jasa",8132213.86966445
"618",2026,"Jasa Penunjang Keuangan","Jasa",899975.963916141
"619",2026,"Real Estate","Jasa",24384908.932734
"620",2026,"Jasa Perusahaan","Jasa",10789409.0291268
"621",2026,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib","Jasa",62506752.5081416
"622",2026,"Jasa Pendidikan","Jasa",65927395.3084162
"623",2026,"Jasa Kesehatan dan Kegiatan Sosial","Jasa",18077819.7096416
"624",2026,"Jasa lainnya","Jasa",46900011.3479142
"625",2026,"Lainnya","Lainnya",26896.0743237262
"626",2027,"Tanaman Pangan","Lahan",112612870.6955
"627",2027,"Tanaman Hortikultura","Lahan",43130196.2209238
"628",2027,"Perkebunan","Lahan",18279274.6740129
"629",2027,"Peternakan","Lahan",30437447.5410267
"630",2027,"Jasa Pertanian dan Perburuan ","Jasa",3610586.46390249
"631",2027,"Kehutanan dan Penebangan Kayu","Lahan",2235288.64239722
"632",2027,"Perikanan","Lahan",26103744.8064428
"633",2027,"Pertambangan Minyak Gas dan Panas Bumi","Lahan",31263275.5043126
"634",2027,"Pertambangan Bijih Logam","Lahan",1612187.48704177
"635",2027,"Pertambangan dan Penggalian Lainnya","Lahan",13989990.5596627
"636",2027,"Industri Batubara dan Pengilangan Migas","Indirect Land-based",44830653.5876498
"637",2027,"Industri Makanan dan Minuman","Indirect Land-based",118944624.062003
"638",2027,"Pengolahan Tembakau","Indirect Land-based",5415451.31574851
"639",2027,"Industri Tekstil dan Pakaian Jadi","Industri",163400123.898986
"640",2027,"Industri Kulit Barang dari Kulit dan Alas Kaki","Industri",15729247.2518141
"641",2027,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya","Indirect Land-based",11367270.0280091
"642",2027,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman","Indirect Land-based",28490587.7420634
"643",2027,"Industri Kimia Farmasi dan Obat Tradisional","Industri",66280791.7777308
"644",2027,"Industri Karet Barang dari Karet dan Plastik","Indirect Land-based",34859808.3904848
"645",2027,"Industri Barang Galian bukan Logam","Indirect Land-based",20794115.8689277
"646",2027,"Industri Logam Dasar","Industri",32210118.291044
"647",2027,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik","Industri",263606368.385866
"648",2027,"Industri Mesin dan Perlengkapan YTDL","Industri",109110024.471808
"649",2027,"Industri Alat Angkutan","Industri",231652904.079511
"650",2027,"Industri Furnitur","Indirect Land-based",6292730.64616459
"651",2027,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan","Industri",12935713.1660906
"652",2027,"Ketenagalistrikan","Energi",4036928.96863859
"653",2027,"Pengadaan Gas dan Produksi Es","Energi",18133468.9697872
"654",2027,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang","Limbah",2113280.63675397
"655",2027,"Konstruksi","Jasa",245553024.290711
"656",2027,"Perdagangan Mobil Sepeda Motor dan Reparasinya","Jasa",58616072.1839206
"657",2027,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor","Jasa",356087811.507778
"658",2027,"Angkutan Rel","Transportasi",1767490.05733206
"659",2027,"Angkutan Darat","Transportasi",131342237.656536
"660",2027,"Angkutan Laut","Transportasi",382164.179908756
"661",2027,"Angkutan Sungai Danau dan Penyeberangan","Transportasi",2249.62845848183
"662",2027,"Angkutan Udara","Transportasi",15290246.5743608
"663",2027,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir","Jasa",5837159.75339987
"664",2027,"Penyediaan Akomodasi","Jasa",11360642.8285185
"665",2027,"Penyediaan Makan Minum","Jasa",57477090.8086764
"666",2027,"Informasi dan Komunikasi","Jasa",71731024.2860642
"667",2027,"Jasa Perantara Keuangan","Jasa",54438932.2967502
"668",2027,"Asuransi dan Dana Pensiun","Jasa",5742819.84760035
"669",2027,"Jasa Keuangan Lainnya","Jasa",8538824.56314768
"670",2027,"Jasa Penunjang Keuangan","Jasa",944974.762111948
"671",2027,"Real Estate","Jasa",25604154.3793707
"672",2027,"Jasa Perusahaan","Jasa",11328879.4805831
"673",2027,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib","Jasa",65632090.1335487
"674",2027,"Jasa Pendidikan","Jasa",69223765.073837
"675",2027,"Jasa Kesehatan dan Kegiatan Sosial","Jasa",18981710.6951237
"676",2027,"Jasa lainnya","Jasa",49245011.9153099
"677",2027,"Lainnya","Lainnya",28240.8780399126
"678",2028,"Tanaman Pangan","Lahan",118243514.230275
"679",2028,"Tanaman Hortikultura","Lahan",45286706.0319699
"680",2028,"Perkebunan","Lahan",19193238.4077135
"681",2028,"Peternakan","Lahan",31959319.918078
"682",2028,"Jasa Pertanian dan Perburuan ","Jasa",3791115.78709761
"683",2028,"Kehutanan dan Penebangan Kayu","Lahan",2347053.07451708
"684",2028,"Perikanan","Lahan",27408932.0467649
"685",2028,"Pertambangan Minyak Gas dan Panas Bumi","Lahan",32826439.2795282
"686",2028,"Pertambangan Bijih Logam","Lahan",1692796.86139386
"687",2028,"Pertambangan dan Penggalian Lainnya","Lahan",14689490.0876458
"688",2028,"Industri Batubara dan Pengilangan Migas","Indirect Land-based",47072186.2670323
"689",2028,"Industri Makanan dan Minuman","Indirect Land-based",124891855.265103
"690",2028,"Pengolahan Tembakau","Indirect Land-based",5686223.88153594
"691",2028,"Industri Tekstil dan Pakaian Jadi","Industri",171570130.093935
"692",2028,"Industri Kulit Barang dari Kulit dan Alas Kaki","Industri",16515709.6144048
"693",2028,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya","Indirect Land-based",11935633.5294096
"694",2028,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman","Indirect Land-based",29915117.1291666
"695",2028,"Industri Kimia Farmasi dan Obat Tradisional","Industri",69594831.3666174
"696",2028,"Industri Karet Barang dari Karet dan Plastik","Indirect Land-based",36602798.810009
"697",2028,"Industri Barang Galian bukan Logam","Indirect Land-based",21833821.6623741
"698",2028,"Industri Logam Dasar","Industri",33820624.2055962
"699",2028,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik","Industri",276786686.80516
"700",2028,"Industri Mesin dan Perlengkapan YTDL","Industri",114565525.695399
"701",2028,"Industri Alat Angkutan","Industri",243235549.283486
"702",2028,"Industri Furnitur","Indirect Land-based",6607367.17847281
"703",2028,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan","Industri",13582498.8243951
"704",2028,"Ketenagalistrikan","Energi",4238775.41707052
"705",2028,"Pengadaan Gas dan Produksi Es","Energi",19040142.4182765
"706",2028,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang","Limbah",2218944.66859166
"707",2028,"Konstruksi","Jasa",257830675.505247
"708",2028,"Perdagangan Mobil Sepeda Motor dan Reparasinya","Jasa",61546875.7931167
"709",2028,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor","Jasa",373892202.083166
"710",2028,"Angkutan Rel","Transportasi",1855864.56019867
"711",2028,"Angkutan Darat","Transportasi",137909349.539363
"712",2028,"Angkutan Laut","Transportasi",401272.388904194
"713",2028,"Angkutan Sungai Danau dan Penyeberangan","Transportasi",2362.10988140592
"714",2028,"Angkutan Udara","Transportasi",16054758.9030789
"715",2028,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir","Jasa",6129017.74106987
"716",2028,"Penyediaan Akomodasi","Jasa",11928674.9699444
"717",2028,"Penyediaan Makan Minum","Jasa",60350945.3491102
"718",2028,"Informasi dan Komunikasi","Jasa",75317575.5003674
"719",2028,"Jasa Perantara Keuangan","Jasa",57160878.9115877
"720",2028,"Asuransi dan Dana Pensiun","Jasa",6029960.83998037
"721",2028,"Jasa Keuangan Lainnya","Jasa",8965765.79130506
"722",2028,"Jasa Penunjang Keuangan","Jasa",992223.500217545
"723",2028,"Real Estate","Jasa",26884362.0983393
"724",2028,"Jasa Perusahaan","Jasa",11895323.4546123
"725",2028,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib","Jasa",68913694.6402261
"726",2028,"Jasa Pendidikan","Jasa",72684953.3275289
"727",2028,"Jasa Kesehatan dan Kegiatan Sosial","Jasa",19930796.2298798
"728",2028,"Jasa lainnya","Jasa",51707262.5110755
"729",2028,"Lainnya","Lainnya",29652.9219419082
"730",2029,"Tanaman Pangan","Lahan",124155689.941789
"731",2029,"Tanaman Hortikultura","Lahan",47551041.3335685
"732",2029,"Perkebunan","Lahan",20152900.3280992
"733",2029,"Peternakan","Lahan",33557285.9139819
"734",2029,"Jasa Pertanian dan Perburuan ","Jasa",3980671.5764525
"735",2029,"Kehutanan dan Penebangan Kayu","Lahan",2464405.72824293
"736",2029,"Perikanan","Lahan",28779378.6491032
"737",2029,"Pertambangan Minyak Gas dan Panas Bumi","Lahan",34467761.2435046
"738",2029,"Pertambangan Bijih Logam","Lahan",1777436.70446355
"739",2029,"Pertambangan dan Penggalian Lainnya","Lahan",15423964.5920281
