"","year","id.sector","sector","labour"
"120",2018,15,"Industri Kulit, Barang dari Kulit dan Alas Kaki",164607.329805855
"121",2018,16,"Industri Kayu, Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya",255999.50751234
"122",2018,17,"Industri Kertas dan Barang dari Kertas, Percetakan dan Reproduksi Media Rekaman",279787.544239214
"123",2018,18,"Industri Kimia, Farmasi dan Obat Tradisional",1042526.9758539
"124",2018,19,"Industri Karet, Barang dari Karet dan Plastik",356299.61066762
"125",2018,20,"Industri Barang Galian bukan Logam",138603.598800051
"126",2018,21,"Industri Logam Dasar",250257.687866908
"127",2018,22,"Industri Barang dari Logam, Komputer, Barang Elektronik, Optik dan Peralatan Listrik",8469798.04050844
"128",2018,23,"Industri Mesin dan Perlengkapan YTDL",1723630.69531075
"129",2018,24,"Industri Alat Angkutan",1426117.5980874
"130",2018,25,"Industri Furnitur",76219.187326936
"131",2018,26,"Industri pengolahan lainnya, jasa reparasi dan pemasangan mesin dan peralatan",141328.648550596
"132",2018,27,"Ketenagalistrikan",331135.15900296
"133",2018,28,"Pengadaan Gas dan Produksi Es",8419.40657808862
"134",2018,29,"Pengadaan Air, Pengelolaan Sampah, Limbah dan Daur Ulang",18076.3133558587
"135",2018,30,"Konstruksi",1462593.20257262
"136",2018,31,"Perdagangan Mobil, Sepeda Motor dan Reparasinya",105038.261673695
"137",2018,32,"Perdagangan Besar dan Eceran, Bukan Mobil dan Sepeda Motor",1134364.84090068
"138",2018,33,"Angkutan Rel",54761.4506349759
"139",2018,34,"Angkutan Darat",835978.893913785
"140",2018,35,"Angkutan Laut",8356.89547428123
"141",2018,36,"Angkutan Sungai Danau dan Penyeberangan",8.10322817721946
"142",2018,37,"Angkutan Udara",143821.015185227
"143",2018,38,"Pergudangan dan Jasa Penunjang Angkutan, Pos dan Kurir",10258.8729601206
"144",2018,39,"Penyediaan Akomodasi",27392.8804679676
"145",2018,40,"Penyediaan Makan Minum",314496.613761241
"146",2018,41,"Informasi dan Komunikasi",92186.3089423097
"147",2018,42,"Jasa Perantara Keuangan",62604.3600174827
"148",2018,43,"Asuransi dan Dana Pensiun",6494.27620328367
"149",2018,44,"Jasa Keuangan Lainnya",6858.92815964171
"150",2018,45,"Jasa Penunjang Keuangan",1078.90651389621
