"","year","id.sector","sector","land.requirement"
"1",2016,"1","Tanaman Pangan",1694333.78442739
"2",2016,"2","Tanaman Hortikultura",545043.123816242
"3",2016,"3","Perkebunan",122221.783145931
"4",2016,"4","Peternakan",1512.77133247456
"5",2016,"5","Jasa Pertanian dan Perburuan ",144589.943147937
"6",2016,"6","Kehutanan dan Penebangan Kayu",269457.180637127
"7",2016,"7","Perikanan",44176.0381387846
"8",2016,"8","Pertambangan Minyak Gas dan Panas Bumi",488.922488124034
"9",2016,"9","Pertambangan Bijih Logam",349.230723601558
"10",2016,"10","Pertambangan dan Penggalian Lainnya",543.883145723755
"11",2016,"11","Industri Batubara dan Pengilangan Migas",293.3554445165
"12",2016,"12","Industri Makanan dan Minuman",18412.6066390734
"13",2016,"13","Pengolahan Tembakau",392.109683128019
"14",2016,"14","Industri Tekstil dan Pakaian Jadi",1175.3886756396
"15",2016,"15","Industri Kulit Barang dari Kulit dan Alas Kaki",1633.79006225606
"16",2016,"16","Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",267.834556176156
"17",2016,"17","Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",1286.45045739528
"18",2016,"18","Industri Kimia Farmasi dan Obat Tradisional",1485.27053286258
"19",2016,"19","Industri Karet Barang dari Karet dan Plastik",1339.17716347086
"20",2016,"20","Industri Barang Galian bukan Logam",14458.326354486
"21",2016,"21","Industri Logam Dasar",1021.11867989593
"22",2016,"22","Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",177.58588615814
"23",2016,"23","Industri Mesin dan Perlengkapan YTDL",1617.61550136511
"24",2016,"24","Industri Alat Angkutan",1512.77065764443
"25",2016,"25","Industri Furnitur",326.758041553565
"26",2016,"26","Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",1471.89078964175
"27",2016,"27","Ketenagalistrikan",299.777923849193
"28",2016,"28","Pengadaan Gas dan Produksi Es",255.279708832601
"29",2016,"29","Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",297.053261924445
"30",2016,"30","Konstruksi",243.849233217283
"31",2016,"31","Perdagangan Mobil Sepeda Motor dan Reparasinya",294.388630731831
"32",2016,"32","Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",294.377231854342
"33",2016,"33","Angkutan Rel",274.586855605945
"34",2016,"34","Angkutan Darat",294.376848168415
"35",2016,"35","Angkutan Laut",320.351996256467
"36",2016,"36","Angkutan Sungai Danau dan Penyeberangan",320.425958179037
"37",2016,"37","Angkutan Udara",638.048948664675
"38",2016,"38","Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",270.050989610236
"39",2016,"39","Penyediaan Akomodasi",294.37681476187
"40",2016,"40","Penyediaan Makan Minum",276.913568939533
"41",2016,"41","Informasi dan Komunikasi",225.350358067261
"42",2016,"42","Jasa Perantara Keuangan",263.519970755552
"43",2016,"43","Asuransi dan Dana Pensiun",263.516420207344
"44",2016,"44","Jasa Keuangan Lainnya",263.520177283691
"45",2016,"45","Jasa Penunjang Keuangan",263.523965366423
"46",2016,"46","Real Estate",276.913720882539
"47",2016,"47","Jasa Perusahaan",270.05030622068
"48",2016,"48","Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",9645.04570573764
"49",2016,"49","Jasa Pendidikan",261.406327834485
"50",2016,"50","Jasa Kesehatan dan Kegiatan Sosial",235.077638194215
"51",2016,"51","Jasa lainnya",308.262320665809
"52",2016,"52","Lainnya",176293.748161544
"53",2016,"53","lainnya (tidak menghasilkan output)",678929.496828044
"54",2017,"1","Tanaman Pangan",1710624.97510962
"55",2017,"2","Tanaman Hortikultura",572295.277416225
"56",2017,"3","Perkebunan",115591.631103794
"57",2017,"4","Peternakan",1470.74975497856
"58",2017,"5","Jasa Pertanian dan Perburuan ",140569.570906544
"59",2017,"6","Kehutanan dan Penebangan Kayu",266877.162142673
"60",2017,"7","Perikanan",41415.0316873526
"61",2017,"8","Pertambangan Minyak Gas dan Panas Bumi",513.36858813572
"62",2017,"9","Pertambangan Bijih Logam",366.69222362294
"63",2017,"10","Pertambangan dan Penggalian Lainnya",468.096135219091
"64",2017,"11","Industri Batubara dan Pengilangan Migas",369.627725421506
"65",2017,"12","Industri Makanan dan Minuman",15343.8365591197
"66",2017,"13","Pengolahan Tembakau",494.058188567692
"67",2017,"14","Industri Tekstil dan Pakaian Jadi",887.883511759578
"68",2017,"15","Industri Kulit Barang dari Kulit dan Alas Kaki",1715.47953727966
"69",2017,"16","Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",230.513338797546
"70",2017,"17","Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",1063.60069215539
"71",2017,"18","Industri Kimia Farmasi dan Obat Tradisional",1417.75790160399
"72",2017,"19","Industri Karet Barang dari Karet dan Plastik",1152.5702862945
"73",2017,"20","Industri Barang Galian bukan Logam",13434.7274854054
"74",2017,"21","Industri Logam Dasar",670.109126110751
"75",2017,"22","Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",101.339770089958
"76",2017,"23","Industri Mesin dan Perlengkapan YTDL",1681.67937611142
"77",2017,"24","Industri Alat Angkutan",1470.74913016693
"78",2017,"25","Industri Furnitur",343.095936537284
"79",2017,"26","Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",1392.32874906888
"80",2017,"27","Ketenagalistrikan",288.77689769401
"81",2017,"28","Pengadaan Gas dan Produksi Es",209.40913224654
"82",2017,"29","Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",283.550812423479
"83",2017,"30","Konstruksi",191.075889756556
"84",2017,"31","Perdagangan Mobil Sepeda Motor dan Reparasinya",278.475184762254
"85",2017,"32","Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",278.464915508203
"86",2017,"33","Angkutan Rel",242.282503340129
"87",2017,"34","Angkutan Darat",278.464569847033
"88",2017,"35","Angkutan Laut",329.774059379738
"89",2017,"36","Angkutan Sungai Danau dan Penyeberangan",329.84657088592
"90",2017,"37","Angkutan Udara",558.292800762531
"91",2017,"38","Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",234.341638189947
"92",2017,"39","Penyediaan Akomodasi",278.464539756455
"93",2017,"40","Penyediaan Makan Minum",246.406137818038
"94",2017,"41","Informasi dan Komunikasi",163.184739104093
"95",2017,"42","Jasa Perantara Keuangan",223.141687555008
"96",2017,"43","Asuransi dan Dana Pensiun",223.138824196172
"97",2017,"44","Jasa Keuangan Lainnya",223.14185411609
"98",2017,"45","Jasa Penunjang Keuangan",223.144909024619
"99",2017,"46","Real Estate",246.406266572388
"100",2017,"47","Jasa Perusahaan",234.341073377995
"101",2017,"48","Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",9928.72276660906
"102",2017,"49","Jasa Pendidikan",219.581315068383
"103",2017,"50","Jasa Kesehatan dan Kegiatan Sosial",177.576632613075
"104",2017,"51","Jasa lainnya",305.35417830797
"105",2017,"52","Lainnya",177988.88044084
"106",2017,"53","lainnya (tidak menghasilkan output)",655315.847277589
"107",2018,"1","Tanaman Pangan",1727073.7556436
"108",2018,"2","Tanaman Hortikultura",600910.043877871
"109",2018,"3","Perkebunan",109364.668383332
"110",2018,"4","Peternakan",1429.89573570643
"111",2018,"5","Jasa Pertanian dan Perburuan ",136668.550383852
"112",2018,"6","Kehutanan dan Penebangan Kayu",264395.273093344
"113",2018,"7","Perikanan",38826.5958509557
"114",2018,"8","Pertambangan Minyak Gas dan Panas Bumi",539.037041937065
"115",2018,"9","Pertambangan Bijih Logam",385.026870962846
"116",2018,"10","Pertambangan dan Penggalian Lainnya",402.869636554429
"117",2018,"11","Industri Batubara dan Pengilangan Migas",465.731095634542
"118",2018,"12","Industri Makanan dan Minuman",12786.5323076947
"119",2018,"13","Pengolahan Tembakau",622.513332203654
"120",2018,"14","Industri Tekstil dan Pakaian Jadi",670.703385938049
"121",2018,"15","Industri Kulit Barang dari Kulit dan Alas Kaki",1801.2535422329
"122",2018,"16","Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",198.392634740569
"123",2018,"17","Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",879.354966153746
"124",2018,"18","Industri Kimia Farmasi dan Obat Tradisional",1353.31466427674
"125",2018,"19","Industri Karet Barang dari Karet dan Plastik",991.966412651203
"126",2018,"20","Industri Barang Galian bukan Logam",12483.5968107664
"127",2018,"21","Industri Logam Dasar",439.759118742036
"128",2018,"22","Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",57.8297611667267
"129",2018,"23","Industri Mesin dan Perlengkapan YTDL",1748.28064432443
"130",2018,"24","Industri Alat Angkutan",1429.89509929388
"131",2018,"25","Industri Furnitur",360.25074045812
"132",2018,"26","Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",1317.06807486933
"133",2018,"27","Ketenagalistrikan",278.179581857357
"134",2018,"28","Pengadaan Gas dan Produksi Es",171.780931846935
"135",2018,"29","Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",270.662164991791
"136",2018,"30","Konstruksi",149.723646519991
"137",2018,"31","Perdagangan Mobil Sepeda Motor dan Reparasinya",263.422964932678
"138",2018,"32","Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",263.412788188892
"139",2018,"33","Angkutan Rel",213.778692900112
"140",2018,"34","Angkutan Darat",263.412445640024
"141",2018,"35","Angkutan Laut",339.473349859928
"142",2018,"36","Angkutan Sungai Danau dan Penyeberangan",339.55154873352
"143",2018,"37","Angkutan Udara",488.506224718297
"144",2018,"38","Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",203.354421287542
"145",2018,"39","Penyediaan Akomodasi",263.412415815418
"146",2018,"40","Penyediaan Makan Minum",219.259702265394
"147",2018,"41","Informasi dan Komunikasi",118.168261243584
"148",2018,"42","Jasa Perantara Keuangan",188.950802543139
"149",2018,"43","Asuransi dan Dana Pensiun",188.94826247795
"150",2018,"44","Jasa Keuangan Lainnya",188.950950293769
"151",2018,"45","Jasa Penunjang Keuangan",188.953660290881
"152",2018,"46","Real Estate",219.259822300354
"153",2018,"47","Jasa Perusahaan",203.353907845877
"154",2018,"48","Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",10220.7447664646
"155",2018,"49","Jasa Pendidikan",184.44830490751
"156",2018,"50","Jasa Kesehatan dan Kegiatan Sosial",134.140622000379
"157",2018,"51","Jasa lainnya",302.473485099218
"158",2018,"52","Lainnya",179700.312069796
"159",2018,"53","lainnya (tidak menghasilkan output)",628293.205095914
"160",2019,"1","Tanaman Pangan",1743680.7242294
"161",2019,"2","Tanaman Hortikultura",630955.548921675
"162",2019,"3","Perkebunan",103474.106884292
"163",2019,"4","Peternakan",1390.17655290073
"164",2019,"5","Jasa Pertanian dan Perburuan ",132875.959860843
"165",2019,"6","Kehutanan dan Penebangan Kayu",261938.150085997
"166",2019,"7","Perikanan",36399.937188974
"167",2019,"8","Pertambangan Minyak Gas dan Panas Bumi",565.98892086787
"168",2019,"9","Pertambangan Bijih Logam",404.278254285531
"169",2019,"10","Pertambangan dan Penggalian Lainnya",346.73207505281
"170",2019,"11","Industri Batubara dan Pengilangan Migas",586.821393815526
"171",2019,"12","Industri Makanan dan Minuman",10655.445197405
"172",2019,"13","Pengolahan Tembakau",784.366817859594
"173",2019,"14","Industri Tekstil dan Pakaian Jadi",506.646453507305
"174",2019,"15","Industri Kulit Barang dari Kulit dan Alas Kaki",1891.31625024265
"175",2019,"16","Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",170.74776579918
"176",2019,"17","Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",727.025814141696
"177",2019,"18","Industri Kimia Farmasi dan Obat Tradisional",1291.80066501529
"178",2019,"19","Industri Karet Barang dari Karet dan Plastik",853.741749344377
"179",2019,"20","Industri Barang Galian bukan Logam",11599.8028085845
"180",2019,"21","Industri Logam Dasar",288.591924927604
"181",2019,"22","Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",33.0006795606059
"182",2019,"23","Industri Mesin dan Perlengkapan YTDL",1817.51959585605
"183",2019,"24","Industri Alat Angkutan",1390.17590467346
"184",2019,"25","Industri Furnitur",378.263285284377
"185",2019,"26","Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",1245.87554215723
"186",2019,"27","Ketenagalistrikan",267.971158354118
"187",2019,"28","Pengadaan Gas dan Produksi Es",140.914048277589
"188",2019,"29","Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",258.359365171812
"189",2019,"30","Konstruksi",117.320769075216
"190",2019,"31","Perdagangan Mobil Sepeda Motor dan Reparasinya",249.184374164701
"191",2019,"32","Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",249.174289099195
"192",2019,"33","Angkutan Rel",188.628270908773
"193",2019,"34","Angkutan Darat",249.173949634732
"194",2019,"35","Angkutan Laut",349.457917778456
"195",2019,"36","Angkutan Sungai Danau dan Penyeberangan",349.542250091405
"196",2019,"37","Angkutan Udara",427.442968683441
"197",2019,"38","Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",176.464677870418
"198",2019,"39","Penyediaan Akomodasi",249.173920073975
"199",2019,"40","Penyediaan Makan Minum",195.103975487842
"200",2019,"41","Informasi dan Komunikasi",85.5701216488859
"201",2019,"42","Jasa Perantara Keuangan",159.998823134716
"202",2019,"43","Asuransi dan Dana Pensiun",159.996569860857
"203",2019,"44","Jasa Keuangan Lainnya",159.998954199415
"204",2019,"45","Jasa Penunjang Keuangan",160.001358226805
"205",2019,"46","Real Estate",195.104087393473
"206",2019,"47","Jasa Perusahaan",176.464211125622
"207",2019,"48","Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",10521.3557067935
"208",2019,"49","Jasa Pendidikan",154.936576342368
"209",2019,"50","Jasa Kesehatan dan Kegiatan Sosial",101.329247029462
"210",2019,"51","Jasa lainnya",299.619968496301
"211",2019,"52","Lainnya",181428.199772938
"212",2019,"53","lainnya (tidak menghasilkan output)",598138.767845675
"213",2020,"1","Tanaman Pangan",1760447.4034423
"214",2020,"2","Tanaman Hortikultura",662503.329502661
"215",2020,"3","Perkebunan",97901.7645522309
"216",2020,"4","Peternakan",1351.56068337502
"217",2020,"5","Jasa Pertanian dan Perburuan ",129188.788669189
"218",2020,"6","Kehutanan dan Penebangan Kayu",259505.61000376
"219",2020,"7","Perikanan",34124.9446292014
"220",2020,"8","Pertambangan Minyak Gas dan Panas Bumi",594.28839642861
"221",2020,"9","Pertambangan Bijih Logam",424.492210751803
"222",2020,"10","Pertambangan dan Penggalian Lainnya",298.416959585436
"223",2020,"11","Industri Batubara dan Pengilangan Migas",739.395237784711
"224",2020,"12","Industri Makanan dan Minuman",8879.53906783058
"225",2020,"13","Pengolahan Tembakau",988.302215956636
"226",2020,"14","Industri Tekstil dan Pakaian Jadi",382.718552646996
"227",2020,"15","Industri Kulit Barang dari Kulit dan Alas Kaki",1985.88209674271
"228",2020,"16","Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",146.955050099279
"229",2020,"17","Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",601.084381917533
"230",2020,"18","Industri Kimia Farmasi dan Obat Tradisional",1233.0827566352
