"","Year","TotalEmission","CummulativeEmission","ResultTotalGDP","CummulativeGDP","EmissionIntensity","CummulativeEmissionIntensity","ID","Category","ScenarioName"
"22",2010,13842060.7368616,13842060.7368616,112122885.200945,112122885.200945,0.123454375188919,0.123459679327719,"combination1.1","Q1","Pembangunan PLTMH off grid"
"23",2011,14560011.2146324,28402071.9514941,120074456.288229,232197341.489175,0.121258189832501,0.244722041798787,"combination1.1","Q1","Pembangunan PLTMH off grid"
"24",2012,17172860.9102334,45574932.8617275,128680630.99358,360877972.482755,0.133453347078242,0.378181120345342,"combination1.1","Q1","Pembangunan PLTMH off grid"
"25",2013,18048674.3857857,63623607.2475132,138000502.295074,498878474.777829,0.130787019508044,0.508973195653978,"combination1.1","Q1","Pembangunan PLTMH off grid"
"26",2014,18964450.0892065,82588057.3367197,148098810.773358,646977285.551187,0.128052683138885,0.637030315143105,"combination1.1","Q1","Pembangunan PLTMH off grid"
"27",2015,19930185.395847,102518242.732567,159046505.577739,806023791.128926,0.125310426176609,0.762344617925549,"combination1.1","Q1","Pembangunan PLTMH off grid"
"28",2016,20965917.7325167,123484160.465083,170921362.803856,976945153.932782,0.122664115173108,0.885012116131187,"combination1.1","Q1","Pembangunan PLTMH off grid"
"29",2017,22081651.5875017,145565812.052585,183808667.314148,1160753821.24693,0.120133897438916,1.00514896434499,"combination1.1","Q1","Pembangunan PLTMH off grid"
"30",2018,23257384.4600266,168823196.512612,197801964.681524,1358555785.92845,0.117579137788003,1.12273066200559,"combination1.1","Q1","Pembangunan PLTMH off grid"
"31",2019,24523103.9330665,193346300.445678,213003890.657367,1571559676.58582,0.115129840386408,1.23786272081909,"combination1.1","Q1","Pembangunan PLTMH off grid"
"32",2020,25878814.6230479,219225115.068726,229527086.365325,1801086762.95115,0.112748412541856,1.35061305124676,"combination1.1","Q1","Pembangunan PLTMH off grid"
"33",2021,27344485.1787313,246569600.247457,247495208.311203,2048581971.26235,0.110484907426361,1.46109961636854,"combination1.1","Q1","Pembangunan PLTMH off grid"
"34",2022,28920100.315179,275489700.562636,267044043.286709,2315626014.54906,0.108297118180349,1.56939816470855,"combination1.1","Q1","Pembangunan PLTMH off grid"
"35",2023,30635647.8020009,306125348.364637,288322739.34201,2603948753.89107,0.106254705653517,1.67565410651106,"combination1.1","Q1","Pembangunan PLTMH off grid"
"36",2024,32481105.4433622,338606453.808,311495165.221439,2915443919.11251,0.104274830141494,1.77993000307923,"combination1.1","Q1","Pembangunan PLTMH off grid"
"37",2025,34496478.0800143,373102931.888014,336741412.01225,3252185331.12476,0.102442042616248,1.88237296864879,"combination1.1","Q1","Pembangunan PLTMH off grid"
"38",2026,36671743.6390578,409774675.527072,364259452.263429,3616444783.38819,0.100674789387585,1.9830485560871,"combination1.1","Q1","Pembangunan PLTMH off grid"
"39",2027,39046940.0640619,448821615.591134,394266973.507777,4010711756.89596,0.0990368016794886,2.08208605032757,"combination1.1","Q1","Pembangunan PLTMH off grid"
"40",2028,41622032.3555665,490443647.9467,427003404.984869,4437715161.88083,0.0974747083270716,2.17956136017338,"combination1.1","Q1","Pembangunan PLTMH off grid"
"41",2029,44427039.5598186,534870687.506519,462732158.436921,4900447320.31775,0.0960102701958088,2.27557215437021,"combination1.1","Q1","Pembangunan PLTMH off grid"
"42",2030,47481926.782177,582352614.288696,501743106.158024,5402190426.47578,0.0946339395587481,2.37020655177539,"combination1.1","Q1","Pembangunan PLTMH off grid"
"43",2010,13830423.8031808,13830423.8031808,112104291.717328,112104291.717328,0.12337104665051,0.123371054306408,"combination1.2","Q1","Smart driving"
"44",2011,14559574.5217198,28389998.3249006,120055862.804612,232160154.521939,0.121273332110529,0.244644392439582,"combination1.2","Q1","Smart driving"
"45",2012,17173088.4343801,45563086.7592807,128662037.509963,360822192.031902,0.133474401359844,0.378118802071948,"combination1.2","Q1","Smart driving"
"46",2013,18049567.8959634,63612654.655244,137981908.811456,498804100.843358,0.130811119018704,0.508929928387876,"combination1.2","Q1","Smart driving"
"47",2014,18966011.2265737,82578665.8818178,148080217.289741,646884318.133099,0.128079304404747,0.637009239195713,"combination1.2","Q1","Smart driving"
"48",2015,19932415.6863028,102511081.568121,159027912.094122,805912230.227221,0.125339101946491,0.762348346737353,"combination1.2","Q1","Smart driving"
"49",2016,20968818.595238,123479900.163358,170902769.320238,976814999.547459,0.122694434260141,0.885042785880223,"combination1.2","Q1","Smart driving"
"50",2017,22085224.3434553,145565124.506814,183790073.83053,1160605073.37799,0.120165490350799,1.00520828048984,"combination1.2","Q1","Smart driving"
"51",2018,23261630.3410223,168826754.847836,197783371.197906,1358388444.5759,0.117611658655298,1.12281994283975,"combination1.2","Q1","Smart driving"
"52",2019,24528024.0880016,193354778.935838,212985297.173749,1571373741.74964,0.115162992063213,1.23798293810475,"combination1.2","Q1","Smart driving"
"53",2020,25884410.12445,219239189.060288,229508492.881708,1800882234.63135,0.112781927149821,1.35076486802258,"combination1.2","Q1","Smart driving"
"54",2021,27350757.0304167,246589946.090704,247476614.827586,2048358849.45894,0.110518551619399,1.46128342203445,"combination1.2","Q1","Smart driving"
"55",2022,28927049.4559489,275516995.546653,267025449.803092,2315384299.26203,0.108330683375986,1.5696141074745,"combination1.2","Q1","Smart driving"
"56",2023,30643275.1110825,306160270.657736,288304145.858392,2603688445.12042,0.106288014068773,1.67590212332733,"combination1.2","Q1","Smart driving"
"57",2024,32489411.745865,338649682.403601,311476571.737822,2915165016.85824,0.104307722293837,1.78020984716026,"combination1.2","Q1","Smart driving"
"58",2025,34505464.1503213,373155146.553922,336722818.528632,3251887835.38688,0.102474386206135,1.88268423469842,"combination1.2","Q1","Smart driving"
"59",2026,36681410.2044827,409836556.758405,364240858.779812,3616128694.16669,0.100706467493415,1.9833907033436,"combination1.2","Q1","Smart driving"
"60",2027,39057287.8083809,448893844.566786,394248380.02416,4010377074.19085,0.0990677192027712,2.08245842354588,"combination1.2","Q1","Smart driving"
"61",2028,41633061.9220319,490526906.488818,426984811.501251,4437361885.6921,0.0975047842466639,2.17996320866066,"combination1.2","Q1","Smart driving"
"62",2029,44438751.5554675,534965658.044285,462713564.953304,4900075450.6454,0.0960394397772889,2.27600264919419,"combination1.2","Q1","Smart driving"
"63",2030,47494321.7787017,582459979.822987,501724512.674406,5401799963.31981,0.0946621513976597,2.37066480125261,"combination1.2","Q1","Smart driving"
"64",2010,13836773.5412856,13836773.5412856,112115902.779199,112115902.779199,0.123414905453115,0.123418220806588,"combination1.3","Q3","Pengadaan lampu tenaga surya hemat energi (LTSHE)"
"65",2011,14557476.9492761,28394250.4905616,120057608.003015,232173510.782215,0.121254097857009,0.24467271582284,"combination1.3","Q3","Pengadaan lampu tenaga surya hemat energi (LTSHE)"
"66",2012,17172328.9979699,45566579.4885316,128663782.708367,360837293.490581,0.133466688422284,0.378139949771464,"combination1.3","Q3","Pengadaan lampu tenaga surya hemat energi (LTSHE)"
"67",2013,18048519.9996978,63615099.4882294,137983654.00986,498820947.500441,0.130801870186799,0.508942301169682,"combination1.3","Q3","Pengadaan lampu tenaga surya hemat energi (LTSHE)"
"68",2014,18964674.6793986,82579774.167628,148081962.488144,646902909.988586,0.128068769219053,0.637011492637316,"combination1.3","Q3","Pengadaan lampu tenaga surya hemat energi (LTSHE)"
"69",2015,19930790.3111066,102510564.478735,159029657.292525,805932567.281111,0.125327505890585,0.762339367497527,"combination1.3","Q3","Pengadaan lampu tenaga surya hemat energi (LTSHE)"
"70",2016,20966904.2273786,123477468.706113,170904514.518642,976837081.799753,0.122681979972458,0.885021669459662,"combination1.3","Q3","Pengadaan lampu tenaga surya hemat energi (LTSHE)"
"71",2017,22083020.8302504,145560489.536364,183791819.028934,1160628900.82869,0.120152360137281,1.00517431044334,"combination1.3","Q3","Pengadaan lampu tenaga surya hemat energi (LTSHE)"
"72",2018,23259137.5408675,168819627.077231,197785116.39631,1358414017.225,0.117598017306126,1.1227725713893,"combination1.3","Q3","Pengadaan lampu tenaga surya hemat energi (LTSHE)"
"73",2019,24525241.8684422,193344868.945673,212987042.372153,1571401059.59715,0.115148985568752,1.23792176809901,"combination1.3","Q3","Pengadaan lampu tenaga surya hemat energi (LTSHE)"
"74",2020,25881338.3626993,219226207.308373,229510238.080111,1800911297.67726,0.112767685569065,1.35068963620368,"combination1.3","Q3","Pengadaan lampu tenaga surya hemat energi (LTSHE)"
"75",2021,27347395.6108266,246573602.919199,247478360.02599,2048389657.70325,0.110504189570169,1.46119398354488,"combination1.3","Q3","Pengadaan lampu tenaga surya hemat energi (LTSHE)"
"76",2022,28923398.2718045,275497001.191004,267027195.001496,2315416852.70475,0.108316301909409,1.56951042156894,"combination1.3","Q3","Pengadaan lampu tenaga surya hemat energi (LTSHE)"
"77",2023,30639334.0621083,306136335.253112,288305891.056796,2603722743.76154,0.106273700997918,1.67578424021611,"combination1.3","Q3","Pengadaan lampu tenaga surya hemat energi (LTSHE)"
"78",2024,32485180.7382268,338621515.991339,311478316.936225,2915201060.69777,0.104293554227976,1.78007789593974,"combination1.3","Q3","Pengadaan lampu tenaga surya hemat energi (LTSHE)"
"79",2025,34500943.0961442,373122459.087483,336724563.727036,3251925624.4248,0.102460428530282,1.88253841231045,"combination1.3","Q3","Pengadaan lampu tenaga surya hemat energi (LTSHE)"
"80",2026,36676599.0211914,409799058.108675,364242603.978215,3616168228.40302,0.100692776244772,1.98323126450798,"combination1.3","Q3","Pengadaan lampu tenaga surya hemat energi (LTSHE)"
"81",2027,39052186.4189411,448851244.527616,394250125.222564,4010418353.62558,0.0990543411923971,2.08228567161314,"combination1.3","Q3","Pengadaan lampu tenaga surya hemat energi (LTSHE)"
"82",2028,41627670.2533578,490478914.780973,426986556.699655,4437404910.32524,0.0974917584645152,2.17977748732552,"combination1.3","Q3","Pengadaan lampu tenaga surya hemat energi (LTSHE)"
"83",2029,44433069.539474,534911984.320448,462715310.151707,4900120220.47694,0.0960267978271695,2.27580433502287,"combination1.3","Q3","Pengadaan lampu tenaga surya hemat energi (LTSHE)"
"84",2030,47488349.3515195,582400333.671967,501726257.87281,5401846478.34976,0.0946499183695465,2.37045429696641,"combination1.3","Q3","Pengadaan lampu tenaga surya hemat energi (LTSHE)"
"85",2010,13737029.8124344,13737029.8124344,112108183.424313,112108183.424313,0.122533693730829,0.12253481011186,"combination1.4","Q3","Pengembangan agroforestry"
"86",2011,14574694.4509182,28311724.2633526,120059101.415128,232167284.839442,0.121395998130315,0.243931540098248,"combination1.4","Q3","Pengembangan agroforestry"
"87",2012,17188445.4448123,45500169.7081649,128664623.02401,360831907.863452,0.133591076092492,0.3775234204004,"combination1.4","Q3","Pengembangan agroforestry"
"88",2013,18065147.4480314,63565317.1561963,137983841.229035,498815749.092487,0.130922195578289,0.508446148029361,"combination1.4","Q3","Pengembangan agroforestry"
"89",2014,18981799.5478659,82547116.7040622,148081496.61085,646897245.703338,0.128184817025107,0.63663127629487,"combination1.4","Q3","Pengembangan agroforestry"
"90",2015,19924766.7924161,102471883.496478,159029191.415231,805926437.118569,0.125289996227119,0.761921544490291,"combination1.4","Q3","Pengembangan agroforestry"
"91",2016,20955482.9210022,123427366.41748,170904048.641348,976830485.759917,0.122615485634155,0.884537267463679,"combination1.4","Q3","Pengembangan agroforestry"
"92",2017,22068137.4963112,145495503.913792,183791353.15164,1160621838.91156,0.120071685190236,1.00460915966631,"combination1.4","Q3","Pengembangan agroforestry"
"93",2018,23242335.2512885,168737839.16508,197784650.519016,1358406489.43057,0.117513341860944,1.1221226811146,"combination1.4","Q3","Pengembangan agroforestry"
"94",2019,24508164.6233366,193246003.788417,212986576.494859,1571393065.92543,0.115069057527802,1.23719189427474,"combination1.4","Q3","Pengembangan agroforestry"
"95",2020,25863986.0043515,219109989.792768,229509772.202817,1800902838.12825,0.11269230828871,1.34988433711071,"combination1.4","Q3","Pengembangan agroforestry"
"96",2021,27329762.4807229,246439752.273491,247477894.148696,2048380732.27695,0.110433146260336,1.46031759966429,"combination1.4","Q3","Pengembangan agroforestry"
"97",2022,28905585.1433804,275345337.416872,267026729.124202,2315407461.40115,0.108249781728539,1.56856748172312,"combination1.4","Q3","Pengembangan agroforestry"
"98",2023,30621436.2077977,305966773.624669,288305425.179502,2603712886.58065,0.10621179323536,1.67477936167787,"combination1.4","Q3","Pengembangan agroforestry"
"99",2024,32467298.9390178,338434072.563687,311477851.058931,2915190737.63958,0.104236300682821,1.77901573717325,"combination1.4","Q3","Pengembangan agroforestry"
"100",2025,34432293.4625342,372866366.026221,336726057.139149,3251916794.77873,0.102256100270569,1.88127199931105,"combination1.4","Q3","Pengembangan agroforestry"
"101",2026,36675472.1390705,409541838.165292,364243444.293859,3616160239.07259,0.100689450183987,1.98196156146433,"combination1.4","Q3","Pengembangan agroforestry"
"102",2027,39034165.5956771,448576003.760969,394250965.538207,4010411204.6108,0.0990084210507641,2.08097007968348,"combination1.4","Q3","Pengembangan agroforestry"
"103",2028,41609664.2723985,490185668.033367,426987397.015299,4437398601.62609,0.0974493967813941,2.1784195608595,"combination1.4","Q3","Pengembangan agroforestry"
"104",2029,44415179.0064471,534600847.039815,462716150.467351,4900114752.09345,0.0959879592739243,2.27440759365191,"combination1.4","Q3","Pengembangan agroforestry"
"105",2030,47466707.6134478,582067554.653262,501727098.188454,5401841850.2819,0.0946066253643306,2.36901428325291,"combination1.4","Q3","Pengembangan agroforestry"
"106",2010,12506975.5825664,12506975.5825664,112108482.180049,112108482.180049,0.11156136751972,0.111562569011375,"combination1.5","Q3","Rehabilitasi hutan dan lahan"
"107",2011,14692022.3086275,27198997.8911939,120059631.533878,232168113.713927,0.122372708635889,0.233936128309174,"combination1.5","Q3","Rehabilitasi hutan dan lahan"
"108",2012,17305537.3530803,44504535.2442743,128665384.505774,360833498.219702,0.134500335265416,0.368437502196379,"combination1.5","Q3","Rehabilitasi hutan dan lahan"
"109",2013,18182017.5717908,62686552.8160651,137984834.073813,498818332.293514,0.131768231587427,0.500206535438564,"combination1.5","Q3","Rehabilitasi hutan dan lahan"
"110",2014,19098461.3107567,81785014.1268218,148082720.818642,646901053.112157,0.128971572140052,0.629178710518965,"combination1.5","Q3","Rehabilitasi hutan dan lahan"
"111",2015,20064865.8539105,101849879.980732,159029993.889568,805931047.001725,0.126170323994628,0.755349473566468,"combination1.5","Q3","Rehabilitasi hutan dan lahan"
"112",2016,21101268.5433045,122951148.524037,170904429.38223,976835476.383955,0.12346823671908,0.878818016805876,"combination1.5","Q3","Rehabilitasi hutan dan lahan"
"113",2017,22217673.7892853,145168822.313322,183791312.159067,1160626788.54302,0.120885332001202,0.999703549322798,"combination1.5","Q3","Rehabilitasi hutan dan lahan"
"114",2018,23261717.1511126,168430539.464435,197784609.526443,1358411398.06947,0.117611361201502,1.11731508447565,"combination1.5","Q3","Rehabilitasi hutan dan lahan"
"115",2019,24528117.7922595,192958657.256694,212986535.502286,1571397933.57175,0.115162762446062,1.23247799766983,"combination1.5","Q3","Rehabilitasi hutan dan lahan"
"116",2020,25651957.5654575,218610614.822152,229509731.210244,1800907664.782,0.111768496395296,1.34424662438988,"combination1.5","Q3","Rehabilitasi hutan dan lahan"
"117",2021,26931416.0073679,245542030.82952,247477853.156123,2048385517.93812,0.108823539819453,1.45307027685293,"combination1.5","Q3","Rehabilitasi hutan dan lahan"
"118",2022,28363424.8424054,273905455.671925,267026688.131629,2315412206.06975,0.106219438367239,1.55928981240178,"combination1.5","Q3","Rehabilitasi hutan dan lahan"
"119",2023,30105024.6656765,304010480.337602,288304962.453474,2603717168.52322,0.104420764767567,1.66371063316802,"combination1.5","Q3","Rehabilitasi hutan dan lahan"
"120",2024,31745920.842688,335756401.18029,311477388.332903,2915194556.85612,0.101920466883966,1.76563114836185,"combination1.5","Q3","Rehabilitasi hutan dan lahan"
"121",2025,33720008.2926311,369476409.472921,336723635.123714,3251918191.97984,0.100141495206424,1.86577268537852,"combination1.5","Q3","Rehabilitasi hutan dan lahan"
"122",2026,35881104.0078374,405357513.480758,364241675.374894,3616159867.35473,0.0985090571278176,1.9642817786583,"combination1.5","Q3","Rehabilitasi hutan dan lahan"
"123",2027,38267161.9891986,443624675.469957,394249196.619242,4010409063.97397,0.0970633860952576,2.06134519612667,"combination1.5","Q3","Rehabilitasi hutan dan lahan"
"124",2028,40852315.3881766,484476990.858133,426985628.096333,4437394692.07031,0.0956760900134088,2.15702131338888,"combination1.5","Q3","Rehabilitasi hutan dan lahan"
"125",2029,43665843.6366308,528142834.494764,462714381.548386,4900109073.61869,0.0943688922970394,2.25139022942308,"combination1.5","Q3","Rehabilitasi hutan dan lahan"
"126",2030,46728714.7423906,574871549.237154,501725329.269488,5401834402.88818,0.0931360487827624,2.34452629894616,"combination1.5","Q3","Rehabilitasi hutan dan lahan"
"127",2010,13711878.7687089,13711878.7687089,112105558.79728,112105558.79728,0.122312211060863,0.122312579709067,"combination1.6","Q3","Perhutanan sosial"
"128",2011,14559520.6581817,28271399.4268906,120057129.884564,232162688.681844,0.121271603545586,0.243584473258371,"combination1.6","Q3","Perhutanan sosial"
"129",2012,17173046.4320881,45444445.8589787,128663304.589915,360825993.271758,0.133472760448858,0.377057632047762,"combination1.6","Q3","Perhutanan sosial"
"130",2013,18049537.3790473,63493983.238026,137983175.891408,498809169.163167,0.130809696634698,0.507867680060481,"combination1.6","Q3","Perhutanan sosial"
"131",2014,18965991.8510166,82459975.0890426,148081484.369693,646890653.532859,0.12807807763236,0.635946066016437,"combination1.6","Q3","Perhutanan sosial"
"132",2015,19932407.1369863,102392382.226029,159029179.174074,805919832.706933,0.12533804953598,0.761284384971954,"combination1.6","Q3","Perhutanan sosial"
"133",2016,20968543.2932256,123360925.519254,170903857.448564,976823690.155497,0.122692042217574,0.883976629788677,"combination1.6","Q3","Perhutanan sosial"
"134",2017,22085245.1812803,145446170.700535,183791161.958857,1160614852.11435,0.120164892293484,1.00414169879349,"combination1.6","Q3","Perhutanan sosial"
"135",2018,23261660.5620664,168707831.262601,197784459.326233,1358399311.44059,0.117611164402446,1.1217530164965,"combination1.6","Q3","Perhutanan sosial"
"136",2019,24528063.5120341,193235894.774635,212986385.302076,1571385696.74266,0.115162588807009,1.23691573815542,"combination1.6","Q3","Perhutanan sosial"
"137",2020,25873340.3206124,219109235.095248,229509581.010034,1800895277.7527,0.112733160013399,1.34964901302195,"combination1.6","Q3","Perhutanan sosial"
"138",2021,27329627.4659333,246438862.561181,247477702.955912,2048372980.70861,0.110432686013746,1.4600817983067,"combination1.6","Q3","Perhutanan sosial"
"139",2022,28897016.0399628,275335878.601144,267026537.931418,2315399518.64003,0.108217768405418,1.56829965235671,"combination1.6","Q3","Perhutanan sosial"
"140",2023,30605101.0735997,305940979.674743,288305233.986718,2603704752.62674,0.106155204504576,1.67445493088727,"combination1.6","Q3","Perhutanan sosial"
"141",2024,32443764.9067823,338384744.581526,311477659.866148,2915182412.49289,0.104160808581663,1.77861580333091,"combination1.6","Q3","Perhutanan sosial"
"142",2025,34453309.6085788,372838054.190105,336723906.656958,3251906319.14985,0.102319166912252,1.88093502551314,"combination1.6","Q3","Perhutanan sosial"
"143",2026,36624757.1822712,409462811.372376,364241946.908138,3616148266.05799,0.100550629857873,1.98148570316115,"combination1.6","Q3","Perhutanan sosial"
"144",2027,38996517.890425,448459329.262801,394249468.152486,4010397734.21047,0.0989133050024614,2.0803990496365,"combination1.6","Q3","Perhutanan sosial"
"145",2028,41568562.2049634,490027891.467764,426985899.629577,4437383633.84005,0.0973534775762509,2.1777525632336,"combination1.6","Q3","Perhutanan sosial"
"146",2029,44411140.7741567,534439032.241921,462714520.017079,4900098153.85713,0.0959795702380755,2.27373216110567,"combination1.6","Q3","Perhutanan sosial"
"147",2030,47463748.8789167,581902781.120838,501725334.673632,5401823488.53076,0.094601060777191,2.36833324275606,"combination1.6","Q3","Perhutanan sosial"
"148",2010,13761584.5618196,13761584.5618196,112105198.462094,112105198.462094,0.122755989468881,0.122756255458072,"combination1.7","Q3","Rehabilitasi mangrove"
"149",2011,14559485.8033003,28321070.3651199,120056769.549377,232161968.011471,0.121271677206942,0.244028141910134,"combination1.7","Q3","Rehabilitasi mangrove"
"150",2012,17173013.2671475,45494083.6322674,128662944.254729,360824912.2662,0.133472876488417,0.377501305811405,"combination1.7","Q3","Rehabilitasi mangrove"
"151",2013,18049505.7614046,63543589.3936721,137982815.556222,498807727.822422,0.130809809095758,0.508311368435318,"combination1.7","Q3","Rehabilitasi mangrove"
"152",2014,18965961.6512401,82509551.0449122,148081124.034506,646888851.856928,0.128078185352109,0.636389776250683,"combination1.7","Q3","Rehabilitasi mangrove"
"153",2015,19932378.2375742,102441929.282486,159028818.838887,805917670.695816,0.125338151808621,0.761728122452267,"combination1.7","Q3","Rehabilitasi mangrove"
"154",2016,20900266.6375002,123342195.919987,170903676.065004,976821346.76082,0.122292668705094,0.884020960798708,"combination1.7","Q3","Rehabilitasi mangrove"
"155",2017,21955010.1386482,145297206.058635,183790980.575296,1160612327.33612,0.119456406782995,1.00347751554652,"combination1.7","Q3","Rehabilitasi mangrove"
"156",2018,23076035.1295272,168373241.188162,197784277.942672,1358396605.27879,0.1166727475488,1.12015039145771,"combination1.7","Q3","Rehabilitasi mangrove"
"157",2019,24292758.0858272,192665999.273989,212986203.918515,1571382809.1973,0.114057895013337,1.23420839771126,"combination1.7","Q3","Rehabilitasi mangrove"
"158",2020,25604041.4686908,218270040.74268,229509399.626473,1800892208.82378,0.111559881688338,1.34576837556898,"combination1.7","Q3","Rehabilitasi mangrove"
"159",2021,27029853.8809559,245299894.623636,247477521.572352,2048369730.39613,0.109221450535068,1.45498990922612,"combination1.7","Q3","Rehabilitasi mangrove"
"160",2022,28592882.5960707,273892777.219707,267026045.342326,2315395775.73846,0.107079002572258,1.56206895960666,"combination1.7","Q3","Rehabilitasi mangrove"
"161",2023,30253308.9905687,304146086.210275,288304741.397627,2603700517.13608,0.104935176729694,1.66700417765891,"combination1.7","Q3","Rehabilitasi mangrove"
"162",2024,32069759.5076966,336215845.717972,311477167.277056,2915177684.41314,0.102960225906931,1.76996443921469,"combination1.7","Q3","Rehabilitasi mangrove"
"163",2025,34059551.9840707,370275397.702043,336723414.067867,3251901098.481,0.10114993659813,1.87111440666545,"combination1.7","Q3","Rehabilitasi mangrove"
"164",2026,36211522.2051865,406486919.907229,364241454.319046,3616142552.80005,0.0994162574737253,1.97053069081644,"combination1.7","Q3","Rehabilitasi mangrove"
"165",2027,38589064.0954353,445075984.002664,394248664.357863,4010391217.15791,0.0978800122463006,2.06841071463819,"combination1.7","Q3","Rehabilitasi mangrove"
"166",2028,41145498.0847726,486221482.087437,426985095.834954,4437376312.99287,0.0963628437763479,2.16477356846826,"combination1.7","Q3","Rehabilitasi mangrove"
"167",2029,43954050.3419542,530175532.429391,462713849.287007,4900090162.27987,0.0949918624862488,2.25976543971259,"combination1.7","Q3","Rehabilitasi mangrove"
"168",2030,47012483.1476916,577188015.577083,501724797.00811,5401814959.28798,0.0937017333566866,2.35346718072162,"combination1.7","Q3","Rehabilitasi mangrove"
"169",2010,13865710.9349518,13865710.9349518,112117157.045026,112117157.045026,0.123671624400745,0.123675297021797,"combination1.8","Q1","Pembangunan TPS 3R"
"170",2011,14559011.8452822,28424722.7802339,120068728.13231,232185885.177336,0.121255651423565,0.244933837598338,"combination1.8","Q1","Pembangunan TPS 3R"
"171",2012,17172615.1739568,45597337.9541907,128674902.837661,360860788.014996,0.133457378208571,0.378395184287675,"combination1.8","Q1","Pembangunan TPS 3R"
"172",2013,18049180.3972989,63646518.3514896,137994774.139154,498855562.154151,0.130796115359398,0.509194800283558,"combination1.8","Q1","Pembangunan TPS 3R"
"173",2014,18965706.0159556,82612224.3674451,148093082.617439,646948644.771589,0.128066116801341,0.637263988805248,"combination1.8","Q1","Pembangunan TPS 3R"
"174",2015,19932189.459906,102544413.827351,159040777.42182,805989422.193409,0.125327540414622,0.762594213367126,"combination1.8","Q1","Pembangunan TPS 3R"
"175",2016,20968668.2092333,123513082.036584,170915634.647936,976905056.841345,0.122684318801062,0.885280874561287,"combination1.8","Q1","Pembangunan TPS 3R"
"176",2017,22085146.8048251,145598228.84141,183802939.158228,1160707995.99957,0.120156657483115,1.00543957513989,"combination1.8","Q1","Pembangunan TPS 3R"
"177",2018,23261622.7990233,168859851.640433,197796236.525604,1358504232.52518,0.11760397067015,1.12304531824366,"combination1.8","Q1","Pembangunan TPS 3R"
"178",2019,24528083.826217,193387935.46665,212998162.501447,1571502395.02663,0.115156316552967,1.23820317081317,"combination1.8","Q1","Pembangunan TPS 3R"
"179",2020,25884534.5533885,219272470.020038,229521358.209406,1801023753.23603,0.112776147524243,1.35098064625962,"combination1.8","Q1","Pembangunan TPS 3R"
"180",2021,27350943.680607,246623413.700645,247489480.155284,2048513233.39131,0.110513560671129,1.46149535469803,"combination1.8","Q1","Pembangunan TPS 3R"
"181",2022,28927295.9714942,275550709.67214,267038315.13079,2315551548.5221,0.108326387384994,1.56982273230575,"combination1.8","Q1","Pembangunan TPS 3R"
