"","Year","TotalEmission","CummulativeEmission","ResultTotalGDP","CummulativeGDP","EmissionIntensity","CummulativeEmissionIntensity","ID","Category","ScenarioName"
"1",2010,13830428.91,13830428.91,112104264.8455,112104264.8455,0.123371121777221,0.123371121777221,"BAU","BAU","BAU"
"2",2011,14559586.2,28390015.11,120055835.932784,232160100.778284,0.121273456528607,0.244644578305828,"BAU","BAU","BAU"
"3",2012,17173106.77,45563121.88,128662010.638135,360822111.416418,0.133474571746743,0.378119150052571,"BAU","BAU","BAU"
"4",2013,18049592.89,63612714.77,137981881.939628,498803993.356047,0.130811325634023,0.508930475686594,"BAU","BAU","BAU"
"5",2014,18966042.88,82578757.65,148080190.417913,646884183.77396,0.128079541405734,0.637010017092328,"BAU","BAU","BAU"
"6",2015,19932454,102511211.65,159027885.222294,805912068.996253,0.125339364050134,0.762349381142462,"BAU","BAU","BAU"
"7",2016,20968863.57,123480075.22,170902742.44841,976814811.444663,0.122694716711932,0.885044097854394,"BAU","BAU","BAU"
"8",2017,22085275.98,145565351.2,183790046.958702,1160604858.40337,0.120165788874098,1.00520988672849,"BAU","BAU","BAU"
"9",2018,23261688.64,168827039.84,197783344.326079,1358388202.72944,0.117611969396418,1.12282185612491,"BAU","BAU","BAU"
"10",2019,24528089.05,193355128.89,212985270.301921,1571373473.03137,0.115163311600045,1.23798516772496,"BAU","BAU","BAU"
"11",2020,25884481.75,219239610.64,229508466.00988,1800881939.04125,0.112782252437197,1.35076742016215,"BAU","BAU","BAU"
"12",2021,27350835.32,246590445.96,247476587.955758,2048358526.997,0.110518879971343,1.4612863001335,"BAU","BAU","BAU"
"13",2022,28927134.41,275517580.37,267025422.931264,2315383949.92827,0.108331012427406,1.5696173125609,"BAU","BAU","BAU"
"14",2023,30643366.73,306160947.1,288304118.986564,2603688068.91483,0.106288341761181,1.67590565432208,"BAU","BAU","BAU"
"15",2024,32489510.03,338650457.13,311476544.865994,2915164613.78082,0.104308046835366,1.78021370115745,"BAU","BAU","BAU"
"16",2025,34505569.1,373156026.23,336722791.656804,3251887405.43763,0.102474706063761,1.88268840722121,"BAU","BAU","BAU"
"17",2026,36681521.82,409837548.05,364240831.907984,3616128237.34561,0.100706781356316,1.98339518857752,"BAU","BAU","BAU"
"18",2027,39057406.09,448894954.14,394248353.152332,4010376590.49794,0.0990680259732342,2.08246321455076,"BAU","BAU","BAU"
"19",2028,41633186.87,490528141.01,426984784.629423,4437361375.12737,0.097505083011642,2.1799682975624,"BAU","BAU","BAU"
"20",2029,44438883.17,534967024.18,462713538.081476,4900074913.20884,0.0960397297953601,2.27600802735776,"BAU","BAU","BAU"
"21",2030,47494460.06,582461484.24,501724485.802578,5401799399.01142,0.0946624320796821,2.37067045943744,"BAU","BAU","BAU"
