"","ID","peningkatan.PDRB","penurunan.emisi","penurunan.intensitasEmisi","ScenarioName","ScenarioID"
"2","combination1.1",0.00886010534822258,0.0186913562956854,0.0226054644172621,"Pembangunan PLTMH off grid","scen1.energi"
"3","combination1.2",1.27863953368077e-05,0.000258286093414489,0.000248124292699205,"Smart driving","scen10.energi"
"4","combination1.3",0.00126227927922361,0.0104986457796037,0.00984747668777776,"Pengadaan lampu tenaga surya hemat energi (LTSHE)","scen11.energi"
"5","combination1.4",0.000982056091670433,0.0676318687838655,0.0716792446614672,"Pengembangan agroforestry","scen12.lahan"
"6","combination1.5",0.000998708248191022,1.30307929506256,1.17700696556182,"Rehabilitasi hutan dan lahan","scen13.lahan"
"7","combination1.6",0.000565265674136356,0.0959210410095082,0.100348401348331,"Perhutanan sosial","scen14.lahan"
"8","combination1.7",0.000393552695529695,0.90537637347783,0.771933246090063,"Rehabilitasi mangrove","scen15.lahan"
"9","combination1.8",0.00613448257228522,-0.00619565857523207,-0.00576061818388971,"Pembangunan TPS 3R","scen16.limbah"
"10","combination1.9",0.0023846097926578,-0.000319662078291693,0.00304054516374176,"Pembangunan ITF TPST","scen17.limbah"
"11","combination1.10",0.00156564971353116,-0.000761759035593171,0.00130535553441837,"Rehabilitasi TPA","scen18.limbah"
"12","combination1.11",0.000327551854196476,-0.000118127026350749,0.00035941400533636,"Pembangunan instalasi pengelolaan limbah tinja ","scen19.limbah"
"13","combination1.12",0.0132793587822735,0.0311879239002314,0.0358958553948136,"Pembangunan PLTS terpusat","scen2.energi"
"14","combination1.13",0.000629670215529359,-0.000706523758498062,0.000184832116206869,"Pembangunan IPAL komunal Anaerobik","scen20.limbah"
"15","combination1.14",0.000433441581484696,0.000229967809978059,0.00058774505283828,"Pengembangan desa organik","scen21.pertanian"
"16","combination1.15",0.000929927296650713,0.00573476394620576,0.00453884586308697,"sistem pertanian terintegrasi","scen22.pertanian"
"17","combination1.16",0.000240366730000282,0.00510534279003571,0.00475482958543223,"pengembangan ternak terpadu","scen23.pertanian"
"18","combination1.17",0.000308184107149799,-3.57366880931882e-05,0.000133634867659854,"pengadaan lampu jalan tenaga surya","scen3.energi"
"19","combination1.18",0.0018801468398309,-0.000646454692169686,0.00115512012197611,"Pembangunan instalasi biogas rumah","scen4.energi"
"20","combination1.19",0.000517115825494408,0.0047672158935867,0.00512518111330189,"Pembangunan PLTBm Off grid","scen5.energi"
"21","combination1.20",0.000107379153670993,0.00587718447209677,0.00567025898890209,"ITS-ATCS","scen6.energi"
"22","combination1.21",0.00531740485454246,-0.0127521607412659,-0.101470425661915,"BRT Mamminasata","scen7.energi"
"23","combination1.22",0.000645217249567431,-0.0049326076126738,-0.0147883909781348,"Peremajaan armada angkutan umum","scen8.energi"
"24","combination1.23",0.000255003273617754,-0.000264503300144284,-0.000366136628409812,"Car Free Day","scen9.energi"
"25","combination2.1",0.0471300430516083,2.43282318271911,2.10836895380103,"combination2.1","combination2.1"
"26","combination2.2",0.0424578554466332,2.4406427358477,2.19502257826487,"combination2.2","combination2.2"
"27","combination2.3",0.0420676414706836,2.44531084016021,2.20943519561564,"combination2.3","combination2.3"
"28","combination2.4",0.0476678811475047,2.42201339063434,2.08792443371653,"combination2.4","combination2.4"
"29","combination2.5",0.047277667171555,2.42668149494685,2.1023333964297,"combination2.5","combination2.5"
"30","combination2.6",0.04260547956658,2.43450104807544,2.18898806702664,"combination2.6","combination2.6"
"31","combination2.7",0.0472581444756813,2.42312335921285,2.08847921073095,"combination2.7","combination2.7"
"32","combination2.8",0.0468679304997316,2.42779146352536,2.10288919312046,"combination2.8","combination2.8"
"33","combination2.9",0.0421957428947566,2.43561101665395,2.18955469736064,"combination2.9","combination2.9"
"34","combination2.10",0.047405768595628,2.41698167144059,2.08244355580236,"combination2.10","combination2.10"
"35","combination2.11",0.0458951134613448,2.4285370297986,2.09246622625827,"combination2.11","combination2.11"
"36","combination2.12",0.0455048994853951,2.43320513411111,2.1068756319222,"combination2.12","combination2.12"
"37","combination2.13",0.0408327118804201,2.44102468723971,2.19353302589284,"combination2.13","combination2.13"
"38","combination2.14",0.0460427375812915,2.42239534202634,2.08643048086822,"combination2.14","combination2.14"
"39","combination2.15",0.0456330009094681,2.42350531060485,2.08698521895369,"combination2.15","combination2.15"
"40","combination2.16",0.0474670761940259,2.42792631179455,2.09346127761782,"combination2.16","combination2.16"
"41","combination2.17",0.0470768622180762,2.43259441610706,2.10787017759558,"combination2.17","combination2.17"
"42","combination2.18",0.0424046746131012,2.44041396923565,2.19452393671622,"combination2.18","combination2.18"
"43","combination2.19",0.0476147003139727,2.42178462402229,2.08742562842299,"combination2.19","combination2.19"
"44","combination2.20",0.0472049636421492,2.4228945926008,2.0879803791856,"combination2.20","combination2.20"
"45","combination2.21",0.0458419326278127,2.42830826318655,2.09196740995564,"combination2.21","combination2.21"
"46","combination2.22",0.0475348935711754,2.4227852323164,2.08884082100514,"combination2.22","combination2.22"
"47","combination2.23",0.0471446795952257,2.42745333662891,2.10324968394912,"combination2.23","combination2.23"
"48","combination2.24",0.0424724919902507,2.4352728897575,2.18990310757243,"combination2.24","combination2.24"
"49","combination2.25",0.0476825176911222,2.41664354454414,2.08280518362768,"combination2.25","combination2.25"
"50","combination2.26",0.0472727810192988,2.41775351312267,2.08335992662494,"combination2.26","combination2.26"
"51","combination2.27",0.0459097500049623,2.42316718370842,2.08734689106043,"combination2.27","combination2.27"
"52","combination2.28",0.0474817127376434,2.42255646570435,2.08834201916499,"combination2.28","combination2.28"
"53","combination2.29",0.046845333004525,2.42215581116023,2.0890627339861,"combination2.29","combination2.29"
"54","combination2.30",0.0464551190285753,2.42682391547274,2.10347166831999,"combination2.30","combination2.30"
"55","combination2.31",0.0417829314236003,2.43464346860133,2.19012568218324,"combination2.31","combination2.31"
"56","combination2.32",0.0469929571244717,2.41601412338797,2.08302706349501,"combination2.32","combination2.32"
"57","combination2.33",0.0465832204526483,2.4171240919665,2.08358187425968,"combination2.33","combination2.33"
"58","combination2.34",0.0452201894383118,2.42253776255223,2.08756883786484,"combination2.34","combination2.34"
"59","combination2.35",0.0467921521709929,2.42192704454818,2.0885639328337,"combination2.35","combination2.35"
"60","combination2.36",0.0468599695481424,2.41678596507005,2.08394345060814,"combination2.36","combination2.36"
"61","combination2.37",0.047341818719691,2.42766060729646,2.0930082161148,"combination2.37","combination2.37"
"62","combination2.38",0.0469516047437413,2.43232871160899,2.10741705943051,"combination2.38","combination2.38"
"63","combination2.39",0.0422794171387663,2.44014826473756,2.19407037179165,"combination2.39","combination2.39"
"64","combination2.40",0.0474894428396378,2.4215189195242,2.08697256018695,"combination2.40","combination2.40"
"65","combination2.41",0.0470797061678143,2.42262888810273,2.08752730274102,"combination2.41","combination2.41"
"66","combination2.42",0.0457166751534778,2.42804255868848,2.09151433936843,"combination2.42","combination2.42"
"67","combination2.43",0.047288637886159,2.42743184068441,2.09250941603884,"combination2.43","combination2.43"
"68","combination2.44",0.0473564552633085,2.42229076120628,2.08788895293837,"combination2.44","combination2.44"
"69","combination2.45",0.046666894696658,2.42166134005011,2.08811085711227,"combination2.45","combination2.45"
"70","combination2.46",0.0471455900856463,2.42859709886493,2.09341391584255,"combination2.46","combination2.46"
"71","combination2.47",0.0467553761096967,2.43326520317744,2.10782284932534,"combination2.47","combination2.47"
"72","combination2.48",0.0420831885047216,2.44108475630603,2.19447680444468,"combination2.48","combination2.48"
"73","combination2.49",0.0472932142055931,2.42245541109267,2.0873782446516,"combination2.49","combination2.49"
"74","combination2.50",0.0468834775337697,2.42356537967118,2.08793296729646,"combination2.50","combination2.50"
"75","combination2.51",0.0455204465194332,2.42897905025694,2.09192002897858,"combination2.51","combination2.51"
"76","combination2.52",0.0470924092521143,2.42836833225288,2.09291511288223,"combination2.52","combination2.52"
"77","combination2.53",0.0471602266292638,2.42322725277473,2.0882946430691,"combination2.53","combination2.53"
"78","combination2.54",0.0464706660626134,2.42259783161856,2.08851655636479,"combination2.54","combination2.54"
"79","combination2.55",0.0469671517777794,2.42810262775479,2.09246205067043,"combination2.55","combination2.55"
"80","combination2.56",0.0344959015189022,2.3967026512062,2.05791531299888,"combination2.56","combination2.56"
"81","combination2.57",0.0341056875429525,2.40137075551871,2.07232834414157,"combination2.57","combination2.57"
