"","Year","TotalEmission","CummulativeEmission","ResultTotalGDP","CummulativeGDP","EmissionIntensity","CummulativeEmissionIntensity","ID"
"1163",2017,-8962.38004837744,-149881.633653226,53994.1762693822,570338.930385351,-0.165987902170472,-0.00132452839338065,"combination2.37"
"1164",2018,-41818.0403439328,-191699.673997159,65116.6649156511,635455.59529829,-0.642201814206883,-0.00156976727366381,"combination2.37"
"1165",2019,-195958.531057293,-387658.205054452,53994.1762694418,689449.77156949,-3.62925308980398,-0.00260546363355252,"combination2.37"
"1166",2020,-333686.361408103,-721344.566462555,65116.6649158001,754566.436486006,-5.12443875680028,-0.00426698545623283,"combination2.37"
"1167",2021,-394520.9525185,-1115865.51898106,53106.4277504981,807672.864234209,-7.42887385255922,-0.00611766882816828,"combination2.37"
"1168",2022,-493325.730593611,-1609191.24957467,64228.9163967073,871901.780629635,-7.68074191920979,-0.00830075975232314,"combination2.37"
"1169",2023,-524138.100001853,-2133329.34957652,53106.4277501702,925008.208380699,-9.86957929965781,-0.01048509436113,"combination2.37"
"1170",2024,-592800.616584433,-2726129.96616095,61468.9852756262,986477.193656921,-9.64389787673121,-0.0128125665484311,"combination2.37"
"1171",2025,-606936.306273369,-3333066.27243432,50225.5323703289,1036702.72602415,-12.0842184767348,-0.0150539037795201,"combination2.37"
"1172",2026,-662417.889114324,-3995484.16154865,61230.4811478257,1097933.20717525,-10.8184335105106,-0.0173555569287475,"combination2.37"
"1173",2027,-651904.438602457,-4647388.6001511,49533.860319078,1147467.06749439,-13.1607840455628,-0.0194831359813621,"combination2.37"
"1174",2028,-694119.199837791,-5341507.79998889,51006.418864727,1198473.4863553,-13.6084676259796,-0.0216104044217883,"combination2.37"
"1175",2029,-697774.348780071,-6039282.14876896,39392.7459474206,1237866.23230839,-17.7132700957538,-0.0236159579200221,"combination2.37"
"1176",2030,-730293.268698651,-6769575.41746762,48939.3239658475,1286805.55627251,-14.9224224921515,-0.0255850244112991,"combination2.37"
"1177",2010,-106573.150777075,-106573.150777075,90464.4572232217,90464.4572232217,-1.17806654733036,-0.000924808038036129,"combination2.38"
"1178",2011,19666.9347052351,-86906.2160718404,75775.153505519,166239.6107288,0.25954331724056,-0.000792797617868296,"combination2.38"
"1179",2012,-17378.6320262803,-104284.848098121,81306.6852110028,247546.295940161,-0.21374173576478,-0.000949982623441509,"combination2.38"
"1180",2013,11337.6740123685,-92947.1740857521,64724.8673002124,312271.163240671,0.175167203661943,-0.000887131496067756,"combination2.38"
"1181",2014,-23284.0059461799,-116231.180031932,75847.3559462726,388118.519186854,-0.306985070945299,-0.00106760629968383,"combination2.38"
"1182",2015,6865.37416577153,-109365.80586616,61566.0555223823,449684.574708581,0.111512327816351,-0.00103894572901006,"combination2.38"
"1183",2016,-27459.2745650979,-136825.080431258,64859.4125007987,514543.987210274,-0.423366069878597,-0.0012240743566081,"combination2.38"
