,Year,TotalEmission,CummulativeEmission,ResultTotalGDP,CummulativeGDP,EmissionIntensity,CummulativeEmissionIntensity,ID,ScenarioName
1,2010,-3131.728728,-3131.728728,6317.628801,6317.628801,-0.495712684,-2.85E-05,combination1.1,Pembangunan PLTS Terpusat Off Grid
2,2011,-278.8588132,-3410.587541,6317.628801,12635.2576,-0.044139791,-3.28E-05,combination1.1,Pembangunan PLTS Terpusat Off Grid
3,2012,-744.681416,-4155.268957,6317.628801,18952.8864,-0.117873563,-4.04E-05,combination1.1,Pembangunan PLTS Terpusat Off Grid
4,2013,-1210.717881,-5365.986838,6317.628801,25270.5152,-0.191641187,-5.10E-05,combination1.1,Pembangunan PLTS Terpusat Off Grid
5,2014,-1676.949158,-7042.935996,6317.628801,31588.144,-0.265439647,-6.42E-05,combination1.1,Pembangunan PLTS Terpusat Off Grid
6,2015,-677.7998645,-7720.73586,3158.817023,34746.96103,-0.214573956,-6.94E-05,combination1.1,Pembangunan PLTS Terpusat Off Grid
7,2016,-2473.370452,-10194.10631,3158.817023,37905.77805,-0.783005294,-8.54E-05,combination1.1,Pembangunan PLTS Terpusat Off Grid
8,2017,-2706.725689,-12900.832,3158.817023,41064.59507,-0.856879544,-0.000101978,combination1.1,Pembangunan PLTS Terpusat Off Grid
9,2018,-2940.146582,-15840.97858,3158.817023,44223.4121,-0.930774578,-0.000118914,combination1.1,Pembangunan PLTS Terpusat Off Grid
10,2019,-3173.62845,-19014.60703,3158.817023,47382.22912,-1.004688916,-0.000136149,combination1.1,Pembangunan PLTS Terpusat Off Grid
11,2020,-3407.162719,-22421.76975,3158.817023,50541.04614,-1.078619842,-0.000153587,combination1.1,Pembangunan PLTS Terpusat Off Grid
12,2021,-3640.744265,-26062.51402,3158.817023,53699.86316,-1.152565735,-0.00017114,combination1.1,Pembangunan PLTS Terpusat Off Grid
13,2022,-3874.376578,-29936.89059,3158.817023,56858.68019,-1.2265277,-0.000188727,combination1.1,Pembangunan PLTS Terpusat Off Grid
14,2023,-4108.040592,-34044.93119,3158.817023,60017.49721,-1.3004997,-0.000206275,combination1.1,Pembangunan PLTS Terpusat Off Grid
15,2024,-4341.747226,-38386.67841,3158.817023,63176.31423,-1.374485193,-0.000223717,combination1.1,Pembangunan PLTS Terpusat Off Grid
16,2025,-4575.483317,-42962.16173,3158.817023,66335.13126,-1.448480011,-0.000240994,combination1.1,Pembangunan PLTS Terpusat Off Grid
17,2026,-4809.252303,-47771.41403,3158.817023,69493.94828,-1.522485243,-0.000258051,combination1.1,Pembangunan PLTS Terpusat Off Grid
18,2027,-5043.038628,-52814.45266,3158.817023,72652.7653,-1.596495964,-0.000274841,combination1.1,Pembangunan PLTS Terpusat Off Grid
19,2028,-5276.857382,-58091.31004,3158.817023,75811.58233,-1.670516951,-0.000291322,combination1.1,Pembangunan PLTS Terpusat Off Grid
20,2029,-5510.689053,-63601.9991,3158.817023,78970.39935,-1.744542027,-0.000307458,combination1.1,Pembangunan PLTS Terpusat Off Grid
21,2030,-5744.543251,-69346.54235,3158.817023,82129.21637,-1.818574235,-0.000323218,combination1.1,Pembangunan PLTS Terpusat Off Grid
22,2010,1943.100913,1943.100913,235.0797386,235.0797386,8.265709861,1.62E-05,combination1.2,Pengembangan Teknik Budidaya Agroforestri
23,2011,-29.90815157,1913.192761,235.0797386,470.1594771,-0.127225561,1.59E-05,combination1.2,Pengembangan Teknik Budidaya Agroforestri
24,2012,-29.91632289,1883.276439,235.0797386,705.2392157,-0.127260321,1.56E-05,combination1.2,Pengembangan Teknik Budidaya Agroforestri
25,2013,-29.87402412,1853.402414,235.0797386,940.3189543,-0.127080387,1.53E-05,combination1.2,Pengembangan Teknik Budidaya Agroforestri
26,2014,-29.78628232,1823.616132,235.0797386,1175.398693,-0.126707144,1.50E-05,combination1.2,Pengembangan Teknik Budidaya Agroforestri
27,2015,-29.65770479,1793.958427,235.0797386,1410.478431,-0.126160191,1.48E-05,combination1.2,Pengembangan Teknik Budidaya Agroforestri
28,2016,-7369.492517,-5575.534089,235.0797386,1645.55817,-31.34890553,-3.07E-05,combination1.2,Pengembangan Teknik Budidaya Agroforestri
29,2017,-11773.29458,-17348.82867,235.0797386,1880.637909,-50.08213236,-9.95E-05,combination1.2,Pengembangan Teknik Budidaya Agroforestri
30,2018,-15296.26744,-32645.09611,235.0797386,2115.717647,-65.06842118,-0.000184157,combination1.2,Pengembangan Teknik Budidaya Agroforestri
31,2019,-18085.21433,-50730.31044,235.0797386,2350.797386,-76.93225471,-0.000278784,combination1.2,Pengembangan Teknik Budidaya Agroforestri
32,2020,-20360.3382,-71090.64863,235.0797386,2585.877124,-86.61034898,-0.000379455,combination1.2,Pengembangan Teknik Budidaya Agroforestri
33,2021,-22121.64177,-93212.2904,235.0797386,2820.956863,-94.10271554,-0.00048274,combination1.2,Pengembangan Teknik Budidaya Agroforestri
34,2022,-23589.32751,-116801.6179,235.0797386,3056.036602,-100.3460683,-0.000586657,combination1.2,Pengembangan Teknik Budidaya Agroforestri
35,2023,-24763.39767,-141565.0156,235.0797385,3291.11634,-105.340417,-0.000689504,combination1.2,Pengembangan Teknik Budidaya Agroforestri
36,2024,-25643.85433,-167208.8699,235.0797385,3526.196078,-109.0857702,-0.000789834,combination1.2,Pengembangan Teknik Budidaya Agroforestri
37,2025,-26377.49935,-193586.3693,235.0797386,3761.275817,-112.2066049,-0.000886977,combination1.2,Pengembangan Teknik Budidaya Agroforestri
38,2026,-27697.69206,-221284.0613,117.5398692,3878.815686,-235.6450815,-0.000982904,combination1.2,Pengembangan Teknik Budidaya Agroforestri
39,2027,-27464.68061,-248748.7419,117.5398692,3996.355556,-233.6626779,-0.001072304,combination1.2,Pengembangan Teknik Budidaya Agroforestri
40,2028,-27831.49052,-276580.2325,117.5398692,4113.895424,-236.7834055,-0.001157384,combination1.2,Pengembangan Teknik Budidaya Agroforestri
41,2029,-28124.89761,-304705.1301,117.5398693,4231.435294,-239.2796399,-0.001238067,combination1.2,Pengembangan Teknik Budidaya Agroforestri
42,2030,-28344.90246,-333050.0325,117.5398692,4348.975163,-241.1513867,-0.001314319,combination1.2,Pengembangan Teknik Budidaya Agroforestri
43,2010,-127.6170498,-127.6170498,241.9285189,241.9285189,-0.527498992,-1.15E-06,combination1.3,Perlindungan dan Konservasi SDA
44,2011,11.24376203,-116.3732878,241.9285189,483.8570378,0.046475554,-1.14E-06,combination1.3,Perlindungan dan Konservasi SDA
45,2012,10.41336954,-105.9599183,241.9285189,725.7855567,0.043043167,-1.14E-06,combination1.3,Perlindungan dan Konservasi SDA
46,2013,9.649384636,-96.31053364,241.9285189,967.7140757,0.039885271,-1.14E-06,combination1.3,Perlindungan dan Konservasi SDA
47,2014,8.946507596,-87.36402604,241.9285189,1209.642595,0.036979963,-1.15E-06,combination1.3,Perlindungan dan Konservasi SDA
48,2015,8.299860254,-79.06416579,241.9285189,1451.571113,0.034307077,-1.16E-06,combination1.3,Perlindungan dan Konservasi SDA
49,2016,7.704951635,-71.35921415,241.9285189,1693.499632,0.03184805,-1.17E-06,combination1.3,Perlindungan dan Konservasi SDA
50,2017,7.157642649,-64.2015715,241.9285189,1935.428151,0.029585775,-1.18E-06,combination1.3,Perlindungan dan Konservasi SDA
51,2018,6.654138273,-57.54743323,241.9285189,2177.35667,0.027504563,-1.20E-06,combination1.3,Perlindungan dan Konservasi SDA
52,2019,-31557.20366,-31614.7511,241.9285189,2419.285189,-130.440197,-0.000166277,combination1.3,Perlindungan dan Konservasi SDA
53,2020,-50326.30338,-81941.05448,241.9285189,2661.213708,-208.0213759,-0.000415051,combination1.3,Perlindungan dan Konservasi SDA
54,2021,-65903.56999,-147844.6245,241.9285189,2903.142227,-272.4092649,-0.00072267,combination1.3,Perlindungan dan Konservasi SDA
55,2022,-77733.9554,-225578.5799,241.9285189,3145.070745,-321.309599,-0.001065019,combination1.3,Perlindungan dan Konservasi SDA
56,2023,-87875.74493,-313454.3248,241.9285189,3386.999265,-363.2302026,-0.00142989,combination1.3,Perlindungan dan Konservasi SDA
57,2024,-95549.57969,-409003.9045,241.9285188,3628.927783,-394.9496329,-0.001803629,combination1.3,Perlindungan dan Konservasi SDA
58,2025,-101831.3883,-510835.2928,120.9642594,3749.892043,-841.8303784,-0.002178546,combination1.3,Perlindungan dan Konservasi SDA
59,2026,-106966.9112,-617802.204,120.9642594,3870.856302,-884.2852566,-0.002548969,combination1.3,Perlindungan dan Konservasi SDA
60,2027,-110803.7948,-728605.9988,120.9642594,3991.820562,-916.0044077,-0.002909601,combination1.3,Perlindungan dan Konservasi SDA
61,2028,-114001.208,-842607.2068,120.9642594,4112.784821,-942.4371178,-0.003258059,combination1.3,Perlindungan dan Konservasi SDA
62,2029,-116564.6567,-959171.8635,120.9642594,4233.749081,-963.6289037,-0.003592417,combination1.3,Perlindungan dan Konservasi SDA
63,2030,-118802.8619,-1077974.725,120.9642594,4354.71334,-982.1319334,-0.003911978,combination1.3,Perlindungan dan Konservasi SDA
64,2010,-3895.762474,-3895.762474,4727.693805,4727.693805,-0.824030201,-3.43E-05,combination1.4,Pembangunan TPA
65,2011,168.1267424,-3727.635732,4727.693805,9455.387609,0.035562105,-3.45E-05,combination1.4,Pembangunan TPA
66,2012,169.0958604,-3558.539871,4727.693805,14183.08141,0.035767092,-3.47E-05,combination1.4,Pembangunan TPA
67,2013,169.9053787,-3388.634493,4727.693805,18910.77522,0.035938321,-3.49E-05,combination1.4,Pembangunan TPA
68,2014,170.5698628,-3218.06463,4727.693805,23638.46902,0.036078873,-3.50E-05,combination1.4,Pembangunan TPA
69,2015,171.1025936,-3046.962036,4727.693805,28366.16283,0.036191556,-3.51E-05,combination1.4,Pembangunan TPA
70,2016,171.5156771,-2875.446359,4727.693805,33093.85663,0.036278931,-3.52E-05,combination1.4,Pembangunan TPA
71,2017,171.820157,-2703.626202,4727.693805,37821.55044,0.036343334,-3.53E-05,combination1.4,Pembangunan TPA
72,2018,172.0261298,-2531.600072,4727.693805,42549.24424,0.036386902,-3.54E-05,combination1.4,Pembangunan TPA
73,2019,172.1428038,-2359.457269,4727.693805,47276.93805,0.036411581,-3.54E-05,combination1.4,Pembangunan TPA
74,2020,172.1786046,-2187.278664,4727.693805,52004.63185,0.036419153,-3.55E-05,combination1.4,Pembangunan TPA
75,2021,172.1412314,-2015.137433,4727.693805,56732.32566,0.036411248,-3.55E-05,combination1.4,Pembangunan TPA
76,2022,172.0377397,-1843.099693,4727.693805,61460.01946,0.036389357,-3.55E-05,combination1.4,Pembangunan TPA
77,2023,171.8745605,-1671.225132,4727.693805,66187.71327,0.036354842,-3.56E-05,combination1.4,Pembangunan TPA
78,2024,171.6576067,-1499.567526,4727.693805,70915.40707,0.036308952,-3.56E-05,combination1.4,Pembangunan TPA
79,2025,171.3922896,-1328.175236,4727.693805,75643.10087,0.036252832,-3.56E-05,combination1.4,Pembangunan TPA
80,2026,171.0835522,-1157.091684,4727.693805,80370.79468,0.036187528,-3.56E-05,combination1.4,Pembangunan TPA
81,2027,170.7359381,-986.3557456,4727.693805,85098.48848,0.036114001,-3.56E-05,combination1.4,Pembangunan TPA
82,2028,170.3536117,-816.0021339,4727.693805,89826.18229,0.036033131,-3.56E-05,combination1.4,Pembangunan TPA
83,2029,169.9403794,-646.0617546,4727.693805,94553.87609,0.035945725,-3.56E-05,combination1.4,Pembangunan TPA
84,2030,1105.138684,459.0769292,3151.783177,97705.65927,0.350639185,-3.30E-05,combination1.4,Pembangunan TPA
85,2010,-38193.21719,-38193.21719,28949.7903,28949.7903,-1.31929167,-0.000330184,combination1.5,Pembangunan ITF
86,2011,1160.798384,-37032.41881,28949.7903,57899.58061,0.040096953,-0.000330451,combination1.5,Pembangunan ITF
87,2012,1163.781835,-35868.63697,28949.7903,86849.37091,0.040200009,-0.000330611,combination1.5,Pembangunan ITF
88,2013,1165.645611,-34702.99136,28949.7903,115799.1612,0.040264389,-0.00033068,combination1.5,Pembangunan ITF
89,2014,1166.496933,-33536.49443,28949.7903,144748.9515,0.040293796,-0.000330674,combination1.5,Pembangunan ITF
90,2015,1166.433457,-32370.06097,28949.7903,173698.7418,0.040291603,-0.000330606,combination1.5,Pembangunan ITF
91,2016,1165.544162,-31204.51681,28949.7903,202648.5321,0.040260884,-0.000330488,combination1.5,Pembangunan ITF
92,2017,1163.910169,-30040.60664,28949.7903,231598.3224,0.040204442,-0.000330331,combination1.5,Pembangunan ITF
93,2018,1161.60547,-28879.00117,28949.7903,260548.1127,0.040124832,-0.000330145,combination1.5,Pembangunan ITF
94,2019,1158.69758,-27720.30359,28949.7903,289497.903,0.040024386,-0.000329938,combination1.5,Pembangunan ITF
95,2020,1155.248128,-26565.05546,28949.7903,318447.6934,0.039905233,-0.000329718,combination1.5,Pembangunan ITF
96,2021,1151.3134,-25413.74206,28949.7903,347397.4837,0.039769317,-0.00032949,combination1.5,Pembangunan ITF
97,2022,1146.944798,-24266.79726,28949.7903,376347.274,0.039618415,-0.000329261,combination1.5,Pembangunan ITF
98,2023,1142.189301,-23124.60796,28949.7903,405297.0643,0.039454148,-0.000329035,combination1.5,Pembangunan ITF
99,2024,1137.089846,-21987.51812,28949.7903,434246.8546,0.039277999,-0.000328815,combination1.5,Pembangunan ITF
100,2025,1131.685673,-20855.83244,28949.7903,463196.6449,0.039091325,-0.000328605,combination1.5,Pembangunan ITF
101,2026,1126.012666,-19729.81978,28949.7903,492146.4352,0.038895365,-0.000328406,combination1.5,Pembangunan ITF
102,2027,1120.103641,-18609.71614,28949.7903,521096.2255,0.038691252,-0.000328221,combination1.5,Pembangunan ITF
103,2028,10498.13227,-8111.583866,19299.8602,540396.0857,0.543948617,-0.000298291,combination1.5,Pembangunan ITF
104,2029,738.5041349,-7373.079731,19299.8602,559695.9459,0.03826474,-0.000298187,combination1.5,Pembangunan ITF
105,2030,734.2082066,-6638.871524,19299.8602,578995.8061,0.038042152,-0.000298094,combination1.5,Pembangunan ITF
106,2010,-1866.778426,-1866.778426,3144.277211,3144.277211,-0.593706693,-1.67E-05,combination1.6,Pembangunan TPS 3R
107,2011,66.52447773,-1800.253948,3144.277211,6288.554422,0.02115732,-1.72E-05,combination1.6,Pembangunan TPS 3R
108,2012,66.75147596,-1733.502472,3144.277211,9432.831633,0.021229514,-1.77E-05,combination1.6,Pembangunan TPS 3R
109,2013,66.91553409,-1666.586938,3144.277211,12577.10884,0.02128169,-1.82E-05,combination1.6,Pembangunan TPS 3R
110,2014,67.02265893,-1599.564279,3144.277211,15721.38606,0.02131576,-1.86E-05,combination1.6,Pembangunan TPS 3R
111,2015,67.07830952,-1532.48597,3144.277211,18865.66327,0.021333459,-1.89E-05,combination1.6,Pembangunan TPS 3R
112,2016,67.08746044,-1465.398509,3144.277211,22009.94048,0.02133637,-1.93E-05,combination1.6,Pembangunan TPS 3R
113,2017,67.05468002,-1398.343829,3144.277211,25154.21769,0.021325944,-1.96E-05,combination1.6,Pembangunan TPS 3R
114,2018,66.98404269,-1331.359787,3144.277211,28298.4949,0.021303479,-1.99E-05,combination1.6,Pembangunan TPS 3R
115,2019,66.87933322,-1264.480453,3144.277211,31442.77211,0.021270177,-2.02E-05,combination1.6,Pembangunan TPS 3R
116,2020,66.74398184,-1197.736471,3144.277211,34587.04932,0.02122713,-2.05E-05,combination1.6,Pembangunan TPS 3R
117,2021,66.5811172,-1131.155354,3144.277211,37731.32653,0.021175333,-2.07E-05,combination1.6,Pembangunan TPS 3R
118,2022,66.39360096,-1064.761753,3144.277211,40875.60374,0.021115696,-2.10E-05,combination1.6,Pembangunan TPS 3R
119,2023,66.18403353,-998.5777198,3144.277211,44019.88096,0.021049045,-2.12E-05,combination1.6,Pembangunan TPS 3R
120,2024,65.95480674,-932.6229131,3144.277211,47164.15817,0.020976142,-2.14E-05,combination1.6,Pembangunan TPS 3R
121,2025,65.70810155,-866.9148115,3144.277211,50308.43538,0.020897681,-2.16E-05,combination1.6,Pembangunan TPS 3R
122,2026,65.4458846,-801.4689269,3144.277211,53452.71259,0.020814286,-2.17E-05,combination1.6,Pembangunan TPS 3R
123,2027,65.16998899,-736.2989379,3144.277211,56596.9898,0.020726541,-2.19E-05,combination1.6,Pembangunan TPS 3R
124,2028,64.88207419,-671.4168637,3144.277211,59741.26701,0.020634973,-2.21E-05,combination1.6,Pembangunan TPS 3R
125,2029,64.58365812,-606.8332056,3144.277211,62885.54422,0.020540065,-2.22E-05,combination1.6,Pembangunan TPS 3R
126,2030,64.27612358,-542.557082,3144.277211,66029.82143,0.020442257,-2.23E-05,combination1.6,Pembangunan TPS 3R
127,2010,-15890.37673,-15890.37673,11122.48865,11122.48865,-1.428670978,-0.000137073,combination1.7,Pembangunan IPAL Aerob
128,2011,16156.97589,266.5991645,0,11122.48865,Inf,-8.13E-06,combination1.7,Pembangunan IPAL Aerob
129,2012,-15415.97798,-15149.37881,11122.48865,22244.97729,-1.386018765,-0.000128607,combination1.7,Pembangunan IPAL Aerob
130,2013,15683.21151,533.8326936,0,22244.97729,Inf,-1.54E-05,combination1.7,Pembangunan IPAL Aerob
131,2014,-14938.38296,-14404.55026,11122.48865,33367.46594,-1.343079182,-0.00012087,combination1.7,Pembangunan IPAL Aerob
132,2015,15206.25085,801.7005859,0,33367.46594,Inf,-2.20E-05,combination1.7,Pembangunan IPAL Aerob
133,2016,-14460.80198,-13659.10139,11122.48865,44489.95459,-1.300140862,-0.000113856,combination1.7,Pembangunan IPAL Aerob
134,2017,14729.30423,1070.202843,0,44489.95459,Inf,-2.78E-05,combination1.7,Pembangunan IPAL Aerob
135,2018,-13985.85242,-12915.64958,11122.48865,55612.44323,-1.257439128,-0.000107543,combination1.7,Pembangunan IPAL Aerob
136,2019,14254.98904,1339.339465,0,55612.44323,Inf,-3.30E-05,combination1.7,Pembangunan IPAL Aerob
137,2020,-13515.65872,-12176.31925,11122.48865,66734.93188,-1.215164982,-0.000101899,combination1.7,Pembangunan IPAL Aerob
138,2021,13785.42971,1609.110456,0,66734.93188,Inf,-3.76E-05,combination1.7,Pembangunan IPAL Aerob
139,2022,-13051.93475,-11442.8243,11122.48865,77857.42052,-1.173472517,-9.69E-05,combination1.7,Pembangunan IPAL Aerob
140,2023,13322.3401,1879.515804,-2.98E-08,77857.42052,-4.47024E+11,-4.16E-05,combination1.7,Pembangunan IPAL Aerob
141,2024,-12596.05189,-10716.53609,11122.48865,88979.90917,-1.132485031,-9.25E-05,combination1.7,Pembangunan IPAL Aerob
142,2025,12867.09161,2150.555516,0,88979.90917,Inf,-4.51E-05,combination1.7,Pembangunan IPAL Aerob
143,2026,-12149.09546,-9998.539946,11122.48865,100102.3978,-1.0923001,-8.86E-05,combination1.7,Pembangunan IPAL Aerob
144,2027,12420.76955,2422.2296,-5.96E-08,100102.3978,-2.08386E+11,-4.82E-05,combination1.7,Pembangunan IPAL Aerob
145,2028,-11711.91163,-9289.68203,11122.48865,111224.8865,-1.052993804,-8.52E-05,combination1.7,Pembangunan IPAL Aerob
146,2029,11984.22007,2694.538042,0,111224.8865,Inf,-5.08E-05,combination1.7,Pembangunan IPAL Aerob
147,2030,-11285.14649,-8590.608452,11122.48865,122347.3751,-1.014624231,-8.23E-05,combination1.7,Pembangunan IPAL Aerob
148,2010,-2482.868243,-2482.868243,1737.88913,1737.88913,-1.428668953,-2.14E-05,combination1.8,Pembangunan Septic Tank Komunal
149,2011,78.71974864,-2404.148494,1737.88913,3475.77826,0.045296186,-2.14E-05,combination1.8,Pembangunan Septic Tank Komunal
150,2012,79.08898933,-2325.059505,1737.88913,5213.667389,0.045508651,-2.13E-05,combination1.8,Pembangunan Septic Tank Komunal
151,2013,79.38556681,-2245.673938,1737.88913,6951.556519,0.045679305,-2.12E-05,combination1.8,Pembangunan Septic Tank Komunal
152,2014,79.61642677,-2166.057511,1737.88913,8689.445649,0.045812144,-2.12E-05,combination1.8,Pembangunan Septic Tank Komunal
153,2015,79.78789829,-2086.269613,1737.88913,10427.33478,0.04591081,-2.11E-05,combination1.8,Pembangunan Septic Tank Komunal
154,2016,79.90574315,-2006.36387,1737.88913,12165.22391,0.04597862,-2.10E-05,combination1.8,Pembangunan Septic Tank Komunal
155,2017,79.97521382,-1926.388656,1737.88913,13903.11304,0.046018594,-2.10E-05,combination1.8,Pembangunan Septic Tank Komunal
156,2018,80.00110565,-1846.38755,1737.88913,15641.00217,0.046033492,-2.09E-05,combination1.8,Pembangunan Septic Tank Komunal
157,2019,79.98779336,-1766.399757,1737.88913,17378.8913,0.046025832,-2.08E-05,combination1.8,Pembangunan Septic Tank Komunal
158,2020,79.9392662,-1686.460491,1737.88913,19116.78043,0.045997909,-2.08E-05,combination1.8,Pembangunan Septic Tank Komunal
159,2021,1117.720364,-568.7401266,868.9445649,19985.72499,1.286296514,-1.57E-05,combination1.8,Pembangunan Septic Tank Komunal
160,2022,40.82944255,-527.910684,868.9445649,20854.66956,0.046987396,-1.57E-05,combination1.8,Pembangunan Septic Tank Komunal
161,2023,40.76267189,-487.1480121,868.9445648,21723.61412,0.046910555,-1.56E-05,combination1.8,Pembangunan Septic Tank Komunal
162,2024,40.68470646,-446.4633057,868.9445648,22592.55869,0.046820831,-1.56E-05,combination1.8,Pembangunan Septic Tank Komunal
163,2025,40.59680324,-405.8665024,868.9445648,23461.50325,0.04671967,-1.56E-05,combination1.8,Pembangunan Septic Tank Komunal
164,2026,40.50012685,-365.3663756,868.9445649,24330.44782,0.046608413,-1.55E-05,combination1.8,Pembangunan Septic Tank Komunal
165,2027,40.39573922,-324.9706363,868.9445648,25199.39238,0.046488281,-1.55E-05,combination1.8,Pembangunan Septic Tank Komunal
166,2028,40.28461813,-284.6860182,868.9445649,26068.33695,0.046360401,-1.55E-05,combination1.8,Pembangunan Septic Tank Komunal
167,2029,40.16765509,-244.5183631,868.9445649,26937.28151,0.046225797,-1.55E-05,combination1.8,Pembangunan Septic Tank Komunal
168,2030,40.04566713,-204.472696,868.9445649,27806.22608,0.046085411,-1.54E-05,combination1.8,Pembangunan Septic Tank Komunal
169,2010,602.7463487,602.7463487,2822.491542,2822.491542,0.213551162,4.07E-06,combination1.9,Pengadaan Pupuk Organik
170,2011,-400.1896352,202.5567135,2822.491542,5644.983084,-0.141785947,-5.36E-08,combination1.9,Pengadaan Pupuk Organik
171,2012,-397.1200751,-194.5633616,2822.491542,8467.474626,-0.140698411,-3.95E-06,combination1.9,Pengadaan Pupuk Organik
172,2013,-394.2570982,-588.8204598,2822.491542,11289.96617,-0.139684067,-7.62E-06,combination1.9,Pengadaan Pupuk Organik
173,2014,-391.5854276,-980.4058874,2822.491542,14112.45771,-0.138737503,-1.11E-05,combination1.9,Pengadaan Pupuk Organik
174,2015,-389.0910438,-1369.496931,2822.491542,16934.94925,-0.13785375,-1.43E-05,combination1.9,Pengadaan Pupuk Organik
175,2016,-386.7610672,-1756.257998,2822.491542,19757.44079,-0.137028247,-1.74E-05,combination1.9,Pengadaan Pupuk Organik
176,2017,-384.5836611,-2140.841659,2822.491542,22579.93234,-0.136256798,-2.03E-05,combination1.9,Pengadaan Pupuk Organik
177,2018,-382.5479218,-2523.389581,2822.491542,25402.42388,-0.135535542,-2.30E-05,combination1.9,Pengadaan Pupuk Organik
178,2019,-380.6438124,-2904.033394,2822.491542,28224.91542,-0.134860922,-2.56E-05,combination1.9,Pengadaan Pupuk Organik
179,2020,-378.8620863,-3282.89548,2822.491542,31047.40696,-0.134229662,-2.80E-05,combination1.9,Pengadaan Pupuk Organik
180,2021,-377.1941973,-3660.089677,2822.491542,33869.8985,-0.133638734,-3.03E-05,combination1.9,Pengadaan Pupuk Organik
181,2022,-375.6322695,-4035.721947,2822.491542,36692.39005,-0.133085348,-3.24E-05,combination1.9,Pengadaan Pupuk Organik
182,2023,-374.1690214,-4409.890968,2822.491542,39514.88159,-0.132566924,-3.44E-05,combination1.9,Pengadaan Pupuk Organik
183,2024,-372.7977054,-4782.688674,2822.491542,42337.37313,-0.132081071,-3.63E-05,combination1.9,Pengadaan Pupuk Organik
184,2025,-371.5120959,-5154.20077,2822.491542,45159.86467,-0.131625583,-3.80E-05,combination1.9,Pengadaan Pupuk Organik
185,2026,-370.3064154,-5524.507185,2822.491542,47982.35622,-0.131198415,-3.96E-05,combination1.9,Pengadaan Pupuk Organik
186,2027,-369.1753134,-5893.682498,2822.491542,50804.84776,-0.130797669,-4.12E-05,combination1.9,Pengadaan Pupuk Organik
187,2028,-368.1138401,-6261.796339,2822.491542,53627.3393,-0.130421592,-4.26E-05,combination1.9,Pengadaan Pupuk Organik
188,2029,-367.1173713,-6628.91371,2822.491542,56449.83084,-0.130068546,-4.40E-05,combination1.9,Pengadaan Pupuk Organik
189,2030,-366.1816363,-6995.095346,2822.491542,59272.32238,-0.129737018,-4.52E-05,combination1.9,Pengadaan Pupuk Organik
190,2010,-12.84125257,-12.84125257,44.7446423,44.7446423,-0.286989725,-1.23E-07,combination1.10,Alat Pencacah Pupuk Organik (APPO)
191,2011,-35.61148236,-48.45273493,44.7446423,89.4892846,-0.795882602,-4.22E-07,combination1.10,Alat Pencacah Pupuk Organik (APPO)
192,2012,-54.84532604,-103.298061,35.79571384,125.2849985,-1.532175787,-8.50E-07,combination1.10,Alat Pencacah Pupuk Organik (APPO)
193,2013,-73.22129809,-176.5193591,26.8467854,152.1317838,-2.727376742,-1.39E-06,combination1.10,Alat Pencacah Pupuk Organik (APPO)
194,2014,-90.66088527,-267.1802443,26.8467854,178.9785693,-3.37697359,-2.01E-06,combination1.10,Alat Pencacah Pupuk Organik (APPO)
195,2015,-108.8957933,-376.0760376,26.84678537,205.8253546,-4.056194877,-2.73E-06,combination1.10,Alat Pencacah Pupuk Organik (APPO)
196,2016,-127.1312351,-503.2072726,26.8467854,232.6721401,-4.735436038,-3.52E-06,combination1.10,Alat Pencacah Pupuk Organik (APPO)
197,2017,-145.3672653,-648.5745379,26.8467854,259.5189254,-5.41469912,-4.38E-06,combination1.10,Alat Pencacah Pupuk Organik (APPO)
198,2018,-163.6038187,-812.1783566,26.8467854,286.3657107,-6.093981692,-5.29E-06,combination1.10,Alat Pencacah Pupuk Organik (APPO)
199,2019,-181.8407416,-994.0190983,26.8467854,313.2124963,-6.773278028,-6.24E-06,combination1.10,Alat Pencacah Pupuk Organik (APPO)
200,2020,-200.0781014,-1194.0972,26.8467854,340.0592816,-7.452590633,-7.24E-06,combination1.10,Alat Pencacah Pupuk Organik (APPO)
201,2021,-218.3157736,-1412.412973,26.8467854,366.9060669,-8.131914879,-8.26E-06,combination1.10,Alat Pencacah Pupuk Organik (APPO)
202,2022,-236.5539646,-1648.966938,26.84678537,393.7528524,-8.811258458,-9.31E-06,combination1.10,Alat Pencacah Pupuk Organik (APPO)
203,2023,-254.7922317,-1903.75917,26.84678537,420.5996375,-9.49060486,-1.04E-05,combination1.10,Alat Pencacah Pupuk Organik (APPO)
204,2024,-273.03064,-2176.78981,26.84678534,447.4464231,-10.16995654,-1.14E-05,combination1.10,Alat Pencacah Pupuk Organik (APPO)
205,2025,-309.0500785,-2485.839888,26.84678531,474.2932081,-11.51162327,-1.26E-05,combination1.10,Alat Pencacah Pupuk Organik (APPO)
206,2026,-309.50914,-2795.349028,26.84678537,501.1399937,-11.52872256,-1.37E-05,combination1.10,Alat Pencacah Pupuk Organik (APPO)
207,2027,-327.7479109,-3123.096939,26.84678531,527.9867792,-12.20808775,-1.47E-05,combination1.10,Alat Pencacah Pupuk Organik (APPO)
208,2028,-345.9875459,-3469.084485,26.84678537,554.8335643,-12.88748508,-1.58E-05,combination1.10,Alat Pencacah Pupuk Organik (APPO)
209,2029,-364.2274548,-3833.31194,26.84678537,581.6803498,-13.56689264,-1.68E-05,combination1.10,Alat Pencacah Pupuk Organik (APPO)
