,Year,TotalEmission,CummulativeEmission,ResultTotalGDP,CummulativeGDP,EmissionIntensity,CummulativeEmissionIntensity,ID,ScenarioName
3658,2013,11731.84242,-59381.48541,57101.89545,281824.0205,0.205454518,-0.000596175,combination2.156,
3659,2014,-22415.85084,-81797.33626,68224.3841,350048.4046,-0.328560692,-0.000768598,combination2.156,
3660,2015,6739.971612,-75057.36464,57101.89545,407150.3,0.118034114,-0.000739593,combination2.156,
3661,2016,-25784.78746,-100842.1521,60395.25243,467545.5525,-0.426934013,-0.000913308,combination2.156,
3662,2017,-7149.960183,-107992.1123,49272.76378,516818.3163,-0.145109785,-0.000966375,combination2.156,
3663,2018,-39766.94799,-147759.0603,60395.25243,577213.5687,-0.658444934,-0.001199256,combination2.156,
3664,2019,-88822.1064,-236581.1667,49272.76378,626486.3325,-1.80266134,-0.001673721,combination2.156,
3665,2020,-163689.3785,-400270.5451,60395.25243,686881.5849,-2.710302083,-0.002494175,combination2.156,
3666,2021,-173873.9743,-574144.5194,48385.01526,735266.6002,-3.593550056,-0.003314254,combination2.156,
3667,2022,-231858.078,-806002.5975,59507.50391,794774.1041,-3.896283037,-0.00434517,combination2.156,
3668,2023,-230465.7465,-1036468.344,48385.01526,843159.1193,-4.763163662,-0.005309539,combination2.156,
3669,2024,-273287.1863,-1309755.53,56747.57279,899906.6921,-4.815839214,-0.006386678,combination2.156,
3670,2025,-265475.192,-1575230.722,45450.93817,945357.6303,-5.840917762,-0.007370255,combination2.156,
3671,2026,-304690.7233,-1879921.446,56455.88694,1001813.517,-5.396969913,-0.008432559,combination2.156,
3672,2027,-289460.6603,-2169382.106,45333.3983,1047146.916,-6.385152474,-0.009380045,combination2.156,
3673,2028,-312352.5274,-2481734.633,46805.95684,1093952.872,-6.6733499,-0.010339979,combination2.156,
3674,2029,-307074.0153,-2788808.649,35192.28392,1129145.156,-8.725606327,-0.011224441,combination2.156,
3675,2030,-332652.2947,-3121460.943,44738.86194,1173884.018,-7.435421472,-0.01212355,combination2.156,
3676,2010,-110399.2279,-110399.2279,84532.43229,84532.43229,-1.305998477,-0.000954817,combination2.157,
3677,2011,20092.48888,-90306.73899,69843.12857,154375.5609,0.287680253,-0.000817457,combination2.157,
3678,2012,-16505.12911,-106811.8681,75365.71135,229741.2722,-0.219000508,-0.000966166,combination2.157,
3679,2013,12661.23863,-94150.62947,58774.94451,288516.2167,0.215418981,-0.000892021,combination2.157,
3680,2014,-21509.618,-115660.2475,69897.43316,358413.6499,-0.307731157,-0.001058696,combination2.157,
3681,2015,7624.710114,-108035.5373,58774.94451,417188.5944,0.129727219,-0.001024373,combination2.157,
3682,2016,-24919.99181,-132955.5292,62068.30149,479256.8959,-0.401493052,-0.001193164,combination2.157,
3683,2017,-6303.664364,-139259.1935,50945.81284,530202.7087,-0.123732727,-0.001241672,combination2.157,
3684,2018,-38937.11611,-178196.3096,62068.30149,592271.0102,-0.627326915,-0.001470325,combination2.157,
3685,2019,-193428.4906,-371624.8002,50945.81284,643216.823,-3.796749522,-0.002492174,combination2.157,
3686,2020,-331512.6016,-703137.4018,62068.30149,705285.1245,-5.341093499,-0.004142375,combination2.157,
3687,2021,-392411.6088,-1095549.011,50058.06432,755343.1889,-7.839128703,-0.005982672,combination2.157,
3688,2022,-491381.6287,-1586930.639,61180.55297,816523.7418,-8.031663737,-0.008156695,combination2.157,
3689,2023,-522162.8172,-2109093.457,50058.06432,866581.8061,-10.4311428,-0.010332353,combination2.157,
3690,2024,-590793.3743,-2699886.831,58420.62185,925002.428,-10.11275395,-0.01265153,combination2.157,
3691,2025,-604201.3957,-3304088.226,47123.98722,972126.4152,-12.82152533,-0.014882375,combination2.157,
3692,2026,-660170.5865,-3964258.813,58128.936,1030255.351,-11.35700448,-0.01717585,combination2.157,
3693,2027,-649630.8342,-4613889.647,46432.31517,1076687.666,-13.99092059,-0.019295659,combination2.157,
3694,2028,-691718.3168,-5305607.964,47904.87372,1124592.54,-14.43941426,-0.021415242,combination2.157,
3695,2029,-695150.0424,-6000758.006,36291.2008,1160883.741,-19.15478207,-0.023412945,combination2.157,
3696,2030,-727541.6108,-6728299.617,45837.77882,1206721.52,-15.87209567,-0.025374308,combination2.157,
3697,2010,-95782.59159,-95782.59159,63464.18718,63464.18718,-1.509238452,-0.000824966,combination2.158,
3698,2011,17677.70621,-78104.88538,51144.68586,114608.873,0.345641114,-0.000700721,combination2.158,
3699,2012,-15797.11113,-93901.9965,62126.5979,176735.4709,-0.254272915,-0.000839942,combination2.158,
3700,2013,14858.58739,-79043.40911,50995.16033,227730.6313,0.291372501,-0.000747664,combination2.158,
3701,2014,-16139.23509,-95182.6442,62117.64897,289848.2802,-0.259817224,-0.000875392,combination2.158,
3702,2015,13620.37657,-81562.26763,50995.16033,340843.4406,0.267091553,-0.000800064,combination2.158,
3703,2016,-23778.38178,-105340.6494,62117.64897,402961.0895,-0.382795907,-0.000961829,combination2.158,
3704,2017,609.9075097,-104730.7419,50995.16033,453956.2499,0.011960106,-0.000969965,combination2.158,
3705,2018,-32031.8513,-136762.5932,62117.64897,516073.8988,-0.515664257,-0.001160449,combination2.158,
3706,2019,-186530.8406,-323293.4338,50995.16033,567069.0592,-3.657814574,-0.002146236,combination2.158,
3707,2020,-324622.5672,-647916.0011,62117.64897,629186.7081,-5.225931319,-0.003762393,combination2.158,
3708,2021,-385529.1908,-1033445.192,50107.41181,679294.12,-7.694055169,-0.005570579,combination2.158,
3709,2022,-484506.8276,-1517952.02,61229.90046,740524.0204,-7.912912221,-0.007714335,combination2.158,
3710,2023,-515295.6336,-2033247.653,50107.41181,790631.4322,-10.2838206,-0.009861491,combination2.158,
3711,2024,-583934.5018,-2617182.155,58469.96933,849101.4016,-9.986913084,-0.012153849,combination2.158,
3712,2025,-597350.1416,-3214532.297,47173.33471,896274.7363,-12.66287714,-0.014359477,combination2.158,
3713,2026,-653326.9514,-3867859.248,58178.28349,954453.0198,-11.22973921,-0.01662926,combination2.158,
3714,2027,-642794.8185,-4510654.066,46481.66266,1000934.682,-13.82899797,-0.018726827,combination2.158,
3715,2028,-684889.9208,-5195543.987,47954.2212,1048888.904,-14.28216127,-0.020825545,combination2.158,
3716,2029,-688329.9594,-5883873.947,36340.54829,1085229.452,-18.94110001,-0.022803691,combination2.158,
3717,2030,-720729.1482,-6604603.095,45887.12631,1131116.578,-15.70656535,-0.024746735,combination2.158,
3718,2010,-110785.3835,-110785.3835,84307.63122,84307.63122,-1.314061158,-0.000957976,combination2.159,
3719,2011,20099.91605,-90685.46745,69618.06602,153925.6972,0.288716955,-0.000820483,combination2.159,
3720,2012,-16505.37992,-107190.8474,75140.64879,229066.346,-0.219659801,-0.000969123,combination2.159,
3721,2013,12652.11249,-94538.73488,58549.88195,287616.228,0.21609117,-0.000894979,combination2.159,
3722,2014,-21526.89357,-116065.6285,69672.3706,357288.5986,-0.308973175,-0.001061709,combination2.159,
3723,2015,7599.315956,-108466.3125,58549.88195,415838.4805,0.129792165,-0.001027493,combination2.159,
3724,2016,-24953.47562,-133419.7881,61843.23893,477681.7195,-0.403495613,-0.001196436,combination2.159,
3725,2017,-6345.210707,-139764.9988,50720.75029,528402.4698,-0.125100884,-0.001245134,combination2.159,
3726,2018,-38987.39257,-178752.3914,61843.23893,590245.7087,-0.630422876,-0.001474018,combination2.159,
3727,2019,-193486.7803,-372239.1717,50720.75029,640966.459,-3.814746021,-0.002496126,combination2.159,
3728,2020,-331578.8823,-703818.0541,61843.23893,702809.6979,-5.361602789,-0.004146612,combination2.159,
3729,2021,-392485.8597,-1096303.914,49833.00177,752642.6997,-7.876022832,-0.005987215,combination2.159,
3730,2022,-491463.83,-1587767.744,60955.49041,813598.1901,-8.062667148,-0.008161562,combination2.159,
3731,2023,-522252.9508,-2110020.695,49833.00177,863431.1919,-10.48006205,-0.01033756,combination2.159,
3732,2024,-590892.1159,-2700912.81,58195.55929,921626.7511,-10.15356022,-0.01265709,combination2.159,
3733,2025,-604308.0361,-3305220.847,46898.92467,968525.6758,-12.88532819,-0.014888297,combination2.159,
3734,2026,-660285.1108,-3965505.957,57903.87345,1026429.549,-11.40312507,-0.017182139,combination2.159,
3735,2027,-649753.2283,-4615259.186,46207.25262,1072636.802,-14.06171524,-0.01930232,combination2.159,
3736,2028,-691848.5675,-5307107.753,47679.81116,1120316.613,-14.51030427,-0.021422277,combination2.159,
3737,2029,-695288.8302,-6002396.583,36066.13825,1156382.751,-19.27816129,-0.023420354,combination2.159,
3738,2030,-727688.2312,-6730084.815,45612.71626,1201995.468,-15.95362633,-0.025382089,combination2.159,
3739,2010,-109045.846,-109045.846,83215.27003,83215.27003,-1.310406683,-0.000943013,combination2.160,
3740,2011,19202.10513,-89843.74082,69723.24047,152938.5105,0.275404657,-0.00081272,combination2.160,
3741,2012,-15772.33166,-105616.0725,75377.45093,228315.9614,-0.209244694,-0.000955868,combination2.160,
3742,2013,13550.12906,-92065.94341,58786.68409,287102.6455,0.23049657,-0.000875314,combination2.160,
3743,2014,-20537.56089,-112603.5043,69909.17273,357011.8183,-0.293774909,-0.00103533,combination2.160,
3744,2015,8680.626804,-103922.8775,58786.68409,415798.5023,0.147663148,-0.000994144,combination2.160,
3745,2016,-23780.21564,-127703.0931,62080.04107,477878.5434,-0.383057344,-0.001155911,combination2.160,
3746,2017,-5080.028829,-132783.122,50957.55242,528836.0958,-0.099691382,-0.001197273,combination2.160,
3747,2018,-37631.00731,-170414.1293,62080.04107,590916.1369,-0.606169176,-0.001418708,combination2.160,
3748,2019,-192038.5226,-362452.6519,50957.55242,641873.6893,-3.768597853,-0.00243329,combination2.160,
3749,2020,-330038.7746,-692491.4265,62080.04107,703953.7304,-5.316342723,-0.004076209,combination2.160,
3750,2021,-390862.525,-1083353.951,50088.60786,754042.3382,-7.803421611,-0.005909282,combination2.160,
3751,2022,-489785.2688,-1573139.22,61211.0965,815253.4347,-8.001576458,-0.00807628,combination2.160,
3752,2023,-520529.0297,-2093668.25,50088.60785,865342.0426,-10.39216405,-0.01024516,combination2.160,
3753,2024,-589122.1595,-2682790.409,58451.16538,923793.208,-10.07887791,-0.012557805,combination2.160,
3754,2025,-602492.0608,-3285282.47,47154.53076,970947.7387,-12.77697076,-0.014782361,combination2.160,
3755,2026,-658423.1319,-3943705.602,58159.47953,1029107.218,-11.32099422,-0.017069789,combination2.160,
3756,2027,-647845.2601,-4591550.862,46462.85871,1075570.077,-13.94329316,-0.01918379,combination2.160,
3757,2028,-689894.6235,-5281445.486,47935.41725,1123505.494,-14.39216894,-0.021297803,combination2.160,
3758,2029,-693288.923,-5974734.409,36321.74433,1159827.239,-19.0874347,-0.023290171,combination2.160,
3759,2030,-725642.3725,-6700376.781,45868.32235,1205695.561,-15.82012019,-0.025246428,combination2.160,
3760,2010,-103846.1399,-103846.1399,79061.91793,79061.91793,-1.313478634,-0.000897978,combination2.161,
3761,2011,20100.24376,-83745.89616,64372.61421,143434.5321,0.312248368,-0.000758756,combination2.161,
3762,2012,-16272.06001,-100017.9562,69895.19698,213329.7291,-0.232806555,-0.000903995,combination2.161,
3763,2013,13119.1443,-86898.81187,53304.43015,266634.1593,0.246117335,-0.000824945,combination2.161,
3764,2014,-20825.98839,-107724.8003,64426.91879,331061.0781,-0.323249796,-0.000985425,combination2.161,
3765,2015,8534.239139,-99190.56112,53304.43015,384365.5082,0.16010375,-0.000943768,combination2.161,
3766,2016,-23784.40432,-122974.9654,56597.78712,440963.2953,-0.420235587,-0.001104222,combination2.161,
3767,2017,-4941.874635,-127916.8401,45475.29848,486438.5938,-0.108671626,-0.001143521,combination2.161,
3768,2018,-37349.6883,-165266.5284,56597.78712,543036.3809,-0.659914286,-0.001362219,combination2.161,
3769,2019,-191614.6154,-356881.1438,45475.29848,588511.6794,-4.213597752,-0.002373477,combination2.161,
3770,2020,-329472.1745,-686353.3183,56597.78712,645109.4665,-5.821290748,-0.004012556,combination2.161,
3771,2021,-390144.5362,-1076497.855,44587.54996,689697.0165,-8.750077917,-0.005841301,combination2.161,
3772,2022,-488887.8257,-1565385.68,55710.0386,745407.0551,-8.775578657,-0.00800343,combination2.161,
3773,2023,-519442.2093,-2084827.89,44587.54996,789994.605,-11.64993837,-0.010166941,combination2.161,
3774,2024,-590447.7663,-2675275.656,55710.0386,845704.6437,-10.59858835,-0.01248437,combination2.161,
3775,2025,-601036.8483,-3276312.504,44413.40398,890118.0476,-13.53278052,-0.014703194,combination2.161,
3776,2026,-656896.3567,-3933208.861,55418.35276,945536.4004,-11.85340819,-0.016984985,combination2.161,
3777,2027,-646246.8985,-4579455.759,43721.73193,989258.1323,-14.78090803,-0.019093456,combination2.161,
3778,2028,-688224.6552,-5267680.415,45194.29047,1034452.423,-15.22813276,-0.021202059,combination2.161,
3779,2029,-691547.3305,-5959227.745,33580.61756,1068033.04,-20.59364541,-0.023189145,combination2.161,
3780,2030,-723829.1399,-6683056.885,43127.19558,1111160.236,-16.78358934,-0.025140258,combination2.161,
3781,2010,-128834.0654,-128834.0654,83599.40132,83599.40132,-1.541088374,-0.001109032,combination2.162,
3782,2011,21629.77747,-107204.2879,68910.0976,152509.4989,0.313884006,-0.000959096,combination2.162,
3783,2012,-14999.77441,-122204.0624,74432.68038,226942.1793,-0.201521352,-0.001096086,combination2.162,
3784,2013,14143.30184,-108060.7605,57841.91354,284784.0928,0.244516493,-0.001010975,combination2.162,
3785,2014,-20041.5646,-128102.3251,68964.40219,353748.495,-0.290607385,-0.001167332,combination2.162,
3786,2015,9086.655474,-119015.6696,57841.91354,411590.4086,0.157094655,-0.00112326,combination2.162,
3787,2016,-23456.88464,-142472.5543,61135.27052,472725.6791,-0.383688245,-0.001282803,combination2.162,
3788,2017,-4832.706956,-147305.2612,50012.78187,522738.461,-0.096629437,-0.001322504,combination2.162,
3789,2018,-37452.84798,-184758.1092,61135.27052,583873.7315,-0.612622594,-0.00154275,combination2.162,
3790,2019,-191924.5572,-376682.6665,50012.78187,633886.5134,-3.837510133,-0.002556546,combination2.162,
3791,2020,-329983.7943,-706666.4608,61135.27052,695021.7839,-5.397600952,-0.004199014,combination2.162,
3792,2021,-390853.1355,-1097519.596,49125.03335,744146.8172,-7.956292521,-0.006031872,combination2.162,
3793,2022,-489789.0803,-1587308.677,60247.522,804394.3392,-8.129613701,-0.008198726,combination2.162,
3794,2023,-520532.1373,-2107840.814,49125.03335,853519.3726,-10.59606685,-0.010367469,combination2.162,
3795,2024,-589121.5235,-2696962.337,57487.59088,911006.9635,-10.2478033,-0.012679971,combination2.162,
3796,2025,-602484.2488,-3299446.586,46190.95626,957197.9197,-13.04333787,-0.014904366,combination2.162,
3797,2026,-658404.9845,-3957851.571,57195.90503,1014393.825,-11.51140076,-0.017191608,combination2.162,
3798,2027,-647813.8705,-4605665.441,45499.2842,1059893.109,-14.23789147,-0.019305392,combination2.162,
3799,2028,-689847.3172,-5295512.758,46971.84275,1106864.952,-14.68640097,-0.021419153,combination2.162,
3800,2029,-691287.7468,-5986800.505,35849.3541,1142714.306,-19.28312975,-0.023405731,combination2.162,
3801,2030,-725747.8577,-6712548.363,45395.93212,1188110.238,-15.98706809,-0.025362226,combination2.162,
3802,2010,-110388.2428,-110388.2428,84537.03513,84537.03513,-1.305797425,-0.000954726,combination2.163,
3803,2011,20120.60601,-90267.63681,69847.73142,154384.7665,0.288063844,-0.000817144,combination2.163,
3804,2012,-16465.38555,-106733.0224,75379.26312,229764.0297,-0.218433888,-0.000965555,combination2.163,
3805,2013,12711.05639,-94021.96597,58797.44521,288561.4749,0.216183821,-0.000891058,combination2.163,
3806,2014,-21449.97068,-115471.9366,69919.93386,358481.4087,-0.306779047,-0.00105733,combination2.163,
3807,2015,7694.981177,-107776.9555,58797.44521,417278.8539,0.130872713,-0.001022556,combination2.163,
3808,2016,-24839.09752,-132616.053,62090.80219,479369.6561,-0.400044719,-0.001190854,combination2.163,
3809,2017,-6212.147226,-138828.2002,50968.31354,530337.9697,-0.121882534,-0.001238832,combination2.163,
3810,2018,-38835.66948,-177663.8697,62090.80219,592428.7719,-0.625465739,-0.001466929,combination2.163,
3811,2019,-193316.4219,-370980.2916,50968.31354,643397.0854,-3.792874601,-0.002488197,combination2.163,
3812,2020,-331389.9111,-702370.2027,62090.80219,705487.8876,-5.337181989,-0.004137795,combination2.163,
3813,2021,-392278.297,-1094648.5,50080.56502,755568.4526,-7.832944713,-0.005977474,combination2.163,
3814,2022,-491237.6956,-1585886.195,61203.05367,816771.5063,-8.026359245,-0.008150867,combination2.163,
3815,2023,-522008.2634,-2107894.459,50080.56502,866852.0713,-10.42337009,-0.010325887,combination2.163,
3816,2024,-590628.8931,-2698523.352,58443.12255,925295.1939,-10.10604614,-0.012644424,combination2.163,
3817,2025,-604008.5135,-3302531.865,47146.48792,972441.6818,-12.81131512,-0.014874562,combination2.163,
3818,2026,-659984.8643,-3962516.73,58151.4367,1030593.118,-11.34941631,-0.017167396,combination2.163,
3819,2027,-649434.4926,-4611951.222,46454.81587,1077047.934,-13.97991748,-0.019286569,combination2.163,
3820,2028,-691511.3553,-5303462.578,47927.37442,1124975.309,-14.42831709,-0.021405523,combination2.163,
3821,2029,-694933.154,-5998395.732,36313.7015,1161289.01,-19.13694075,-0.023402605,combination2.163,
3822,2030,-727314.1034,-6725709.835,45860.27952,1207149.29,-15.85934737,-0.025363359,combination2.163,
3823,2010,-111003.8304,-111003.8304,81759.28823,81759.28823,-1.357690763,-0.000958919,combination2.164,
3824,2011,20485.18416,-90518.64626,67069.98452,148829.2728,0.305429982,-0.000817513,combination2.164,
3825,2012,-16123.1108,-106641.7571,72592.56729,221421.84,-0.222104155,-0.000962459,combination2.164,
3826,2013,13032.09219,-93609.66487,56001.80045,277423.6405,0.23270845,-0.000884827,combination2.164,
3827,2014,-21149.04613,-114758.711,67124.2891,344547.9296,-0.315072925,-0.001048265,combination2.164,
3828,2015,7975.176427,-106783.5346,56001.80045,400549.7301,0.142409286,-0.001010943,combination2.164,
3829,2016,-24579.46769,-131363.0023,59295.15743,459844.8875,-0.414527404,-0.001176958,combination2.164,
3830,2017,-5972.93083,-137335.9331,48172.66879,508017.5563,-0.123990034,-0.001222897,combination2.164,
3831,2018,-38616.72538,-175952.6585,59295.15743,567312.7137,-0.651262718,-0.001449182,combination2.164,
3832,2019,-193117.6188,-369070.2773,48172.66879,615485.3825,-4.008862778,-0.002468845,combination2.164,
3833,2020,-331211.1272,-700281.4045,59295.15743,674780.5399,-5.585803993,-0.00411703,combination2.164,
3834,2021,-392119.4186,-1092400.823,47284.92027,722065.4602,-8.292694931,-0.005955471,combination2.164,
3835,2022,-491098.6173,-1583499.44,58407.40891,780472.8691,-8.408156199,-0.008127785,combination2.164,
3836,2023,-521888.8866,-2105388.327,47284.92027,827757.7894,-11.03711043,-0.010301874,combination2.164,
3837,2024,-590529.126,-2695917.453,55647.47779,883405.2672,-10.61196571,-0.012619612,combination2.164,
3838,2025,-603946.0515,-3299863.505,44350.84317,927756.1103,-13.61746493,-0.014849138,combination2.164,
3839,2026,-659924.067,-3959787.572,55355.79195,983111.9023,-11.92149988,-0.017141405,combination2.164,
3840,2027,-649393.0652,-4609180.637,43659.17112,1026771.073,-14.87415012,-0.019260108,combination2.164,
3841,2028,-691489.229,-5300669.866,45131.72966,1071902.803,-15.32157606,-0.021378682,combination2.164,
3842,2029,-694930.2641,-5995600.13,33518.05675,1105420.86,-20.73301174,-0.023375465,combination2.164,
3843,2030,-727330.3886,-6722930.518,43064.63476,1148485.495,-16.88927336,-0.025335989,combination2.164,
3844,2010,-107918.2158,-107918.2158,82843.89065,82843.89065,-1.302669575,-0.00093343,combination2.165,
3845,2011,20006.27478,-87911.94105,68154.58693,150998.4776,0.293542602,-0.000796203,combination2.165,
3846,2012,-16599.31986,-104511.2609,73677.16971,224675.6473,-0.225298012,-0.000945101,combination2.165,
3847,2013,12558.44952,-91952.81139,57086.40287,281762.0501,0.219990206,-0.000871205,combination2.165,
3848,2014,-21620.24799,-113573.0594,68208.89151,349970.9417,-0.316971109,-0.001038171,combination2.165,
3849,2015,7506.297485,-106066.7619,57086.40287,407057.3445,0.131490112,-0.00100418,combination2.165,
3850,2016,-25046.1345,-131112.8964,60379.75984,467437.1044,-0.414810105,-0.001173337,combination2.165,
3851,2017,-6437.489705,-137550.3861,49257.2712,516694.3756,-0.130691156,-0.001222238,combination2.165,
3852,2018,-39079.27441,-176629.6605,60379.75984,577074.1354,-0.647224741,-0.001451314,combination2.165,
3853,2019,-193578.2504,-370207.9109,49257.2712,626331.4066,-3.92994264,-0.002473605,combination2.165,
3854,2020,-331669.9285,-701877.8394,60379.75984,686711.1665,-5.493064718,-0.004124263,combination2.165,
3855,2021,-393614.3332,-1095492.173,49238.46724,735949.6337,-7.994041147,-0.005970028,combination2.165,
3856,2022,-491515.079,-1587007.252,60360.95589,796310.5896,-8.142930671,-0.008144501,combination2.165,
3857,2023,-522303.8183,-2109311.07,49238.46724,845549.0568,-10.60763764,-0.010320618,combination2.165,
3858,2024,-590942.6085,-2700253.678,57601.02477,903150.0816,-10.25923776,-0.012640258,combination2.165,
3859,2025,-604358.1604,-3304611.839,46304.39015,949454.4717,-13.05185445,-0.014871568,combination2.165,
3860,2026,-660334.8735,-3964946.712,57309.33892,1006763.811,-11.52229089,-0.017165507,combination2.165,
3861,2027,-649802.6362,-4614749.349,45612.71809,1052376.529,-14.2460845,-0.019285777,combination2.165,
3862,2028,-691897.6274,-5306646.976,47085.27664,1099461.805,-14.69456435,-0.021405818,combination2.165,
3863,2029,-695337.5491,-6001984.525,35471.60372,1134933.409,-19.60265328,-0.023403972,combination2.165,
3864,2030,-727736.6159,-6729721.141,45018.18174,1179951.591,-16.16539335,-0.02536578,combination2.165,
3865,2010,-94510.70734,-94510.70734,73459.29113,73459.29113,-1.286572548,-0.000817776,combination2.166,
3866,2011,3928.018634,-90582.68871,69892.47606,143351.7672,0.05620088,-0.000809439,combination2.166,
3867,2012,-1104.252896,-91686.94161,64292.57019,207644.3374,-0.017175436,-0.000837798,combination2.166,
3868,2013,-3045.376416,-94732.31802,58824.292,266468.6294,-0.051770728,-0.000877003,combination2.166,
3869,2014,-6602.248604,-101334.5666,58824.292,325292.9214,-0.112236771,-0.000938474,combination2.166,
3870,2015,-7620.165467,-108954.7321,58824.292,384117.2134,-0.129541134,-0.001003296,combination2.166,
3871,2016,-10505.42678,-119460.1589,50995.16033,435112.3737,-0.20600831,-0.001080518,combination2.166,
3872,2017,-21086.81873,-140546.9776,50995.16033,486107.534,-0.413506274,-0.001215385,combination2.166,
3873,2018,-25013.42088,-165560.3985,50995.16033,537102.6943,-0.49050578,-0.001364672,combination2.166,
3874,2019,-207753.2517,-373313.6502,50995.16033,588097.8547,-4.073979773,-0.002461444,combination2.166,
3875,2020,-318074.3305,-691387.9807,50995.16033,639093.015,-6.237343475,-0.004043133,combination2.166,
3876,2021,-406282.0425,-1097670.023,50107.41181,689200.4268,-8.108222474,-0.005948173,combination2.166,
3877,2022,-478422.3148,-1576092.338,50107.41181,739307.8386,-9.547935077,-0.008063286,combination2.166,
3878,2023,-535585.3957,-2111677.734,50107.41181,789415.2504,-10.68874596,-0.010294679,combination2.166,
3879,2024,-578305.8719,-2689983.606,47347.48069,836762.7311,-12.21407905,-0.012563401,combination2.166,
3880,2025,-617184.6552,-3307168.261,47173.33471,883936.0658,-13.08333742,-0.014842052,combination2.166,
3881,2026,-648145.2779,-3955313.539,47055.79484,930991.8607,-13.77397364,-0.017092471,combination2.166,
3882,2027,-662183.01,-4617496.549,46481.66266,977473.5233,-14.24611281,-0.019253138,combination2.166,
3883,2028,-680145.4312,-5297641.98,36831.73256,1014305.256,-18.46628936,-0.021336113,combination2.166,
3884,2029,-707281.6015,-6004923.582,36340.54829,1050645.804,-19.46260128,-0.023368618,combination2.166,
3885,2030,-716411.4237,-6721335.005,34764.63766,1085410.442,-20.60747564,-0.025298965,combination2.166,
3886,2010,-108534.3056,-108534.3056,81437.50256,81437.50256,-1.332731263,-0.000938105,combination2.167,
3887,2011,20018.47005,-88515.8356,66748.19885,148185.7014,0.299910266,-0.000800318,combination2.167,
3888,2012,-16586.98235,-105102.8179,72270.78162,220456.483,-0.229511595,-0.000948685,combination2.167,
3889,2013,12570.91956,-92531.89839,55680.01478,276136.4978,0.225770765,-0.000874286,combination2.167,
3890,2014,-21607.65422,-114139.5526,66802.50343,342939.0013,-0.323455756,-0.001040779,combination2.167,
3891,2015,7519.007074,-106620.5455,55680.01478,398619.016,0.135039603,-0.00100634,combination2.167,
3892,2016,-25033.31622,-131653.8618,58973.37176,457592.3878,-0.424485076,-0.001175074,combination2.167,
3893,2017,-6424.569171,-138078.4309,47850.88312,505443.2709,-0.134262291,-0.001223578,combination2.167,
3894,2018,-39066.25734,-177144.6883,58973.37176,564416.6427,-0.662438931,-0.001452278,combination2.167,
3895,2019,-193565.142,-370709.8302,47850.88312,612267.5258,-4.045173869,-0.002474217,combination2.167,
3896,2020,-331656.7332,-702366.5635,58973.37176,671240.8976,-5.623838748,-0.004124543,combination2.167,
3897,2021,-392563.1939,-1094929.757,46963.1346,718204.0322,-8.358964905,-0.005964997,combination2.167,
3898,2022,-491540.6432,-1586470.401,58085.62324,776289.6554,-8.462346029,-0.008139205,combination2.167,
3899,2023,-522329.2397,-2108799.64,46963.1346,823252.79,-11.12211193,-0.010315071,combination2.167,
3900,2024,-590967.8786,-2699767.519,55325.69212,878578.4821,-10.68161745,-0.012634479,combination2.167,
3901,2025,-604383.2717,-3304150.791,44029.0575,922607.5396,-13.72691822,-0.01486557,combination2.167,
3902,2026,-660359.8193,-3964510.61,55034.00628,977641.5459,-11.99912316,-0.017159305,combination2.167,
3903,2027,-649827.4105,-4614338.02,43337.38545,1020978.931,-14.99461501,-0.019279383,combination2.167,
3904,2028,-691922.2249,-5306260.245,44809.94399,1065788.875,-15.44126511,-0.021399245,combination2.167,
3905,2029,-695361.9651,-6001622.21,33196.27108,1098985.146,-20.94699021,-0.023397232,combination2.167,
3906,2030,-727760.8463,-6729383.057,42742.84909,1141727.996,-17.02649359,-0.025358883,combination2.167,
3907,2010,-72207.86688,-72207.86688,55631.98947,55631.98947,-1.297955863,-0.000624665,combination2.168,
3908,2011,18924.19614,-53283.67074,40942.68575,96574.67523,0.462211889,-0.000487115,combination2.168,
3909,2012,-17684.01271,-70967.68345,46465.26853,143039.9438,-0.380585613,-0.000635793,combination2.168,
3910,2013,11472.18948,-59495.49397,29874.50169,172914.4454,0.384012748,-0.000561763,combination2.168,
3911,2014,-22707.1285,-82202.62246,40996.99034,213911.4358,-0.55387306,-0.00072867,combination2.168,
3912,2015,6419.651926,-75782.97054,29874.50169,243785.9375,0.214887331,-0.000694679,combination2.168,
3913,2016,-26131.77292,-101914.7435,33167.85867,276953.7961,-0.787864335,-0.000863886,combination2.168,
3914,2017,-7521.42466,-109436.1681,22045.37002,298999.1662,-0.341179334,-0.000912876,combination2.168,
3915,2018,-40160.87877,-149597.0469,33167.85867,332167.0248,-1.21083725,-0.00114207,combination2.168,
3916,2019,-194656.9602,-344254.0071,22045.37002,354212.3949,-8.829834111,-0.002164501,combination2.168,
3917,2020,-332745.2374,-676999.2445,33167.85867,387380.2535,-10.03215917,-0.003815314,combination2.168,
3918,2021,-393647.9262,-1070647.171,21157.6215,408537.875,-18.60549052,-0.005656244,combination2.168,
3919,2022,-492621.1944,-1563268.365,32280.11015,440817.9852,-15.26082755,-0.007830911,combination2.168,
3920,2023,-523405.2449,-2086673.61,21157.6215,461975.6067,-24.73837831,-0.01000722,combination2.168,
3921,2024,-592039.0136,-2678712.624,29520.17903,491495.7857,-20.05540051,-0.012327048,combination2.168,
3922,2025,-605449.2493,-3284161.873,18223.54441,509719.3301,-33.22346278,-0.014558538,combination2.168,
