"","Year","TotalEmission","CummulativeEmission","ResultTotalGDP","CummulativeGDP","EmissionIntensity","CummulativeEmissionIntensity","ID","Category","ScenarioName"
"103",2028,722790.99361169,42176798.4278661,327176422.99183,3855244097.46409,0.00220917811559343,0.31803541632078,"combination1.4","Q1","Pembangunan TPA"
"104",2029,748919.920379383,42925718.3482454,348639849.603121,4203883947.06721,0.00214811910122129,0.32018307103784,"combination1.4","Q1","Pembangunan TPA"
"105",2030,777178.308683736,43702896.6569292,371786189.461881,4575670136.52909,0.00209039047364458,0.322273171890917,"combination1.4","Q1","Pembangunan TPA"
"106",2010,30868032.6428064,30868032.6428064,119316533.501024,119316533.501024,0.258707085573698,0.258759864307883,"combination1.5","Q3","Pembangunan ITF"
"107",2011,638635.908384449,31506668.5511909,125329012.68462,244645546.185644,0.00509567493355688,0.26384718573879,"combination1.5","Q3","Pembangunan ITF"
"108",2012,780070.121835186,32286738.6730261,131751290.929281,376396837.114925,0.00592077782565255,0.269760269807399,"combination1.5","Q3","Pembangunan ITF"
"109",2013,586176.945611279,32872915.6186374,138615439.728879,515012276.843804,0.00422879981304964,0.273981472641643,"combination1.5","Q3","Pembangunan ITF"
"110",2014,600698.346932881,33473613.9655702,145956230.020985,660968506.864789,0.00411560607482473,0.278089907717001,"combination1.5","Q3","Pembangunan ITF"
"111",2015,609550.363457192,34083164.3290274,153811370.946983,814779877.811772,0.00396297334653689,0.282046110378389,"combination1.5","Q3","Pembangunan ITF"
"112",2016,612562.494162409,34695726.8231898,162221770.568354,977001648.380126,0.00377608068273609,0.285815796923131,"combination1.5","Q3","Pembangunan ITF"
"113",2017,607723.030168707,35303449.8533585,171231820.623548,1148233469.00367,0.00354912438561746,0.289358879930942,"combination1.5","Q3","Pembangunan ITF"
"114",2018,594729.865470294,35898179.7188288,180889707.612978,1329123176.61665,0.0032878037856236,0.292640973443747,"combination1.5","Q3","Pembangunan ITF"
"115",2019,573866.237580492,36472045.9564093,191247752.723025,1520370929.33968,0.00300064303715817,0.295636218071006,"combination1.5","Q3","Pembangunan ITF"
"116",2020,546000.958128229,37018046.9145376,202362783.345505,1722733712.68518,0.0026981293155867,0.298329244041744,"combination1.5","Q3","Pembangunan ITF"
"117",2021,567696.643400009,37585743.5579376,214296539.219204,1937030251.90439,0.00264911717878613,0.300973573188275,"combination1.5","Q3","Pembangunan ITF"
"118",2022,587646.224798435,38173389.782736,227116116.517187,2164146368.42157,0.00258742635181491,0.303556507731983,"combination1.5","Q3","Pembangunan ITF"
"119",2023,608259.299301462,38781649.0820375,240894453.530499,2405040821.95207,0.00252500333812979,0.306077298807107,"combination1.5","Q3","Pembangunan ITF"
"120",2024,629586.729846081,39411235.8118835,255710861.958522,2660751683.91059,0.00246210397565436,0.308535454135731,"combination1.5","Q3","Pembangunan ITF"
"121",2025,651708.215673447,40062944.027557,271651608.212043,2932403292.12264,0.00239905892684701,0.310930812862497,"combination1.5","Q3","Pembangunan ITF"
"122",2026,674727.512666492,40737671.5402235,288810549.5707,3221213841.69334,0.00233622876196675,0.313263575457009,"combination1.5","Q3","Pembangunan ITF"
"123",2027,698712.533641445,41436384.0738649,307289830.515925,3528503672.20926,0.00227378996717314,0.315534119596739,"combination1.5","Q3","Pembangunan ITF"
"124",2028,733118.772269091,42169502.846134,327190995.158228,3855694667.36749,0.00224064470941371,0.317772738595446,"combination1.5","Q3","Pembangunan ITF"
"125",2029,749488.484134927,42918991.3302689,348654421.76952,4204349089.13701,0.00214966005688688,0.319920502976522,"combination1.5","Q3","Pembangunan ITF"
"126",2030,776807.378206594,43695798.7084755,371802337.538907,4576151426.67591,0.00208930202899896,0.322008031598727,"combination1.5","Q3","Pembangunan ITF"
"127",2010,30904359.0815741,30904359.0815741,119290727.987931,119290727.987931,0.259067570487967,0.25907330410015,"combination1.6","Q3","Pembangunan TPS 3R"
"128",2011,637541.634477732,31541900.7160518,125303207.171526,244593935.159457,0.00508799135208892,0.264160387979783,"combination1.6","Q3","Pembangunan TPS 3R"
"129",2012,778973.091475964,32320873.8075278,131725485.416188,376319420.575644,0.00591360957232226,0.270073161758691,"combination1.6","Q3","Pembangunan TPS 3R"
"130",2013,585078.215534094,32905952.0230619,138589634.215786,514909054.79143,0.00422165928097566,0.274293995767536,"combination1.6","Q3","Pembangunan TPS 3R"
"131",2014,599598.872658932,33505550.8957208,145930424.507891,660839479.299322,0.00410879961927684,0.278402016396805,"combination1.6","Q3","Pembangunan TPS 3R"
"132",2015,608451.008309519,34114001.9040303,153785565.433889,814625044.733211,0.0039564897173076,0.282357770617132,"combination1.6","Q3","Pembangunan TPS 3R"
"133",2016,611464.037460439,34725465.9414908,162195965.055261,976821009.788472,0.00376990905570376,0.286126985086075,"combination1.6","Q3","Pembangunan TPS 3R"
"134",2017,606626.174680013,35332092.1161708,171206015.110454,1148027024.89893,0.00354325269639999,0.28966958152108,"combination1.6","Q3","Pembangunan TPS 3R"
"135",2018,593635.244042685,35925727.3602135,180863902.099884,1328890926.99881,0.00328222070380216,0.292951181935676,"combination1.6","Q3","Pembangunan TPS 3R"
"136",2019,572774.419333219,36498501.7795467,191221947.209931,1520112874.20874,0.00299533828459766,0.295945933812299,"combination1.6","Q3","Pembangunan TPS 3R"
"137",2020,544912.453981836,37043414.2335285,202336977.832412,1722449852.04115,0.00269309376773022,0.298638473227917,"combination1.6","Q3","Pembangunan TPS 3R"
"138",2021,566611.911117202,37610026.1446457,214270733.706111,1936720585.74726,0.00264437378505622,0.301282326915464,"combination1.6","Q3","Pembangunan TPS 3R"
"139",2022,586565.673600961,38196591.8182467,227090311.004093,2163810896.75136,0.00258296213082551,0.303864801129291,"combination1.6","Q3","Pembangunan TPS 3R"
"140",2023,607183.294033526,38803775.1122802,240868648.017405,2404679544.76876,0.00252080666799628,0.306385150248497,"combination1.6","Q3","Pembangunan TPS 3R"
"141",2024,628515.594806738,39432290.707087,255685056.445428,2660364601.21419,0.00245816319320517,0.308842884530342,"combination1.6","Q3","Pembangunan TPS 3R"
"142",2025,650642.238101548,40082932.9451885,271625802.698949,2931990403.91314,0.00239536241268902,0.311237845020945,"combination1.6","Q3","Pembangunan TPS 3R"
"143",2026,673666.9458846,40756599.8910731,288784744.057606,3220775147.97075,0.00233276500835591,0.313570233530365,"combination1.6","Q3","Pembangunan TPS 3R"
"144",2027,697657.599988988,41454257.4910621,307264025.002831,3528039172.97358,0.00227054761774523,0.315840428584645,"combination1.6","Q3","Pembangunan TPS 3R"
"145",2028,722685.522074191,42176943.0131363,327174839.575236,3855214012.54881,0.00220886643671144,0.318048964982151,"combination1.6","Q3","Pembangunan TPS 3R"
"146",2029,748814.563658116,42925757.5767944,348638266.186527,4203852278.73534,0.00214782666242806,0.320196482792267,"combination1.6","Q3","Pembangunan TPS 3R"
"147",2030,776137.44612358,43701895.022918,371786181.955915,4575638460.69126,0.00208759088904388,0.322283784750468,"combination1.6","Q3","Pembangunan TPS 3R"
"148",2010,30890335.483273,30890335.483273,119298706.199366,119298706.199366,0.258932694807693,0.258952975389625,"combination1.7","Q3","Pembangunan IPAL Aerob"
"149",2011,653632.085891548,31543967.5691645,125300062.894315,244598769.093681,0.00521653437989777,0.264169509769523,"combination1.7","Q3","Pembangunan IPAL Aerob"
"150",2012,763490.362022202,32307457.9311867,131733463.627623,376332232.721304,0.00579572069994604,0.269962274133515,"combination1.7","Q3","Pembangunan IPAL Aerob"
"151",2013,600694.511506932,32908152.4426936,138586489.938575,514918722.659878,0.00433443773468233,0.274296711868198,"combination1.7","Q3","Pembangunan IPAL Aerob"
"152",2014,584593.46704179,33492745.9097354,145938402.719327,660857125.379205,0.00400575486745664,0.278299711306257,"combination1.7","Q3","Pembangunan IPAL Aerob"
"153",2015,623590.18085045,34116336.0905859,153782421.156678,814639546.535883,0.00405501601652582,0.282354727322783,"combination1.7","Q3","Pembangunan IPAL Aerob"
"154",2016,596936.148023499,34713272.2386094,162203943.266696,976843489.802579,0.00368015805289034,0.286032428482448,"combination1.7","Q3","Pembangunan IPAL Aerob"
"155",2017,621288.424233931,35334560.6628433,171202870.833243,1148046360.63582,0.00362896031596974,0.289661388798418,"combination1.7","Q3","Pembangunan IPAL Aerob"
"156",2018,579582.407580562,35914143.0704239,180871880.311319,1328918240.94714,0.00320438094955931,0.292863575649024,"combination1.7","Q3","Pembangunan IPAL Aerob"
"157",2019,586962.529041372,36501105.5994652,191218802.93272,1520137043.87986,0.00306958583590701,0.295933161484931,"combination1.7","Q3","Pembangunan IPAL Aerob"
"158",2020,531330.051282504,37032435.6507477,202344956.043847,1722481999.92371,0.00262586259460486,0.298557063205365,"combination1.7","Q3","Pembangunan IPAL Aerob"
"159",2021,580330.759708324,37612766.4104561,214267589.4289,1936749589.35261,0.00270843929898645,0.301265502504352,"combination1.7","Q3","Pembangunan IPAL Aerob"
"160",2022,573447.345248917,38186213.755705,227098289.215528,2163847878.56814,0.00252510640758145,0.303788883027012,"combination1.7","Q3","Pembangunan IPAL Aerob"
"161",2023,620439.450098531,38806653.2058035,240865503.740194,2404713382.30833,0.00257587508573979,0.306364758112752,"combination1.7","Q3","Pembangunan IPAL Aerob"
"162",2024,615853.588105608,39422506.7939091,255693034.656863,2660406416.96519,0.00240856615015765,0.308771807089784,"combination1.7","Q3","Pembangunan IPAL Aerob"
"163",2025,663443.621606978,40085950.4155161,271622658.421738,2932029075.38693,0.00244251943288499,0.311214326522669,"combination1.7","Q3","Pembangunan IPAL Aerob"
"164",2026,661452.404537434,40747402.8200535,288792722.269041,3220821797.65597,0.00229040537912593,0.313503400120541,"combination1.7","Q3","Pembangunan IPAL Aerob"
"165",2027,710013.1995464,41457416.0195999,307260880.72562,3528082678.38159,0.0023107829342598,0.315814183054801,"combination1.7","Q3","Pembangunan IPAL Aerob"
"166",2028,710908.728370449,42168324.7479704,327182817.786672,3855265496.16827,0.00217281803848872,0.317985833649214,"combination1.7","Q3","Pembangunan IPAL Aerob"
"167",2029,760734.200071912,42929058.9480423,348635121.909316,4203900618.07758,0.00218203546420027,0.320167869113415,"combination1.7","Q3","Pembangunan IPAL Aerob"
"168",2030,764788.023505341,43693846.9715476,371794160.16735,4575694778.24493,0.0020570200004247,0.322223867078936,"combination1.7","Q3","Pembangunan IPAL Aerob"
"169",2010,30903742.9917571,30903742.9917571,119289321.599849,119289321.599849,0.259065460154282,0.259068629245013,"combination1.8","Q3","Pembangunan Septic Tank Komunal"
"170",2011,637553.82974864,31541296.8215057,125301800.783445,244591122.383294,0.00508814578691095,0.26415627345267,"combination1.8","Q3","Pembangunan Septic Tank Komunal"
"171",2012,778985.428989329,32320282.2504951,131724079.028106,376315201.4114,0.00591376637238143,0.270069577864575,"combination1.8","Q3","Pembangunan Septic Tank Komunal"
"172",2013,585090.685566806,32905372.9360619,138588227.827704,514903429.239105,0.00422179210123245,0.274290913820906,"combination1.8","Q3","Pembangunan Septic Tank Komunal"
"173",2014,599611.466426774,33504984.4024886,145929018.11981,660832447.358915,0.00410892551839472,0.278399408775701,"combination1.8","Q3","Pembangunan Septic Tank Komunal"
"174",2015,608463.717898286,34113448.1203869,153784159.045808,814616606.404723,0.00395660854585836,0.28235561079764,"combination1.8","Q3","Pembangunan Septic Tank Komunal"
"175",2016,611476.855743149,34724924.9761301,162194558.66718,976811165.071903,0.00377002077485157,0.286125247660651,"combination1.8","Q3","Pembangunan Septic Tank Komunal"
"176",2017,606639.095213814,35331564.0713439,171204608.722373,1148015773.79428,0.00354335727140118,0.289668242203566,"combination1.8","Q3","Pembangunan Septic Tank Komunal"
"177",2018,593648.261105645,35925212.3324495,180862495.711803,1328878269.50608,0.00328231819852581,0.292950217556287,"combination1.8","Q3","Pembangunan Septic Tank Komunal"
