"","Year","TotalEmission","CummulativeEmission","ResultTotalGDP","CummulativeGDP","EmissionIntensity","CummulativeEmissionIntensity","ID","Category","ScenarioName"
"611",2011,1895308.52202637,14265323.7436235,120149772.987679,232358915.581465,0.0157745493386886,0.125971716333901,"combination2.6","Q3","combination2.6"
"612",2012,3761967.53592434,18027291.2795478,128748577.439604,361107493.02107,0.0292194881740661,0.155147688898319,"combination2.6","Q3","combination2.6"
"613",2013,2024274.70927059,20051565.9888184,138068964.001976,499176457.023045,0.0146613304728036,0.169759351166556,"combination2.6","Q3","combination2.6"
"614",2014,2042867.64245323,22094433.6312716,148167636.016942,647344093.039987,0.0137875429302229,0.183500233044545,"combination2.6","Q3","combination2.6"
"615",2015,2054646.85023414,24149080.4815058,159114909.087868,806459002.127854,0.0129129750443405,0.196369806037413,"combination2.6","Q3","combination2.6"
"616",2016,2034388.50863145,26183468.9901372,170989165.628904,977448167.756757,0.0118977626515043,0.208227250005576,"combination2.6","Q3","combination2.6"
"617",2017,2037165.2352579,28220634.2253951,183877199.083736,1161325366.84049,0.0110789442378345,0.219268288320545,"combination2.6","Q3","combination2.6"
"618",2018,1888771.21345102,30109405.4388461,197869996.97801,1359195363.8185,0.00954551595642326,0.228778387883361,"combination2.6","Q3","combination2.6"
"619",2019,1907483.38494822,32016888.8237944,213075546.732764,1572270910.55127,0.00895214591348936,0.237696287789893,"combination2.6","Q3","combination2.6"
"620",2020,1699103.73609434,33715992.5598887,229598903.086001,1801869813.63727,0.0074003129512248,0.245064411915498,"combination2.6","Q3","combination2.6"
"621",2021,1555611.09615748,35271603.6560462,247567025.03188,2049436838.66915,0.00628359570890817,0.251317991411138,"combination2.6","Q3","combination2.6"
"622",2022,1483956.48450402,36755560.1405502,267115548.801853,2316552387.471,0.00555548522412981,0.256845732864751,"combination2.6","Q3","combination2.6"
"623",2023,1570458.11201294,38326018.2525632,288393823.123699,2604946210.5947,0.00544553310817386,0.262265861802435,"combination2.6","Q3","combination2.6"
"624",2024,1435640.44416814,39761658.6967313,311562796.969142,2916509007.56385,0.00460786864841993,0.266851079135093,"combination2.6","Q3","combination2.6"
"625",2025,1473849.80917676,41235508.5059081,336811003.049359,3253320010.6132,0.00437589566799506,0.271205665648438,"combination2.6","Q3","combination2.6"
"626",2026,1643859.43243866,42879367.9383467,364327071.965651,3617647082.57886,0.00451204304848817,0.275698642954351,"combination2.6","Q3","combination2.6"
"627",2027,1822760.6236193,44702128.561966,394332783.569971,4011979866.14882,0.00462239179587732,0.280303960350933,"combination2.6","Q3","combination2.6"
"628",2028,1993281.0172231,46695409.5791891,427069215.047063,4439049081.19589,0.00466734886756808,0.284955689228178,"combination2.6","Q3","combination2.6"
"629",2029,2257454.33105437,48952863.9102435,462797835.434565,4901846916.63046,0.00487784116132399,0.289819303131072,"combination2.6","Q3","combination2.6"
"630",2030,2497506.12129796,51450370.0315415,501808650.091115,5403655566.72156,0.00497700890736834,0.294783344119063,"combination2.6","Q3","combination2.6"
"631",2010,13112754.6437641,13112754.6437641,112219302.436263,112219302.436263,0.116849368683357,0.116874890577174,"combination2.7","Q3","combination2.7"
"632",2011,1864740.53192822,14977495.1756923,120159868.027191,232379170.463454,0.0155188297269622,0.132325401572932,"combination2.7","Q3","combination2.7"
"633",2012,3477840.9464163,18455336.1221086,128758456.423566,361137626.88702,0.0270105827843691,0.159286028737942,"combination2.7","Q3","combination2.7"
"634",2013,2005995.27846181,20461331.4005704,138078805.482,499216432.36902,0.0145279014506198,0.173758567126517,"combination2.7","Q3","combination2.7"
"635",2014,2024500.45835606,22485831.8589265,148177477.496966,647393909.865987,0.0136626732520636,0.187369255706272,"combination2.7","Q3","combination2.7"
"636",2015,2036166.51720965,24521998.3761362,159124750.567892,806518660.433879,0.012796039019341,0.20011692110399,"combination2.7","Q3","combination2.7"
"637",2016,2015768.4677882,26537766.8439244,170999007.108928,977517667.542806,0.011788188141374,0.211860143780206,"combination2.7","Q3","combination2.7"
"638",2017,2018379.99820674,28556146.8421311,183887040.56376,1161404708.10657,0.0109761949075846,0.222794103008477,"combination2.7","Q3","combination2.7"
"639",2018,1869797.05966206,30425943.9017932,197879838.458035,1359284546.5646,0.00944915396248719,0.2322037746449,"combination2.7","Q3","combination2.7"
"640",2019,1888296.09694336,32314239.9987365,213085388.212789,1572369934.77739,0.00886168738636217,0.241027442928322,"combination2.7","Q3","combination2.7"
"641",2020,1679167.90032777,33993407.8990643,229608583.920747,1801978518.69814,0.0073131756298247,0.248304947779724,"combination2.7","Q3","combination2.7"
"642",2021,1535947.592431,35529355.4914953,247576705.866626,2049555224.56476,0.0062039261208138,0.254475613284745,"combination2.7","Q3","combination2.7"
"643",2022,1464014.98889639,36993370.4803917,267125229.636599,2316680454.20136,0.00548063165313158,0.259925493685081,"combination2.7","Q3","combination2.7"
"644",2023,1550217.99139747,38543588.4717892,288403503.958445,2605083958.15981,0.00537517044737722,0.26527249483319,"combination2.7","Q3","combination2.7"
"645",2024,1415072.23190724,39958660.7036964,311572477.803888,2916656435.9637,0.00454171126372055,0.269788992367539,"combination2.7","Q3","combination2.7"
"646",2025,1452970.02891776,41411630.7326142,336820712.219688,3253477148.18338,0.00431377874401642,0.274079098478074,"combination2.7","Q3","combination2.7"
"647",2026,1622564.86859127,43034195.6012054,364336786.493685,3617813934.67707,0.00445347526997357,0.278511345037508,"combination2.7","Q3","combination2.7"
"648",2027,1802274.98116016,44836470.5823656,394341759.359149,4012155694.03621,0.00457033762817578,0.283062780814197,"combination2.7","Q3","combination2.7"
"649",2028,1971046.33889761,46807516.9212632,427078190.836241,4439233884.87246,0.00461518846241762,0.287660677421804,"combination2.7","Q3","combination2.7"
"650",2029,2234769.09757847,49042286.0188417,462806811.223743,4902040696.09621,0.00482872992225276,0.292473655405623,"combination2.7","Q3","combination2.7"
"651",2030,2474354.66812101,51516640.6869627,501817625.880293,5403858321.97649,0.00493078469250751,0.297390080701149,"combination2.7","Q3","combination2.7"
"652",2010,13047964.3199116,13047964.3199116,112218428.39489,112218428.39489,0.116272919756073,0.116297663572636,"combination2.8","Q3","combination2.8"
"653",2011,1867312.81160568,14915277.1315172,120158993.985817,232377422.380706,0.0155403499119349,0.1317702870175,"combination2.8","Q3","combination2.8"
"654",2012,3480318.06973947,18395595.2012567,128757582.382192,361135004.762899,0.0270300047993198,0.158750804577181,"combination2.8","Q3","combination2.8"
"655",2013,2008381.23854036,20403976.4397971,138077931.440627,499212936.203526,0.0145452732206084,0.173241225888746,"combination2.8","Q3","combination2.8"
"656",2014,2026799.08301718,22430775.5228143,148176603.455593,647389539.659118,0.0136782665802203,0.186867984872839,"combination2.8","Q3","combination2.8"
"657",2015,2038381.47724449,24469157.0000587,159123876.526518,806513416.185637,0.0128100290273206,0.199630085161891,"combination2.8","Q3","combination2.8"
"658",2016,2017903.28417853,26487060.2842373,170998133.067555,977511549.253191,0.0118007328383015,0.211386267818825,"combination2.8","Q3","combination2.8"
"659",2017,2020438.04612604,28507498.3303633,183886166.522387,1161397715.77558,0.0109874390463193,0.222331857721838,"combination2.8","Q3","combination2.8"
"660",2018,1871781.5759234,30379279.9062867,197878964.416661,1359276680.19224,0.00945922463987689,0.231751962650266,"combination2.8","Q3","combination2.8"
"661",2019,1890210.18498355,32269490.0912703,213084514.171415,1572361194.36365,0.0088707065003465,0.240584986283379,"combination2.8","Q3","combination2.8"
"662",2020,1681527.41850558,33951017.5097759,229607870.524652,1801969064.88831,0.00732347464685469,0.247873048906664,"combination2.8","Q3","combination2.8"
"663",2021,1537712.88900125,35488730.3987771,247575992.470531,2049545057.35884,0.0062110743196729,0.254051102631056,"combination2.8","Q3","combination2.8"
"664",2022,1465719.11055092,36954449.509328,267124516.240504,2316669573.59934,0.00548702579298736,0.259507599491532,"combination2.8","Q3","combination2.8"
"665",2023,1551863.53311156,38506313.0424396,288402790.56235,2605072364.16169,0.00538088945008338,0.264860523912831,"combination2.8","Q3","combination2.8"
"666",2024,1416672.05582044,39922985.09826,311571764.407793,2916644128.56949,0.00454685635109818,0.269382355725005,"combination2.8","Q3","combination2.8"
"667",2025,1454505.77200304,41377490.8702631,336819998.823593,3253464127.39307,0.00431834741726495,0.273677204413288,"combination2.8","Q3","combination2.8"
"668",2026,1624049.19309988,43001540.0633629,364336073.09759,3617800200.49067,0.0044575580432983,0.278113692740334,"combination2.8","Q3","combination2.8"
"669",2027,1803710.07897956,44805250.1423425,394341045.963054,4012141246.45372,0.00457398512643939,0.282668921318653,"combination2.8","Q3","combination2.8"
"670",2028,1972434.31314878,46777684.4554913,427077477.440146,4439218723.89386,0.00461844610718254,0.28727020841848,"combination2.8","Q3","combination2.8"
"671",2029,2236111.96338443,49013796.4188757,462806097.827648,4902024821.72152,0.00483163893881357,0.292086216540894,"combination2.8","Q3","combination2.8"
"672",2030,2475654.35842244,51489450.7772981,501816912.484198,5403841734.20571,0.00493338167134891,0.297005349332459,"combination2.8","Q3","combination2.8"
"673",2010,12365856.3652028,12365856.3652028,112203817.954692,112203817.954692,0.11020887337538,0.11022593707961,"combination2.9","Q3","combination2.9"
"674",2011,1894690.85003582,14260547.2152386,120144383.545619,232348201.50031,0.0157701158732602,0.125938054129312,"combination2.9","Q3","combination2.9"
"675",2012,3766553.26936499,18027100.4846036,128748682.330117,361096883.830428,0.02925508208082,0.155149591881926,"combination2.9","Q3","combination2.9"
"676",2013,2024797.10888648,20051897.5934901,138069031.388551,499165915.218979,0.014665106928927,0.169764994569749,"combination2.9","Q3","combination2.9"
"677",2014,2043290.05734555,22095187.6508356,148167703.403517,647333618.622496,0.0137903875838643,0.183508686832236,"combination2.9","Q3","combination2.9"
"678",2015,2054971.55351005,24150159.2043457,159114976.474443,806448595.096939,0.0129150102588874,0.196380262548707,"combination2.9","Q3","combination2.9"
"679",2016,2034615.49454482,26184774.6988905,170989233.015479,977437828.112418,0.0118990854492027,0.208238998544386,"combination2.9","Q3","combination2.9"
"680",2017,2037294.49846873,28222069.1973592,183877266.470311,1161315094.58273,0.0110796431640323,0.21928070680316,"combination2.9","Q3","combination2.9"
"681",2018,1888803.48998658,30110872.6873458,197870064.364586,1359185158.94732,0.00954567582545667,0.228790938753394,"combination2.9","Q3","combination2.9"
"682",2019,1907417.92917251,32018290.6165183,213075614.11934,1572260773.06665,0.00895183588725549,0.237708502929405,"combination2.9","Q3","combination2.9"
"683",2020,1698940.54368681,33717231.1602051,229598970.472577,1801859743.53923,0.00739960000774364,0.245075889832389,"combination2.9","Q3","combination2.9"
"684",2021,1555350.16308403,35272581.3232892,247567092.418456,2049426835.95769,0.00628254000921522,0.251328390861078,"combination2.9","Q3","combination2.9"
"685",2022,1483598.54798924,36756179.8712784,267115616.188429,2316542452.14611,0.00555414381667104,0.256854769695522,"combination2.9","Q3","combination2.9"
"686",2023,1570002.42752818,38326182.2988066,288393890.510275,2604936342.65639,0.00544395175899971,0.26227329769667,"combination2.9","Q3","combination2.9"
"687",2024,1435087.00840968,39761269.3072163,311562864.355718,2916499207.01211,0.00460609133048416,0.266856719510175,"combination2.9","Q3","combination2.9"
"688",2025,1473212.72020559,41234482.0274219,336811098.771517,3253310305.78362,0.00437400289236006,0.271209389611091,"combination2.9","Q3","combination2.9"
"689",2026,1643063.43517208,42877545.462594,364327173.045514,3617637478.82915,0.00450985695477295,0.275700157944405,"combination2.9","Q3","combination2.9"
"690",2027,1821819.55657499,44699365.0191689,394332884.649834,4011970363.47897,0.0046200041322771,0.280303066712185,"combination2.9","Q3","combination2.9"
"691",2028,1992193.30630345,46691558.3254724,427069316.126926,4439039679.6059,0.00466480084397204,0.284952228350868,"combination2.9","Q3","combination2.9"
"692",2029,2256220.71363917,48947779.0391116,462797936.514428,4901837616.12033,0.00487517453217691,0.289813158069816,"combination2.9","Q3","combination2.9"
"693",2030,2496125.85297287,51443904.8920844,501808751.170979,5403646367.2913,0.00497425731844675,0.294774431424939,"combination2.9","Q3","combination2.9"
"694",2010,13114127.954988,13114127.954988,112218813.595999,112218813.595999,0.1168621154934,0.116887539551627,"combination2.10","Q3","combination2.10"
"695",2011,1865593.52300132,14979721.4779893,120159443.989891,232378257.58589,0.0155259833189496,0.13234548874133,"combination2.10","Q3","combination2.10"
"696",2012,3478759.77319771,18458481.251187,128758833.477196,361137091.063087,0.0270176397164536,0.159312982221815,"combination2.10","Q3","combination2.10"
"697",2013,2006895.71861454,20465376.9698016,138079220.039568,499216311.102654,0.0145343790183595,0.173791765957032,"combination2.10","Q3","combination2.10"
"698",2014,2025503.78497825,22490880.7547798,148177892.054533,647394203.157188,0.0136694061232347,0.187408970315755,"combination2.10","Q3","combination2.10"
"699",2015,2037270.33460591,24528151.0893857,159125165.125459,806519368.282647,0.0128029424698454,0.200163336322914,"combination2.10","Q3","combination2.10"
"700",2016,2016972.66467015,26545123.7540559,170999421.666495,977518789.949142,0.0117952016738624,0.211913382799719,"combination2.10","Q3","combination2.10"
"701",2017,2019684.46815014,28564808.222206,183887455.121328,1161406245.07047,0.0109832640123143,0.222854234291312,"combination2.10","Q3","combination2.10"
"702",2018,1871200.95987282,30436009.1820789,197880253.015602,1359286498.08607,0.00945622886243878,0.232270814579168,"combination2.10","Q3","combination2.10"
"703",2019,1889800.07103523,32325809.2531141,213085802.770356,1572372300.85643,0.00886872821401379,0.241101369499991,"combination2.10","Q3","combination2.10"
"704",2020,1681284.73717508,34007093.9902892,229609159.123593,1801981459.98002,0.00732237661421025,0.248387874285255,"combination2.10","Q3","combination2.10"
"705",2021,1537634.69816152,35544728.6884507,247577281.069472,2049558741.04949,0.00621072616808507,0.254565151359243,"combination2.10","Q3","combination2.10"
"706",2022,1465801.84697119,37010530.5354219,267125804.839445,2316684545.88893,0.00548730905219811,0.260021534299123,"combination2.10","Q3","combination2.10"
"707",2023,1552105.23264848,38562635.7680704,288404079.161291,2605088625.05023,0.00538170346675456,0.265374907585056,"combination2.10","Q3","combination2.10"
"708",2024,1417070.12486473,39979705.8929351,311573053.006734,2916661678.05697,0.00454811515691027,0.269897659702869,"combination2.10","Q3","combination2.10"
"709",2025,1455043.62342935,41434749.5163644,336821259.086951,3253482937.14391,0.00431992810481635,0.274193784657359,"combination2.10","Q3","combination2.10"
"710",2026,1624799.69412014,43059549.2104846,364337328.003243,3617820265.14716,0.00445960259692544,0.278632040277697,"combination2.10","Q3","combination2.10"
"711",2027,1804657.10382484,44864206.3143094,394342300.868707,4012162566.01586,0.00457637210070874,0.283189402310641,"combination2.10","Q3","combination2.10"
"712",2028,1973577.24148947,46837783.5557989,427078732.345799,4439241298.36166,0.00462110869030935,0.287793120136969,"combination2.10","Q3","combination2.10"
"713",2029,2237447.95529014,49075231.511089,462807352.733301,4902048651.09497,0.00483451255058063,0.292611790416517,"combination2.10","Q3","combination2.10"
"714",2030,2477182.14162934,51552413.6527184,501818167.389851,5403866818.48481,0.00493641382996178,0.297533762367987,"combination2.10","Q3","combination2.10"
"715",2010,13117591.1059465,13117591.1059465,112221646.552069,112221646.552069,0.116890025311294,0.116916118981018,"combination2.11","Q3","combination2.11"
"716",2011,1864251.10010078,14981842.2060473,120162212.142997,232383858.695066,0.01551445389406,0.132360711101649,"combination2.11","Q3","combination2.11"
"717",2012,3472084.20094331,18453926.4069906,128754505.11587,361138363.810937,0.026966700682191,0.159279477747422,"combination2.11","Q3","combination2.11"
"718",2013,2004322.25063623,20458248.6576268,138074854.174305,499213217.985241,0.0145162003800199,0.173742564079564,"combination2.11","Q3","combination2.11"
"719",2014,2022826.58950899,22481075.2471358,148173526.189271,647386744.174512,0.0136517409117005,0.187344424917019,"combination2.11","Q3","combination2.11"
"720",2015,2034491.98786625,24515567.2350021,159120799.260196,806507543.434708,0.0127858331363672,0.200083852037024,"combination2.11","Q3","combination2.11"
"721",2016,2014093.44786714,26529660.6828692,170995055.801233,977502599.23594,0.0117786648182878,0.211819392434307,"combination2.11","Q3","combination2.11"
"722",2017,2016704.64777033,28546365.3306395,183883089.256065,1161385688.492,0.0109673198113503,0.222746193294449,"combination2.11","Q3","combination2.11"
"723",2018,1868121.52962309,30414486.8602626,197875887.150339,1359261575.64235,0.00944087506833897,0.232149199752399,"combination2.11","Q3","combination2.11"
"724",2019,1886620.52970434,32301107.389967,213081436.905093,1572343012.54743,0.00885398820801385,0.240966666676964,"combination2.11","Q3","combination2.11"
"725",2020,1677492.43036917,33978599.8203361,229604632.613051,1801947645.16049,0.0073060042877977,0.248238405950374,"combination2.11","Q3","combination2.11"
"726",2021,1534272.34684861,35512872.1671847,247572754.55893,2049520399.71942,0.00619725845673943,0.254403714927345,"combination2.11","Q3","combination2.11"
"727",2022,1462340.08790303,36975212.2550878,267121278.328904,2316641678.04832,0.00547444253431009,0.259848622399885,"combination2.11","Q3","combination2.11"
"728",2023,1548543.5487662,38523755.803854,288399552.65075,2605041230.69907,0.00536943810950176,0.265191010022571,"combination2.11","Q3","combination2.11"
"729",2024,1413398.35540083,39937154.1592548,311568526.496193,2916609757.19527,0.0045363964431693,0.269703230456092,"combination2.11","Q3","combination2.11"
"730",2025,1451296.82067935,41388450.9799341,336816760.911992,3253426518.10725,0.00430886163963368,0.273989374098975,"combination2.11","Q3","combination2.11"
"731",2026,1620892.42548744,43009343.4054216,364332835.185989,3617759353.29325,0.00444893314284996,0.278417952183398,"combination2.11","Q3","combination2.11"
"732",2027,1800603.39512673,44809946.8005483,394337808.051453,4012097161.34469,0.00456614445372124,0.282965993951332,"combination2.11","Q3","combination2.11"
"733",2028,1969375.6972332,46779322.4977815,427074239.528545,4439171400.87324,0.00461131933269314,0.287560752566297,"combination2.11","Q3","combination2.11"
"734",2029,2233099.48321795,49012421.9809995,462802859.916047,4901974260.7893,0.00482516353425956,0.292370831161009,"combination2.11","Q3","combination2.11"
"735",2030,2472686.15991756,51485108.140917,501813674.572598,5403787935.36189,0.00492749856213779,0.297284579256769,"combination2.11","Q3","combination2.11"
"736",2010,13052800.782094,13052800.782094,112220772.510696,112220772.510696,0.11631358874178,0.116338891976479,"combination2.12","Q3","combination2.12"
"737",2011,1866823.37977824,14919624.1618722,120161338.101623,232382110.612319,0.0155359736273861,0.131805596546218,"combination2.12","Q3","combination2.12"
"738",2012,3474561.32426647,18394185.4861387,128753631.074497,361135741.686816,0.0269861229952893,0.15874425358666,"combination2.12","Q3","combination2.12"
"739",2013,2006708.21071478,20400893.6968535,138073980.132931,499209721.819746,0.0145335725730715,0.173225222841793,"combination2.12","Q3","combination2.12"
"740",2014,2025125.21417011,22426018.9110236,148172652.147897,647382373.967643,0.0136673345911954,0.186843154083586,"combination2.12","Q3","combination2.12"
"741",2015,2036706.94790108,24462725.8589246,159119925.218823,806502299.186466,0.0127998234356897,0.199597016094925,"combination2.12","Q3","combination2.12"
"742",2016,2016228.26425747,26478954.1231821,170994181.759859,977496480.946324,0.0117912097564174,0.211345516472926,"combination2.12","Q3","combination2.12"
"743",2017,2018762.69568963,28497716.8188717,183882215.214691,1161378696.16102,0.0109785641495162,0.22228394800781,"combination2.12","Q3","combination2.12"
"744",2018,1870106.04588443,30367822.8647562,197875013.108965,1359253709.26998,0.00945094591025803,0.231697387757765,"combination2.12","Q3","combination2.12"
"745",2019,1888534.61774453,32256357.4825007,213080562.863719,1572334272.1337,0.00886300745766468,0.240524210032022,"combination2.12","Q3","combination2.12"
"746",2020,1679851.94854698,33936209.4310477,229603919.216956,1801938191.35066,0.007316303459784,0.247806507077314,"combination2.12","Q3","combination2.12"
"747",2021,1536037.64341886,35472247.0744665,247572041.162835,2049510232.51349,0.00620440675047212,0.253979204273656,"combination2.12","Q3","combination2.12"
"748",2022,1464044.20955756,36936291.2840241,267120564.932808,2316630797.4463,0.00548083675222022,0.259430728206335,"combination2.12","Q3","combination2.12"
"749",2023,1550189.09048028,38486480.3745044,288398839.254655,2605029636.70096,0.00537515717638333,0.264779039102212,"combination2.12","Q3","combination2.12"
"750",2024,1414998.17931402,39901478.5538184,311567813.100098,2916597449.80106,0.00454154158362766,0.269296593813558,"combination2.12","Q3","combination2.12"
"751",2025,1452832.56376464,41354311.1175831,336816047.515897,3253413497.31695,0.00431343035606421,0.273587480034188,"combination2.12","Q3","combination2.12"
"752",2026,1622376.74999605,42976687.8675791,364332121.789894,3617745619.10685,0.00445301595155987,0.278020299886224,"combination2.12","Q3","combination2.12"
"753",2027,1802038.49294614,44778726.3605252,394337094.655358,4012082713.7622,0.00456979198094736,0.282572134455788,"combination2.12","Q3","combination2.12"
"754",2028,1970763.67148437,46749490.0320096,427073526.13245,4439156239.89465,0.00461457700113487,0.287170283562973,"combination2.12","Q3","combination2.12"
"755",2029,2234442.3490239,48983932.3810335,462802146.519952,4901958386.41461,0.00482807257015946,0.291983392296279,"combination2.12","Q3","combination2.12"
"756",2030,2473985.85021899,51457918.2312525,501812961.176502,5403771347.5911,0.00493009555675628,0.296899847888079,"combination2.12","Q3","combination2.12"
"757",2010,12370692.8273852,12370692.8273852,112206162.070498,112206162.070498,0.110249674341529,0.110267165483453,"combination2.13","Q3","combination2.13"
"758",2011,1894201.41820838,14264894.2455936,120146727.661425,232352889.731923,0.0157657345736978,0.12597336365803,"combination2.13","Q3","combination2.13"
"759",2012,3760796.52389199,18025690.7694856,128744731.022421,361097620.754344,0.0292112655331661,0.155143040891406,"combination2.13","Q3","combination2.13"
"760",2013,2023124.08106091,20048814.8505465,138065080.080856,499162700.8352,0.0146534089566753,0.169748991522797,"combination2.13","Q3","combination2.13"
"761",2014,2041616.18849848,22090431.039045,148163752.095822,647326452.931021,0.0137794579282665,0.183483856042983,"combination2.13","Q3","combination2.13"
"762",2015,2053297.02416665,24143728.0632116,159111025.166747,806437478.097769,0.0129048067034626,0.196347193481741,"combination2.13","Q3","combination2.13"
"763",2016,2032940.47462375,26176668.5378354,170985281.707783,977422759.805552,0.0118895641444629,0.208198247198486,"combination2.13","Q3","combination2.13"
"764",2017,2035619.14803232,28212287.6858677,183873315.162616,1161296074.96817,0.0110707698190574,0.219232797089132,"combination2.13","Q3","combination2.13"
"765",2018,1887127.95994761,30099415.6458153,197866113.05689,1359162188.02506,0.00953739844985496,0.228736363860894,"combination2.13","Q3","combination2.13"
"766",2019,1905742.36193349,32005158.0077488,213071662.811644,1572233850.8367,0.00894413802748691,0.237647726678048,"combination2.13","Q3","combination2.13"
"767",2020,1697265.07372821,33702423.081477,229595019.164881,1801828870.00158,0.00739242985279807,0.245009348003039,"combination2.13","Q3","combination2.13"
"768",2021,1553674.91750164,35256097.9989786,247563141.11076,2049392011.11234,0.00627587334096122,0.251256492503678,"combination2.13","Q3","combination2.13"
"769",2022,1481923.64699588,36738021.6459745,267111664.880733,2316503675.99307,0.00554795556254561,0.256777898410326,"combination2.13","Q3","combination2.13"
"770",2023,1568327.9848969,38306349.6308714,288389939.202579,2604893615.19566,0.00543822017242852,0.26219181288605,"combination2.13","Q3","combination2.13"
"771",2024,1433413.13190327,39739762.7627747,311558913.048022,2916452528.24368,0.00460077716243133,0.266770957598728,"combination2.13","Q3","combination2.13"
"772",2025,1471539.51196718,41211302.2747419,336807147.463822,3253259675.70749,0.00436908635415834,0.271119665231991,"combination2.13","Q3","combination2.13"
"773",2026,1641390.99206825,42852693.2668101,364323221.737819,3617582897.44532,0.00450531531928937,0.275606765090296,"combination2.13","Q3","combination2.13"
"774",2027,1820147.97054156,44672841.2373517,394328933.342139,4011911830.78745,0.00461581136112656,0.28020627984932,"combination2.13","Q3","combination2.13"
"775",2028,1990522.66463904,46663363.9019907,427065364.81923,4438977195.60668,0.00466093209286966,0.284852303495361,"combination2.13","Q3","combination2.13"
"776",2029,2254551.09927864,48917915.0012694,462793985.206733,4901771180.81342,0.00487160847233467,0.289710333825202,"combination2.13","Q3","combination2.13"
"777",2030,2494457.34476941,51412372.3460388,501804799.863283,5403575980.6767,0.00497097147227174,0.294668929980559,"combination2.13","Q3","combination2.13"
"778",2010,13118964.4171704,13118964.4171704,112221157.711806,112221157.711806,0.116902772032179,0.116928767955471,"combination2.14","Q3","combination2.14"
"779",2011,1865104.09117388,14984068.5083443,120161788.105697,232382945.817503,0.0155216073310534,0.132380798270047,"combination2.14","Q3","combination2.14"
"780",2012,3473003.02772471,18457071.536069,128754882.1695,361137827.987003,0.02697375795935,0.159306431231295,"combination2.14","Q3","combination2.14"
"781",2013,2005222.69078896,20462294.226858,138075268.731872,499213096.718875,0.0145226781682598,0.173775762910079,"combination2.14","Q3","combination2.14"
"782",2014,2023829.91613117,22486124.1429891,148173940.746838,647387037.465713,0.0136584739930011,0.187384139526502,"combination2.14","Q3","combination2.14"
"783",2015,2035595.8052625,24521719.9482516,159121213.817764,806508251.283476,0.0127927367848878,0.200130267255948,"combination2.14","Q3","combination2.14"
"784",2016,2015297.64474908,26537017.5930007,170995470.3588,977503721.642276,0.0117856785359307,0.21187263145382,"combination2.14","Q3","combination2.14"
"785",2017,2018009.11771373,28555026.7107145,183883503.813632,1161387225.45591,0.0109743890879903,0.222806324577284,"combination2.14","Q3","combination2.14"
"786",2018,1869525.42983385,30424552.1405483,197876301.707906,1359263527.16382,0.0094479501269108,0.232216239686667,"combination2.14","Q3","combination2.14"
"787",2019,1888124.50379622,32312676.6443445,213081851.46266,1572345378.62647,0.00886102918120685,0.241040593248634,"combination2.14","Q3","combination2.14"
"788",2020,1679609.26721648,33992285.911561,229605207.815897,1801950586.44237,0.00731520544848977,0.248321332455905,"combination2.14","Q3","combination2.14"
"789",2021,1535959.45257913,35528245.3641401,247573329.761776,2049523916.20415,0.00620405862803188,0.254493253001843,"combination2.14","Q3","combination2.14"
"790",2022,1464126.94597784,36992372.310118,267121853.531749,2316645769.73589,0.00548112004547698,0.259944663013927,"combination2.14","Q3","combination2.14"
"791",2023,1550430.7900172,38542803.1001352,288400127.853595,2605045897.58949,0.00537597122981951,0.265293422774436,"combination2.14","Q3","combination2.14"
"792",2024,1415396.24835832,39958199.3484935,311569101.699038,2916614999.28854,0.0045428004273849,0.269811897791422,"combination2.14","Q3","combination2.14"
"793",2025,1453370.41519094,41411569.7636844,336817307.779255,3253432307.06778,0.00431501108055723,0.274104060278259,"combination2.14","Q3","combination2.14"
"794",2026,1623127.25101631,43034697.0147007,364333376.695547,3617765683.76334,0.00445506054300556,0.278538647423587,"combination2.14","Q3","combination2.14"
"795",2027,1802985.51779142,44837682.5324922,394338349.561011,4012104033.32434,0.0045721789924783,0.283092615447776,"combination2.14","Q3","combination2.14"
"796",2028,1971906.59982506,46809589.1323172,427074781.038103,4439178814.36244,0.00461723962026484,0.287693195281461,"combination2.14","Q3","combination2.14"
"797",2029,2235778.34092961,49045367.4732468,462803401.425605,4901982215.78806,0.00483094621613106,0.292508966171902,"combination2.14","Q3","combination2.14"
"798",2030,2475513.63342588,51520881.1066727,501814216.082156,5403796431.8702,0.00493312774746222,0.297428260923607,"combination2.14","Q3","combination2.14"
"799",2010,13114805.5607761,13114805.5607761,112215833.07271,112215833.07271,0.116871257840044,0.116896014760722,"combination2.15","Q3","combination2.15"
"800",2011,1864486.41918333,14979291.9799594,120156398.663638,232372231.736348,0.0155171629636031,0.132347136065459,"combination2.15","Q3","combination2.15"
"801",2012,3477588.76116536,18456880.7411248,128754987.060013,361127218.796361,0.02700935195267,0.159308334214901,"combination2.15","Q3","combination2.15"
"802",2013,2005745.09040486,20462625.8315297,138075336.118447,499202554.914809,0.0145264545196126,0.173781406313273,"combination2.15","Q3","combination2.15"
"803",2014,2024252.3310235,22486878.1625532,148174008.133413,647376563.048222,0.0136613185843019,0.187392593314193,"combination2.15","Q3","combination2.15"
"804",2015,2035920.50853841,24522798.6710916,159121281.204339,806497844.252561,0.012794771969715,0.200140723767241,"combination2.15","Q3","combination2.15"
