"","Year","TotalEmission","CummulativeEmission","ResultTotalGDP","CummulativeGDP","EmissionIntensity","CummulativeEmissionIntensity","ID"
"1337",2023,-1039786.51709127,-4438018.28836996,98709.3228821754,1387899.59585238,-10.5338228115739,-0.0210725389110016,"combination2.41"
"1338",2024,-1292978.2719056,-5730996.56027556,95257.2888954282,1483156.88475037,-13.5735363340543,-0.0252500895389292,"combination2.41"
"1339",2025,-1413342.06781828,-7144338.62809384,97244.9138843417,1580401.79862595,-14.5338404998665,-0.0294721905285271,"combination2.41"
"1340",2026,-1392061.9940846,-8536400.62217844,96597.1751224399,1676998.97375727,-14.4110010703742,-0.0333165600964525,"combination2.41"
"1341",2027,-1401083.33962477,-9937483.96180321,94048.7962384224,1771047.76998615,-14.8974085332565,-0.0368904913173955,"combination2.41"
"1342",2028,-1421105.62583549,-11358589.5876387,94048.7962388992,1865096.56622696,-15.1103010635634,-0.0402371535758201,"combination2.41"
"1343",2029,-1376373.11853036,-12734962.7061691,93915.7316886187,1959012.29792309,-14.6554053701437,-0.0432285626806783,"combination2.41"
"1344",2030,-1375917.47310106,-14110880.1792701,93782.6671363115,2052794.9650507,-14.6713408257113,-0.0459863194341352,"combination2.41"
"1345",2010,-710754.317716345,-710754.317716345,117424.237905353,117424.237905353,-6.05287571284244,-0.00643645230977709,"combination2.42"
"1346",2011,112435.00948382,-598319.308232525,106418.741549,223842.97945413,1.05653391354989,-0.00558357153901234,"combination2.42"
"1347",2012,-151926.259972528,-750245.568205053,92537.0090713203,316379.988526165,-1.64178917707871,-0.00683173959989364,"combination2.42"
"1348",2013,124273.709420647,-625971.858784406,92575.353205353,408955.341731071,1.3424059981168,-0.00599371381157937,"combination2.42"
"1349",2014,116754.338651743,-509217.520132663,92499.4770800769,501454.818811178,1.26221620205127,-0.0052632211295508,"combination2.42"
"1350",2015,92250.0694940016,-416967.450638661,92077.7436249852,593532.562436104,1.00187152575891,-0.00473652504987832,"combination2.42"
"1351",2016,15348.751198044,-401618.699440617,91477.058544457,685009.620980024,0.167787983591369,-0.00469575344388029,"combination2.42"
"1352",2017,-48764.7349986024,-450383.43443922,92206.0030843019,777215.624064445,-0.52886724689734,-0.00500673876215185,"combination2.42"
"1353",2018,-244283.855300665,-694667.289739884,91706.5299825966,868922.154048443,-2.66375639059752,-0.00628375076747456,"combination2.42"
"1354",2019,-302918.671648018,-997585.961387902,95330.3088936806,964252.462938309,-3.17756939176454,-0.00774616898032177,"combination2.42"
"1355",2020,-588879.057835214,-1586465.01922312,95490.954172492,1059743.41711307,-6.16685698596623,-0.0103490600493714,"combination2.42"
"1356",2021,-830145.863571636,-2416610.88279475,95490.9541732669,1155234.37128496,-8.69345029336862,-0.0137376181497557,"combination2.42"
"1357",2022,-999779.113787841,-3416389.99658259,95179.7486402988,1250414.11992168,-10.504115928759,-0.017513030748797,"combination2.42"
"1358",2023,-1041460.95972255,-4457850.95630515,94758.015186429,1345172.1351161,-10.9907426582707,-0.021154023721621,"combination2.42"
"1359",2024,-1294652.14841202,-5752503.10471716,91305.9811997414,1436478.11631823,-14.1792698725818,-0.0253358514503761,"combination2.42"
"1360",2025,-1415015.27605668,-7167518.38077385,93293.6061885953,1529771.72249794,-15.1673339027778,-0.0295619149076267,"combination2.42"
"1361",2026,-1393734.43718843,-8561252.81796227,92645.8674266934,1622417.5899334,-15.0436762685743,-0.033409952950562,"combination2.42"
"1362",2027,-1402754.9256582,-9964007.74362047,90097.488542676,1712515.07846689,-15.5693010798382,-0.0369872781802605,"combination2.42"
"1363",2028,-1422776.2674999,-11386784.0111204,90097.4885431528,1802612.56701183,-15.7915197249749,-0.0403370784313273,"combination2.42"
"1364",2029,-1378042.73289088,-12764826.7440113,89964.4239929318,1892576.99101257,-15.3176408154311,-0.0433313869252927,"combination2.42"
"1365",2030,-1377585.98130452,-14142412.7253158,89831.3594405651,1982408.35044384,-15.3352458415813,-0.0460918208785155,"combination2.42"
"1366",2010,-711132.527217802,-711132.527217802,120727.867340788,120727.867340788,-5.89037595777643,-0.00644252038151456,"combination2.43"
"1367",2011,112555.389596479,-598577.137621323,109722.37098445,230450.238325,1.02581988145727,-0.00559123356623689,"combination2.43"
"1368",2012,-151797.192072032,-750374.329693355,95840.6385067701,326290.876832545,-1.5838499663304,-0.00684080860182951,"combination2.43"
"1369",2013,124411.324722847,-625963.004970508,95878.9826408029,422169.859472871,1.29758703415676,-0.00600402025757818,"combination2.43"
"1370",2014,116900.368633129,-509062.636337379,95803.106515497,517972.965988398,1.22021480184694,-0.00527461161093234,"combination2.43"
"1371",2015,92404.3885894716,-416658.247747907,95381.3730604053,613354.339048743,0.968788617993071,-0.00474886103180372,"combination2.43"
"1372",2016,15511.2405154351,-401147.007232472,94780.6879799366,708135.027028084,0.163654019041501,-0.00470891009357743,"combination2.43"
"1373",2017,-48594.1880964525,-449741.195328925,95509.6325197518,803644.659548044,-0.508788347462263,-0.0050206038497419,"combination2.43"
"1374",2018,-244105.357603882,-693846.552932806,95010.1594180465,898654.818967581,-2.56925532068432,-0.0062982236361887,"combination2.43"
"1375",2019,-302732.324465722,-996578.877398528,98633.9383291602,997288.757292986,-3.06925110762024,-0.00776115958284362,"combination2.43"
"1376",2020,-588684.957337201,-1585263.83473573,98794.5836079419,1096083.34090304,-5.95867643587981,-0.0103644880472704,"combination2.43"
"1377",2021,-829944.101096638,-2415207.93583237,98794.5836087167,1194877.92451048,-8.40070447974853,-0.0137534120730374,"combination2.43"
"1378",2022,-999569.77614506,-3414777.71197743,98483.3780757487,1293361.30258274,-10.1496292641002,-0.0175291272128042,"combination2.43"
"1379",2023,-1041244.12945088,-4456021.84142831,98061.6446219087,1391422.94721222,-10.6182609262322,-0.021170366698442,"combination2.43"
"1380",2024,-1294426.95803508,-5750448.79946339,94609.6106351614,1486032.55784988,-13.6817702699012,-0.025352388555008,"combination2.43"
"1381",2025,-1414782.74631392,-7165231.54577731,96597.2356240153,1582629.79346514,-14.6462032497562,-0.0295786030725325,"combination2.43"
"1382",2026,-1393494.63925352,-8558726.18503082,95949.4968621731,1678579.29033613,-14.5232094468948,-0.0334267545646425,"combination2.43"
"1383",2027,-1402507.92733735,-9961234.11236817,93401.1179781556,1771980.40830469,-15.0159650943939,-0.0370041605532638,"combination2.43"
"1384",2028,-1422522.13342016,-11383756.2457883,93401.1179786325,1865381.52628613,-15.2302473911029,-0.0403540133000357,"combination2.43"
"1385",2029,-1377781.52466393,-12761537.7704523,93268.0534283519,1958649.57972145,-14.7722770447047,-0.0433483499990974,"combination2.43"
"1386",2030,-1377317.75771252,-14138855.5281648,93134.9888760448,2051784.56858826,-14.7884030946267,-0.046108791422153,"combination2.43"
"1387",2010,-710684.925599823,-710684.925599823,120870.39201948,120870.39201948,-5.87972715009713,-0.00643864392105387,"combination2.44"
"1388",2011,112701.786294423,-597983.1393054,109864.895663142,230735.287682384,1.02582162950374,-0.00558624973216593,"combination2.44"
"1389",2012,-151510.804911647,-749493.944217047,95983.1631854624,326718.450868607,-1.57851439651861,-0.00683370286789653,"combination2.44"
"1390",2013,124837.678329699,-624656.265887348,96021.5073194802,422739.95818764,1.30010121497408,-0.00599392102442137,"combination2.44"
"1391",2014,117466.66595671,-507189.599930638,95945.6311941743,518685.589381814,1.22430447842884,-0.00526077744241304,"combination2.44"
"1392",2015,93110.6080942266,-414078.991836412,95523.8977391124,614209.487120867,0.974736273309567,-0.00473066867993321,"combination2.44"
"1393",2016,16357.3617889322,-397721.63004748,94923.2126586139,709132.699778914,0.172322041477469,-0.00468584328658073,"combination2.44"
"1394",2017,-47608.1844190974,-445329.814466577,95652.1571984589,804784.856977463,-0.497722014991466,-0.00499224281731914,"combination2.44"
"1395",2018,-242979.489893034,-688309.304359611,95152.6840967238,899937.541075706,-2.55357473306841,-0.0062642353452611,"combination2.44"
"1396",2019,-301466.610174231,-989775.914533842,98776.4630078375,998714.004079819,-3.05200855542186,-0.00772128865679067,"combination2.44"
"1397",2020,-587279.413045362,-1577055.3275792,98937.108286649,1097651.11236882,-5.93588617269716,-0.0103185483408947,"combination2.44"
"1398",2021,-828398.742561404,-2405454.07014061,98937.108287394,1196588.22065473,-8.37298316982399,-0.0137012788753386,"combination2.44"
"1399",2022,-997884.618370697,-3403338.6885113,98625.902754426,1295214.12340546,-10.1178756341058,-0.0174707300494226,"combination2.44"
"1400",2023,-1039419.18670082,-4442757.87521213,98204.1693005562,1393418.29271364,-10.584267390111,-0.0211056827051659,"combination2.44"
"1401",2024,-1292463.18831884,-5735221.06353096,94752.1353138685,1488170.42803001,-13.6404650305508,-0.0252814394262175,"combination2.44"
"1402",2025,-1412679.22108326,-7147900.28461422,96739.7603027225,1584910.18832397,-14.6028811386615,-0.0295014432091925,"combination2.44"
"1403",2026,-1391251.37085057,-8539151.6554648,96092.0215408802,1681002.20987368,-14.4783234709939,-0.0333434692561987,"combination2.44"
"1404",2027,-1400124.9274963,-9939276.5829611,93543.6426568627,1774545.85252142,-14.967611777021,-0.0369148613522825,"combination2.44"
"1405",2028,-1419999.41337729,-11359275.9963384,93543.64265728,1868089.49518108,-15.1800739530724,-0.0402588338280911,"combination2.44"
"1406",2029,-1375119.09512774,-12734395.0914661,93410.578107059,1961500.07329464,-14.7212352497348,-0.043247442156628,"combination2.44"
